Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Renovation of Right Sajnam Canal Service Road from Km 17.000 to 18.700,Renovation of Right Sajnam Canal Service Road from Km 17.000 to 18.700,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,NA ,Lalitpur,284403.0,NA ,NA ,NA ,EEIDLTP,No ,No,20-Sep-2025 10:00 AM,06-Oct-2025 03:00 PM,20-Sep-2025 10:00 AM,06-Oct-2025 02:00 PM,NA ,NA ,20-Sep-2025 10:00 AM,06-Oct-2025 02:00 PM,06-Oct-2025 06:30 PM,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||Irrigation Works Circle, Lalitpur||ID, lalitpur",03/EE/2025-26 Dated 12-09-2025,2025_UPIDC_1075645_7,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"2,354",Nil,Nil,No,EEIDLTP,EEIDLTP,1,Fee/PreQual/Technical,.pdf,NIT,"56,000",No,fixed,,Nil,Nil,AOC,eeid ltp,Internal,EEID,bhupesh kumar suhera,18-Oct-2025 04:45 PM,finsummary_1964231.pdf (377.84 KB),Technical,Technical Bid open,bhupesh kumar suhera,06-Oct-2025 03:52 PM,,EE ID LTP,Internal,eeid,bhupesh kumar suhera,06-Oct-2025 06:26 PM,06-Oct-2025 06:30 PM,techsummary_1964231.pdf (274.28 KB),Finance,Financial Bid Open,bhupesh kumar suhera,06-Oct-2025 07:44 PM,,BOQ Comparative Chart,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||Irrigation Works Circle, Lalitpur||ID, lalitpur",2025_UPIDC_1075645_7,03/EE/2025-26 Dated 12-09-2025,Renovation of Right Sajnam Canal Service Road from Km 17.000 to 18.700,1.0,5587364.0,M/s. Agamya Construction,INR,"1,729,355",1,5587364,M/s. Agamya Construction,06-Oct-2025 01:44 PM,Accepted-AOC,L1,18-Oct-2025 04:50 PM,18-Oct-2025,"INR 1,729,355",30.0,bhupesh kumar suhera,18-Oct-2025 04:50 PM,077.pdf (378.00 KB),EEID,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5582095,M/S SHRI PAL JAIN,06-Oct-2025 12:40 PM,Rejected-Finance,REJECT,18-Oct-2025 04:45 PM,,,,,,,,AOC
