Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Technical,Summary,deena nath maurya,05-Jul-2025 03:41 PM,technical_1912494.pdf,14-Jul-2025,"INR 154,845.65",30.0,deena nath maurya,21-Oct-2025 04:17 PM,agno37.pdf (412.00 KB),AOC,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,05-Jul-2025 04:28 PM,07-Jul-2025 01:00 PM,techsummary_1912494.pdf (914.43 KB),1,5283461,M/S ASHOKA ENTERPRISES,01-Jul-2025 03:55 PM,Rejected-AOC,L2,21-Oct-2025 04:17 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",2025_UPIDC_1046287_48,01/AEIV/2025-26,"Providing of Nursery items for Nursery in kothi no.1, 4 and 3 at Canal Colony, Cantt Road, Lucknow. (Lot No.27)",Finance,boq Summary,deena nath maurya,07-Jul-2025 04:42 PM,finance_1912494.pdf,BOQ Comparative Chart,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,11-Jul-2025 10:56 AM,finsummary_1912494.pdf (914.43 KB),1.0,5283379.0,M/S M. K. CONSTRUCTION,INR,"154,845.65",AOC,"3,360",No,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",01/AEIV/2025-26,2025_UPIDC_1046287_48,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Fee/EMD/Technical,26-Jun-2025 12:00 PM,02-Jul-2025 03:00 PM,26-Jun-2025 12:00 PM,02-Jul-2025 12:00 PM,26-Jun-2025 12:00 PM ,02-Jul-2025 12:00 PM ,26-Jun-2025 12:00 PM,02-Jul-2025 12:00 PM,07-Jul-2025 01:00 PM,Assistant Engineer IV,LDSC LKO,1.0,SBI Bank,"Providing of Nursery items for Nursery in kothi no.1, 4 and 3 at Canal Colony, Cantt Road, Lucknow. (Lot No.27)","Providing of Nursery items for Nursery in kothi no.1, 4 and 3 at Canal Colony, Cantt Road, Lucknow. (Lot No.27)",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,30.0,canal colony cantt Road,226001.0,NA ,NA ,NA ,canal colony,No ,No,590.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,2,5283379,M/S M. K. CONSTRUCTION,01-Jul-2025 03:20 PM,Accepted-AOC,L1,21-Oct-2025 04:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
