Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"5,000",Nil,Nil,No,24-Jun-2025 06:00 PM,08-Jul-2025 01:21 AM,24-Jun-2025 06:00 PM,08-Jul-2025 12:00 PM,NA ,NA ,24-Jun-2025 06:00 PM,08-Jul-2025 12:00 PM,30-Jul-2025 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,Fees and Technical Documents,"Under District Lucknow, Construction of Interlocking and drain from Anandeshwar Mahadev temple to Siddheshwar temple in front of Siddheshwar temple to main road connecting Kanhaiya Kalyanpur locality under Shankarpurwa ward-2, Lot No 6","Under District Lucknow, Construction of Interlocking and drain from Anandeshwar Mahadev temple to Siddheshwar temple in front of Siddheshwar temple to main road connecting Kanhaiya Kalyanpur locality under Shankarpurwa ward-2, Lot No 6",Please refer Tender documents. ,NA ,"41,89,000",Civil Works,NA ,Tender,90.0,90.0,Lucknow,226016.0,SE RED LUCKNOW Circle  ,"SE RED LUCKNOW Circle Near Vikas Bhawan, Sarvoday Nagar, Lucknow ",02-Jul-2025 11:00 AM ,SE RED LUCKNOW Circle,No ,No,"83,780",No,percentage,2.0%,Nil,Nil,SE RED LUCKNOW Circle,"SE RED LUCKNOW Circle Near Vikas Bhawan, Sarvoday Nagar, Lucknow",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE,837/SE RED Lucknow/Lucknow/25-26 Dt 13/06/2025,2025_REDUP_1051710_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,AOC,Er Isham Singh CE RED East,Internal,"Er Isham Singh CE RED East, Er Gyanendra Kumar SE RED Lucknow Circle, Er A K Arora EE RED Lucknow, Er Hemant Saxena EE RED Lakhimpur Kheri, Mr Amit Sinha DAO RED Lucknow",Gyanendra Kumar,25-Jul-2025 09:34 AM,30-Jul-2025 12:00 PM,techsummary_1911757.pdf (2143.48 KB),Finance,Summary,Gyanendra Kumar,25-Aug-2025 06:07 PM,,BOQ Comparative Chart,Er Gyanendra Kumar SE RED Lucknow,Internal,,Gyanendra Kumar,25-Aug-2025 06:13 PM,finsummary_1911757.pdf (640.60 KB),Technical,Summary,Gyanendra Kumar,08-Jul-2025 03:27 PM,,1,5297201,M/S ASHA CONSTRUCTION,08-Jul-2025 07:28 AM,Rejected-Technical,Rejected,25-Jul-2025 09:34 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE,2025_REDUP_1051710_6,837/SE RED Lucknow/Lucknow/25-26 Dt 13/06/2025,"Under District Lucknow, Construction of Interlocking and drain from Anandeshwar Mahadev temple to Siddheshwar temple in front of Siddheshwar temple to main road connecting Kanhaiya Kalyanpur locality under Shankarpurwa ward-2, Lot No 6",1.0,5293952.0,M/S R P APPLIANCES,INR,"4,540,666",25-Aug-2025,"INR 4,540,666",90.0,Gyanendra Kumar,25-Aug-2025 07:38 PM,837_6.pdf (641.00 KB),AOC
,,,,,,,,,,,,,2.0,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5293952,M/S R P APPLIANCES,08-Jul-2025 10:46 AM,Accepted-AOC,AOC,25-Aug-2025 07:38 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5297577,sai shrishti group of services,08-Jul-2025 11:58 AM,Rejected-Technical,Rejected,25-Jul-2025 09:34 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,5294266,TRIMURTI CONSTRUCTION,08-Jul-2025 08:34 AM,Rejected-Finance,Rejected,25-Aug-2025 06:13 PM,,,,,,,,,,,,,,,,AOC
