S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,4899032.0,KUMAR SURVEY ASSOCIATE,INR,"1,064,282","U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||V Circle Irrigation Works, Bareilly||ID, bareilly",2025_UPIDC_998481_1,Tender Notic No 04/EE/2024-25,Nanak sagar bandh ke down stream me seemankan abam survey karne ka karya.,Technical,9 BIDS RECIEVED OUT OF WHICH02 BIDS HAVE BEN QUALIFIED CONTRATOR.,vinod kumar gupta,24-Feb-2025 06:54 PM,technical_1772971.pdf,EE ID BAREILLY,External,EE RCD BAREILLY,vinod kumar gupta,08-May-2025 06:52 PM,finsummary_1772971.pdf (487.20 KB),EE ID BAREILLY,External,EE RCD BAREILLY,vinod kumar gupta,24-Feb-2025 07:39 PM,25-Feb-2025 03:00 PM,techsummary_1772971.pdf (2705.56 KB),Finance,9 BIDS RECIEVED OUT OF WHICH 02 BIDS HAVE BEN QUALIFIED CONTRACTOR.,vinod kumar gupta,08-May-2025 11:08 AM,finance_1772971.pdf,BOQ Comparative Chart,17-Sep-2025,"INR 1,064,282",30.0,vinod kumar gupta,27-Oct-2025 05:35 PM,KUMARLOT1.pdf (384.00 KB),AOC CONTRATOR,1,4904101,JULFIKAR AHMAD,03-Feb-2025 11:46 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-Feb-2025 06:54 PM,AOC,Nanak sagar bandh ke down stream me seemankan abam survey karne ka karya.,Nanak sagar bandh ke down stream me seemankan abam survey karne ka karya.,Please refer Tender documents. ,NA ,"12,91,000",Civil Works,NA ,Tender,90.0,NA ,Nanak sagar,262311.0,NA ,NA ,NA ,ID Bareilly,No ,No,1.0,SBI Bank,27-Jan-2025 10:00 AM,03-Feb-2025 03:30 PM,27-Jan-2025 10:00 AM,03-Feb-2025 03:00 PM,NA ,NA ,27-Jan-2025 10:00 AM,03-Feb-2025 03:00 PM,25-Feb-2025 03:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||V Circle Irrigation Works, Bareilly||ID, bareilly",Tender Notic No 04/EE/2024-25,2025_UPIDC_998481_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,854.0,Nil,Nil,Yes,"Executive Engineer, I.D, Bareilly.","Executive Engineer, I.D, Bareilly.",1.0,Fee/PreQual/Technical,.pdf,Tender Notic,"24,380",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4899032,KUMAR SURVEY ASSOCIATE,03-Feb-2025 08:32 AM,Accepted-AOC,L1,27-Oct-2025 05:35 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4901953,M/S D.P SINGH CONTRACTOR KASHIPUR,03-Feb-2025 12:56 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-Feb-2025 06:54 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4895478,m/s mohd.sajid thekedar,01-Feb-2025 05:06 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-Feb-2025 06:54 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4901049,M/S OM TRADERS,01-Feb-2025 08:41 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-Feb-2025 06:54 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4899380,M/S PARAS ENTERPRISES,01-Feb-2025 09:47 AM,Rejected-Finance,L2,08-May-2025 06:52 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4904432,M/S SACHIN CHANDANI THEKEDAR,03-Feb-2025 12:51 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-Feb-2025 06:54 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4903606,M/S TANISHAQ ENTERPRISES,03-Feb-2025 10:42 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-Feb-2025 06:54 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4904613,SURESH CHANDRA THEKEDAR,03-Feb-2025 01:26 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-Feb-2025 06:54 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
