Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
18-Aug-2025,"INR 57,566,234.44",540.0,Sanjeev Saxena,21-Aug-2025 12:05 PM,mubarakpurLOA.pdf (79.00 KB),L1,1,5338870,MISHRA AND SONS REALCON PRIVATE LIMITED,29-Jul-2025 02:22 PM,Accepted-AOC,L1,21-Aug-2025 12:05 PM,UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,2025_UPPAN_1055795_1,"1749/PAN/ET/25-26, DT. 08-07-2025",CONSTRUCTION OF ADMINISTRATIVE BUILDING FOR THANA MUBARAKPUR DISTT AZAMGARH U.P.,1.0,5338870.0,MISHRA AND SONS REALCON PRIVATE LIMITED,INR,"57,566,234.44",Technical,ALL BIDDER ADMITTED,Sanjeev Saxena,04-Aug-2025 12:20 PM,,SANJEEV SAXENA,Internal,SHAMSHAD AHMED MANOJ KUMAR JOSHI,Sanjeev Saxena,06-Aug-2025 05:44 PM,finsummary_1920953.pdf (79.33 KB),Finance,all bidder admitted,Sanjeev Saxena,06-Aug-2025 05:41 PM,,BOQ Comparative Chart,SANJEEV SAXENA,Internal,SHAMSHAD AHMED MANOJ KUMAR JOSHI,Sanjeev Saxena,04-Aug-2025 12:24 PM,04-Aug-2025 03:00 PM,techsummary_1920953.pdf (553.44 KB),AOC,CONSTRUCTION OF ADMINISTRATIVE BUILDING FOR THANA MUBARAKPUR DISTT AZAMGARH U.P.,CONSTRUCTION OF ADMINISTRATIVE BUILDING FOR THANA MUBARAKPUR DISTT AZAMGARH U.P.,Please refer Tender documents. ,NA ,"5,89,16,000",Civil Works,NA ,Tender,90.0,540.0,THANA MUBARAKPUR DISTT AZAMGARH U.P.,276404.0,NA ,NA ,NA ,U.P. Police Awas Nigam Ltd. Lucknow,No ,No,SANJEEV SAXENA,U.P. Police Awas Nigam Ltd. Lucknow,UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"1749/PAN/ET/25-26, DT. 08-07-2025",2025_UPPAN_1055795_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,09-Jul-2025 06:00 PM,30-Jul-2025 11:30 AM,09-Jul-2025 06:00 PM,29-Jul-2025 05:00 PM,NA ,NA ,09-Jul-2025 06:00 PM,29-Jul-2025 05:00 PM,04-Aug-2025 03:00 PM,1,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,"8,850",Nil,Nil,No,1.0,SBI Bank,1.0,Date extension,Date,,"11,78,000",No,fixed,,Nil,Nil,AOC
,,,,,,,2,5362107,M/S SURYA INFRATECH,23-Jul-2025 03:01 PM,Rejected-Finance,L2,06-Aug-2025 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,AOC
