Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
19-Jul-2025 02:40 PM,26-Jul-2025 11:00 AM,19-Jul-2025 02:40 PM,26-Jul-2025 09:00 AM,NA ,NA ,19-Jul-2025 03:40 PM,26-Jul-2025 09:00 AM,23-Aug-2025 09:00 AM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Ayodhya,526/S E/Ayo/E Tender/Hostal Laldiggi Repair Work/25-26 07.07.2025,2025_SCIDC_1055169_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Rajkiya Anusuchit jati Hostal Laldiggi Repair and Renovation Work Distt Sultanpur,"2,360",online,ayodhya,Yes,"1,12,000",No,fixed,,S E UP SCIDCO,Ayodhya,SE up scidco Ayodhya,Behind Ram Janaki Mandir Sahabganj Ayodhya,Rajkiya Anusuchit jati Hostal Laldiggi Repair and Renovation Work Distt Sultanpur,Rajkiya Anusuchit jati Hostal Laldiggi Repair and Renovation Work Distt Sultanpur,Please refer Tender documents. ,NA ,,Construction Works,Repair and Renovation Work  ,Tender,90.0,90.0,Sultanpur,228001.0,SE office up scidco ,Behind Ram Janaki Mandir Sahabganj Ayodhya ,21-Jul-2025 11:00 AM ,SE office up scidco,No ,No,1.0,FDR - Fixed Deposit,AOC,Finance,Financial Bid opening summary,Jagpal Verma,26-Aug-2025 05:06 PM,finance_1927170.pdf,BOQ Comparative Chart,S E,Internal,E E Astt Actt,Jagpal Verma,22-Aug-2025 07:18 PM,23-Aug-2025 09:00 AM,techsummary_1927170.pdf (529.07 KB),Technical,Technical Bid opening summary,Jagpal Verma,22-Aug-2025 07:13 PM,technical_1927170.pdf,S E,Internal,E E Astt Actt,Jagpal Verma,26-Aug-2025 05:11 PM,finsummary_1927170.pdf (496.33 KB),28-Aug-2025,"INR 5,594,000",120.0,Jagpal Verma,29-Aug-2025 07:47 PM,LOI.pdf (706.00 KB),Rajkiya Anusuchit jati Hostal Laldiggi Repair and Renovation Work Distt Sultanpur,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Ayodhya,2025_SCIDC_1055169_2,526/S E/Ayo/E Tender/Hostal Laldiggi Repair Work/25-26 07.07.2025,Rajkiya Anusuchit jati Hostal Laldiggi Repair and Renovation Work Distt Sultanpur,1.0,5374402.0,M/S YOUVRAJ CONSTRUCTION,INR,"4,606,600",1,5375816,ADISHAKTI INTERPRISES,25-Jul-2025 08:12 PM,Rejected-Finance,not ok,26-Aug-2025 05:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RTGS - RTGS Payment,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5376705,M.N. CONSULTING ASSOCIATES,26-Jul-2025 08:31 AM,Rejected-Finance,not ok,26-Aug-2025 05:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5373700,M/S J S R CONSTRUCTIONS,25-Jul-2025 08:56 AM,Rejected-Technical,not ok,22-Aug-2025 07:18 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5374873,M/S YASH CONSTRUCTION,26-Jul-2025 08:34 AM,Rejected-Finance,not ok,26-Aug-2025 05:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5374402,M/S YOUVRAJ CONSTRUCTION,25-Jul-2025 05:47 PM,Accepted-AOC,ok,29-Aug-2025 07:48 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5375373,PREM ENTERPRISES,25-Jul-2025 06:10 PM,Rejected-Technical,not ok,22-Aug-2025 07:18 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5373770,"PUSHPA MISHRA CONTRACTOR 290K, KASBA KNI, SULTANPUR 228118",25-Jul-2025 09:33 AM,Rejected-Technical,not ok,22-Aug-2025 07:18 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5376046,RAGHUVANSHI MANI SINGH THEKEDAR,25-Jul-2025 09:32 PM,Rejected-AOC,not ok,29-Aug-2025 07:48 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5375303,RAJ CONSTRUCTION,25-Jul-2025 05:56 PM,Rejected-Technical,not ok,22-Aug-2025 07:18 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5359916,YAMRAJ INFRASTRUCTURE,21-Jul-2025 08:23 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Aug-2025 07:13 PM,AOC
