Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1,Fee/PreQual/Technical,.pdf,technical,EERED BASTI,O/O EERED BASTI,1.0,SBI Bank,12-Jul-2025 12:00 PM,18-Jul-2025 12:30 PM,12-Jul-2025 12:00 PM,18-Jul-2025 12:00 PM,12-Jul-2025 12:00 PM ,18-Jul-2025 12:00 PM ,12-Jul-2025 12:00 PM,18-Jul-2025 12:00 PM,28-Jul-2025 12:00 PM,944.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE BASTI,3703/RED/VN-Harriya/2024-25 Dt. 06.03.25,2025_REDUP_1056632_7,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Vikas Khand Dubauliya ke gram turkipur ke bagal pandey mein chakeshwar nath mandir ke pas yatri vishram sthal ka nirman karya,Vikas Khand Dubauliya ke gram turkipur ke bagal pandey mein chakeshwar nath mandir ke pas yatri vishram sthal ka nirman karya,as per sbd ,NA ,"12,98,000",Civil Works,NA ,Tender,90.0,90.0,WORKS,272001.0,NA ,NA ,NA ,O/O EERED BASTI,No ,No,"26,000",No,fixed,,Nil,Nil,AOC,Technical,c,Ankur Verma,18-Jul-2025 03:43 PM,,ER ANKUR VERMA,Internal,ee,Ankur Verma,29-Jul-2025 12:48 PM,finsummary_1922795.pdf (22.04 KB),Finance,c,Ankur Verma,29-Jul-2025 12:27 PM,,BOQ Comparative Chart,ER ANKUR VERMA,Internal,ee,Ankur Verma,25-Jul-2025 12:30 PM,28-Jul-2025 12:00 PM,techsummary_1922795.pdf (3703.69 KB),11-Aug-2025,"INR 1,298,221.24",90.0,Ankur Verma,11-Aug-2025 04:38 PM,7.pdf (22.00 KB),a,1,5350627,SHIVA SINGH CONSTRUCTION,17-Jul-2025 11:39 PM,Rejected-Finance,r,29-Jul-2025 12:48 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE BASTI,2025_REDUP_1056632_7,3703/RED/VN-Harriya/2024-25 Dt. 06.03.25,Vikas Khand Dubauliya ke gram turkipur ke bagal pandey mein chakeshwar nath mandir ke pas yatri vishram sthal ka nirman karya,1.0,5351673.0,yaduraj singh,INR,"1,298,221.24",AOC
2,Finance,.xls,finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5351673,yaduraj singh,17-Jul-2025 10:41 PM,Accepted-AOC,a,11-Aug-2025 04:38 PM,,,,,,,,,,AOC
