S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Name,Address,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1,5425998,M/S SATYAVEER SINGH CONTRACTOR AND SUPPLIER,13-Aug-2025 12:00 PM,Accepted-AOC,Being L1,22-Aug-2025 01:08 PM,1.0,5425998.0,M/S SATYAVEER SINGH CONTRACTOR AND SUPPLIER,INR,"486,859",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,2025_SCIDC_1062288_2,53/EE/SRE/MZN/E-TENDER/2025-26,"Under Sansad Nidhi Yojna (Shri Chandan Chauhan ji, MP) Construction of BOE Soling work from Manoj Thakran Tubewell to Yogendra Nagar Road at Vill. Bhokarhedi Sikri, Muzaffarnagar",29-Aug-2025,"INR 486,859",90.0,Vinod Kumar Kardam,22-Aug-2025 01:07 PM,aoc.pdf (245.00 KB),"AWARD OF CONTRACT for Construction of BOE Soling work from Manoj Thakran Tubewell to Yogendra Nagar Road at Vill. Bhokarhedi Sikri, Muzaffarnagar",Executive Engineer,Internal,"Vinod Kumar Kardam - Executive Engineer, Arun Kumar - Executive Engineer, Mool Chandra - Assistant Account officer",Vinod Kumar Kardam,14-Aug-2025 05:45 PM,18-Aug-2025 10:00 AM,techsummary_1939266.pdf (159.55 KB),Finance,Financial Evaluation Summary,Vinod Kumar Kardam,22-Aug-2025 01:02 PM,finance_1939266.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"Vinod Kumar Kardam - Executive Engineer, Arun Kumar - Executive Engineer, Mool Chandra - Assistant Account officer",Vinod Kumar Kardam,22-Aug-2025 01:04 PM,finsummary_1939266.pdf (159.54 KB),Technical,Technical Evaluation Summary,Vinod Kumar Kardam,14-Aug-2025 05:40 PM,technical_1939266.pdf,AOC,Executive Engineer,"Executive Engineer office Saharanpur - H.No.-36 Surya Nagar, Near State Bank Colony, Delhi RoadSaharanpur",1.0,RTGS - RTGS Payment,"Under Sansad Nidhi Yojna (Shri Chandan Chauhan ji, MP) Construction of BOE Soling work from Manoj Thakran Tubewell to Yogendra Nagar Road at Vill. Bhokarhedi Sikri, Muzaffarnagar","Under Sansad Nidhi Yojna (Shri Chandan Chauhan ji, MP) Construction of BOE Soling work from Manoj Thakran Tubewell to Yogendra Nagar Road at Vill. Bhokarhedi Sikri, Muzaffarnagar",Please refer Tender documents. ,NA ,"4,87,249",Civil Works,NA ,Tender,90.0,90.0,District Muzaffarnagar,251001.0,NA ,NA ,NA ,Executive Engineer office Saharanpur,No ,No,"10,000",No,fixed,,UPSCIDCO,MUZAFFARNAGAR,"1,062",UPSCIDCO,MUZAFFARNAGAR,No,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,53/EE/SRE/MZN/E-TENDER/2025-26,2025_SCIDC_1062288_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,07-Aug-2025 06:30 PM,14-Aug-2025 10:00 AM,07-Aug-2025 06:30 PM,14-Aug-2025 09:00 AM,NA ,NA ,07-Aug-2025 06:30 PM,14-Aug-2025 09:00 AM,18-Aug-2025 10:00 AM,AOC
2,5426704,SUDHESH KUMAR,13-Aug-2025 02:38 PM,Rejected-Finance,Being L2,22-Aug-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,AOC
