Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",01/AEIV/2025-26,2025_UPIDC_1046287_53,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,Assistant Engineer IV,LDSC Lucknow,"3,340",No,fixed,,Nil,Nil,19-Jul-2025 03:00 PM,26-Jul-2025 03:00 PM,19-Jul-2025 03:00 PM,26-Jul-2025 12:00 PM,19-Jul-2025 03:00 PM ,26-Jul-2025 12:00 PM ,19-Jul-2025 03:00 PM,26-Jul-2025 12:00 PM,29-Jul-2025 11:00 AM,"Painting and tiles work in Room no- 108 and 117 at First floor of Sinchai Vikas Bhawan Canal Colony Cant Road, Lucknow. (Lot No.14)","Painting and tiles work in Room no- 108 and 117 at First floor of Sinchai Vikas Bhawan Canal Colony Cant Road, Lucknow. (Lot No.14)",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,30.0,Vikash Bhawan Canal Colony Lucknow,226001.0,NA ,NA ,NA ,canal Colony,No ,No,1,Fee/PreQual/Technical,.pdf,Fee/EMD/Technical,590.0,Nil,Nil,No,AOC,Finance,boq Summary,deena nath maurya,29-Jul-2025 02:35 PM,finance_1927133.pdf,BOQ Comparative Chart,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,29-Jul-2025 02:55 PM,finsummary_1927133.pdf (914.43 KB),1.0,5369770.0,UNIVERSAL ENTERPRISES,INR,"160,960.97",1,5369778,M/S OM CONSTRUCTION,24-Jul-2025 03:19 PM,Rejected-AOC,L2,21-Oct-2025 04:23 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",2025_UPIDC_1046287_53,01/AEIV/2025-26,"Painting and tiles work in Room no- 108 and 117 at First floor of Sinchai Vikas Bhawan Canal Colony Cant Road, Lucknow. (Lot No.14)",D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,28-Jul-2025 01:19 PM,29-Jul-2025 11:00 AM,techsummary_1927133.pdf (914.43 KB),31-Jul-2025,"INR 160,960.97",30.0,deena nath maurya,21-Oct-2025 04:23 PM,agno61.pdf (357.00 KB),AOC,Technical,Summary,deena nath maurya,28-Jul-2025 01:00 PM,technical_1927133.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,AOC,,,,,,,,,,,,,,,,,,2,5369770,UNIVERSAL ENTERPRISES,24-Jul-2025 03:06 PM,Accepted-AOC,L1,21-Oct-2025 04:23 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
