Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-1, Faizabad||XV Circle Irrigation Work, Gonda||SCD-1, gonda",2025_UPIDC_1038746_6,01/EE/2025-26,LOT01,1.0,5236881.0,M/S LAXMI NARAIN CONTRECTOR AND SUPPLIERS,INR,"3,265,703.25",1,5242366,M/S ANIL KUMAR SINGH CONSTRUCTION AND GENERAL ORDER SUPPLIERS,09-Jun-2025 05:50 PM,Rejected-AOC,as per uploaded docs,13-Aug-2025 12:08 PM,13-Aug-2025,"INR 3,265,703.25",180.0,Satish Kumar,13-Aug-2025 12:08 PM,acceptanceTG.pdf (312.00 KB),as per uploaded docs,SATISH KUMAR,Internal,DURGESH GARG,Satish Kumar,02-Jul-2025 02:33 PM,finsummary_1898676.pdf (797.11 KB),Technical,document,Satish Kumar,11-Jun-2025 03:34 PM,technical_1898676.pdf,SATISH KUMAR,Internal,DURGESH GARG,Satish Kumar,11-Jun-2025 03:37 PM,11-Jun-2025 03:40 PM,techsummary_1898676.pdf (429.43 KB),Finance,as per uploaded docs,Satish Kumar,02-Jul-2025 02:26 PM,finance_1898676.pdf,BOQ Comparative Chart,AOC,1.0,Fee/PreQual/Technical,.pdf,tender doc.,1.0,SBI Bank,04-Jun-2025 05:00 PM,10-Jun-2025 11:30 AM,04-Jun-2025 05:00 PM,10-Jun-2025 11:00 AM,NA ,NA ,04-Jun-2025 05:00 PM,10-Jun-2025 11:00 AM,11-Jun-2025 03:40 PM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-1, Faizabad||XV Circle Irrigation Work, Gonda||SCD-1, gonda",01/EE/2025-26,2025_UPIDC_1038746_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,LOT01,Construction of V.R.B. (R.C.C. Box culvert) at Km. 85.595 of Tarabgang Branch.,Please refer Tender documents. ,NA ,"33,57,000",Civil Works,NA ,Tender,90.0,180.0,Gonda,271001.0,NA ,NA ,NA ,Gonda,No ,No,E.E.,"SNK-1, GONDA",854.0,Nil,Nil,No,"67,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,2,5236881,M/S LAXMI NARAIN CONTRECTOR AND SUPPLIERS,09-Jun-2025 05:44 PM,Accepted-AOC,as per uploaded docs,13-Aug-2025 12:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5236870,VIBHAV ENTERPRISES,09-Jun-2025 05:47 PM,Rejected-AOC,as per uploaded docs,13-Aug-2025 12:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
