Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date,Department
2018_UPTCL_234298_1,E-TENDER NO. 85 /E.T.C-II (K)/2018-19,DIVERSION OF 220 KV PANK BHAUTI and 220 KV PANKI CHHIBRAMAU LINE,DIVERSION OF 220 KV PANK BHAUTI and 220 KV PANKI CHHIBRAMAU LINE,Works,Open Tender,Fixed-rate,Electrical Works,No,No,NA ,28-Jul-2018 05:15 PM,NA ,120.0,No ,No,Offline,14-Sep-2018 01:00 PM,"UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TSC) South Central Jhansi||SE ETC-II, Kanpur",Fatehgarh,209601.0,2.0,"30,06,438",Gupta Construction Co.,"3,019,616",Accepted-AOC,2019-10-07,"UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TSC) South Central Jhansi||SE ETC-II, Kanpur"
2019_CEUFZ_381556_32,3424/2A/2018-19 Date 05.09.2019,HAKEEMPUR BARAMADPUR LINK ROAD RAMNAGAR LINK ROAD,AS PER NIT,Works,Open Tender,Fixed-rate,Civil Works,No,No,NA ,18-Sep-2019 09:00 AM,24-Sep-2019 12:00 PM ,90.0,No ,No,Online,01-Oct-2019 12:30 PM,Chief Engineer PWD Faizabad Zone||Sultanpur-Amethi Circle PWD Sultanpur||EE Provincial Division PWD Sultanpur,SULTANPUR,228001.0,1.0,"7,18,000",SHEETALA CONSTRUCTION,"708,926.06",Rejected-Finance,2019-10-30,Chief Engineer PWD Faizabad Zone||Sultanpur-Amethi Circle PWD Sultanpur||EE Provincial Division PWD Sultanpur
2019_CEUFZ_381556_33,3424/2A/2018-19 Date 05.09.2019,MEERPUR PRATAPPUR LINK ROAD,AS PER NIT,Works,Open Tender,Fixed-rate,Civil Works,No,No,NA ,18-Sep-2019 09:00 AM,24-Sep-2019 12:00 PM ,90.0,No ,No,Online,01-Oct-2019 12:30 PM,Chief Engineer PWD Faizabad Zone||Sultanpur-Amethi Circle PWD Sultanpur||EE Provincial Division PWD Sultanpur,SULTANPUR,228001.0,1.0,"3,62,000",M/S JYOTI SINGH,"361,464.18",Rejected-Finance,2019-10-30,Chief Engineer PWD Faizabad Zone||Sultanpur-Amethi Circle PWD Sultanpur||EE Provincial Division PWD Sultanpur
2019_DGMH_364752_1,15779.0,purchase Phal Kit,purchase Phal Kit,Goods,Open Tender,Item Rate,Miscellaneous,No,No,NA ,19-Jul-2019 12:00 PM,NA ,270.0,No ,No,Offline,03-Aug-2019 03:00 PM,Director General Medical Health||Director Central Medical Stores Department||CMO Barabanki,Office of The Chief Medical Officer Barabanki,225001.0,2.0,"15,62,000",AMRITA PRINTERS,"1,036,600",Accepted-AOC,2019-10-04,Director General Medical Health||Director Central Medical Stores Department||CMO Barabanki
2019_DOLBU_376992_1,144/N.P.Siswa/E.Nivida/2019-20 Dt. 27-08-2019,Ward No 6 mei Nahar Ke Puliya Se Sri Krishna Maddheshiya ke ghar hote huye Sri Thakur Jaiswal Ke Ghar tak CC Road and Nali Nirman Karya,Ward No 6 mei Nahar Ke Puliya Se Sri Krishna Maddheshiya ke ghar hote huye Sri Thakur Jaiswal Ke Ghar tak CC Road and Nali Nirman Karya,Works,Open Tender,Percentage,Civil Works,No,No,NA ,30-Aug-2019 04:00 PM,04-Sep-2019 03:00 PM ,90.0,No ,No,Offline,11-Sep-2019 01:00 PM,Directorate of Local Bodies UP||Nagar Panchayat Siswabazar Maharajganj,Siswa Bazar,273163.0,2.0,"33,10,706",M/S MAA AMBEY CONSTRUCTION COMPANY,"3,739,689.93",Not Admitted-Fee/PreQual/Technical,2019-10-17,Directorate of Local Bodies UP||Nagar Panchayat Siswabazar Maharajganj
2019_DOLBU_376992_2,144/N.P.Siswa/E.Nivida/2019-20 Dt. 27-08-2019,Ward No 5 Me Sri Mukharji Ke Ghar Se Uttar Purana Power House Sri Virendra Singh Ke Ghar Hote Huye Sri Murlidhar Agrawal Ke Ghar Tak Pitch Road Ka Nirman Karya,Ward No 5 Me Sri Mukharji Ke Ghar Se Uttar Purana Power House Sri Virendra Singh Ke Ghar Hote Huye Sri Murlidhar Agrawal Ke Ghar Tak Pitch Road Ka Nirman Karya,Works,Open Tender,Percentage,Civil Works,No,No,NA ,30-Aug-2019 04:00 PM,04-Sep-2019 03:00 PM ,90.0,No ,No,Offline,11-Sep-2019 01:00 PM,Directorate of Local Bodies UP||Nagar Panchayat Siswabazar Maharajganj,Siswa Bazar,273163.0,2.0,"27,19,066",M/S MAA AMBEY CONSTRUCTION COMPANY,"3,179,274.4",Not Admitted-Fee/PreQual/Technical,2019-10-17,Directorate of Local Bodies UP||Nagar Panchayat Siswabazar Maharajganj
2019_DOLBU_376992_3,144/N.P.Siswa/E.Nivida/2019-20 Dt. 27-08-2019,Ward No 5 and 12 me Sri Ramnarayan Jaiswal Ke Ghar Se Bank Chouraha Hote Huye Sri Ramchandra Jaiswal ke ghar tak pitch road ka nirman karya,Ward No 5 and 12 me Sri Ramnarayan Jaiswal Ke Ghar Se Bank Chouraha Hote Huye Sri Ramchandra Jaiswal ke ghar tak pitch road ka nirman karya,Works,Open Tender,Percentage,Civil Works,No,No,NA ,30-Aug-2019 04:00 PM,04-Sep-2019 03:00 PM ,90.0,No ,No,Offline,11-Sep-2019 01:00 PM,Directorate of Local Bodies UP||Nagar Panchayat Siswabazar Maharajganj,Siswa Bazar,273163.0,2.0,"19,03,425",M/S MAA AMBEY CONSTRUCTION COMPANY,"2,149,793.71",Not Admitted-Fee/PreQual/Technical,2019-10-17,Directorate of Local Bodies UP||Nagar Panchayat Siswabazar Maharajganj
2019_DOLBU_376992_4,144/N.P.Siswa/E.Nivida/2019-20 Dt. 27-08-2019,Ward No 9 Me Dr Mahesh Singh ke ghar se paschim taraf sushil maddheshiya ke ghar hote huye boundrywall tak road and RCC Nali Nirman karya,Ward No 9 Me Dr Mahesh Singh ke ghar se paschim taraf sushil maddheshiya ke ghar hote huye boundrywall tak road and RCC Nali Nirman karya,Works,Open Tender,Percentage,Civil Works,No,No,NA ,30-Aug-2019 04:00 PM,04-Sep-2019 09:00 AM ,90.0,No ,No,Offline,11-Sep-2019 01:00 PM,Directorate of Local Bodies UP||Nagar Panchayat Siswabazar Maharajganj,Siswa Bazar,273163.0,2.0,"9,10,129",GYANENDRA KUMAR YADAV,"1,027,023.95",Accepted-AOC,2019-10-10,Directorate of Local Bodies UP||Nagar Panchayat Siswabazar Maharajganj
2019_DOLBU_376992_5,144/N.P.Siswa/E.Nivida/2019-20 Dt. 27-08-2019,Ward No 01 Jaini Chhapra Mei Rajkumar Ke Ghar Se Arjun Lohar ke Ghar Tak RCC Nali Nirman Karya,Ward No 01 Jaini Chhapra Mei Rajkumar Ke Ghar Se Arjun Lohar ke Ghar Tak RCC Nali Nirman Karya,Works,Open Tender,Percentage,Civil Works,No,No,NA ,30-Aug-2019 04:00 PM,04-Sep-2019 03:00 PM ,90.0,No ,No,Offline,11-Sep-2019 01:00 PM,Directorate of Local Bodies UP||Nagar Panchayat Siswabazar Maharajganj,Siswa Bazar,273163.0,2.0,"3,00,580",M/S MAA AMBEY CONSTRUCTION COMPANY,"339,333.15",Rejected-Technical,2019-10-17,Directorate of Local Bodies UP||Nagar Panchayat Siswabazar Maharajganj
2019_MVVNL_393907_1,T-86/EUDCB/2019-20,T-86/EUDCB/2019-20,"For the work of Giving new connection of 150 KW HV-1 to M/s Reliance Corporate IT Park C/o Shri Rajnish Srivastva S/o Shri R.N. Srivastava at Pilibhit Eoad , Satipur Churaha , Bareilly under Deposited fund -2019-20 under EUDD-IV, Bareilly",Works,Open Tender,Item Rate,Electrical Works,No,No,NA ,19-Oct-2019 10:00 AM,NA ,120.0,No ,No,Offline,24-Oct-2019 01:30 PM,Madhyanchal Vidyut Vitran Nigam Ltd||C E - BAREILLY ZONE||S E - Bareilly (Urban),EE EUDD-IV BAREILLY,243001.0,3.0,"1,65,000",PL ENTERPRISES,"164,500",Rejected-AOC,2019-10-30,Madhyanchal Vidyut Vitran Nigam Ltd||C E - BAREILLY ZONE||S E - Bareilly (Urban)
