Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date,Department
2024_UPRNS_899311_1,873/E.E./VARANASI-1/2023-24,WOOD AND BUILDING PAINTING WORK AT RTO OFFICE DISTRICT VARANASI (U.P.),,,,,,,,,,,,,,,,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II,,,,,,"792,682.8",,2024-02-27,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II
2024_UPRNS_899327_1,872/E.E./VARANASI-1/2023-24,"BUILDING, WINDOWS AND CAMPUS WALL RENOVATION WORK AT RTO OFFICE DISTRICT VARANASI (U.P.)",,,,,,,,,,,,,,,,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II,,,,,,"812,674.8",,2024-02-27,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II
2024_UPRNS_901196_1,663/E-NIVIDA/VARANASI-II/23-24,"Construction of Multipurpose Hall, At Rajkiya Balika Inter College Gangauli, District Ghazipur, U.P.",,,,,,,,,,,,,,,,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II,,,,,,"3,606,278.6",,2024-02-29,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II
2024_UPTCL_888470_1,E- Tender No- 09- ETDS- 2023-24,WORK,,,,,,,,,,,,,,,,UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TC)  Lucknow||SE ETC Sultanpur||EE ETD Sultanpur,,,,,,"79,600",,2024-02-22,UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TC)  Lucknow||SE ETC Sultanpur||EE ETD Sultanpur
2024_UPTCL_888470_1,E- Tender No- 09- ETDS- 2023-24,WORK,,,,,,,,,,,,,,,,UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TC)  Lucknow||SE ETC Sultanpur||EE ETD Sultanpur,,,,,,"79,600",,2024-02-22,UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TC)  Lucknow||SE ETC Sultanpur||EE ETD Sultanpur
2024_UPIDM_886995_3,18/EE/MMLCD/VNS/2023-24,"Construction of Ramp and Stair at head of Baira East Pump Canal including all cost of material (excluding Cement and brick ), labour, T and P used complete in all respects as per drawing provided by department. as directed by Engineer in Charge.",,,,,,,,,,,,,,,,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Varanasi||Executive Engineer (MLCD) Varanasi,,,,,,"565,552",,2024-02-21,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Varanasi||Executive Engineer (MLCD) Varanasi
2024_UPIDM_886995_4,18/EE/MMLCD/VNS/2023-24,"Strenthaning of Main canal by New Brick Lining in main Canal between 0.300 Km to 0.600 Km at Baira West Pump Canal  including all cost of material, (excluding Cement and Brick ) labour, T and P used, Complete in all respect as per drawing provided by",,,,,,,,,,,,,,,,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Varanasi||Executive Engineer (MLCD) Varanasi,,,,,,"393,873",,2024-02-23,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Varanasi||Executive Engineer (MLCD) Varanasi
2024_UPIDM_886995_6,18/EE/MMLCD/VNS/2023-24,"Strenthaning of Benrajawaha ( Left Side of Regulator) by New Brick Lining in main Canal between 0.050 Km to 0.250 Km at Halua Pump Canal  including all cost of material, (excluding Cement and Brick ) labour, T and P used, Complete in all respect as p",,,,,,,,,,,,,,,,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Varanasi||Executive Engineer (MLCD) Varanasi,,,,,,"421,780",,2024-02-20,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Varanasi||Executive Engineer (MLCD) Varanasi
2024_UPIDM_886995_7,18/EE/MMLCD/VNS/2023-24,"Construction of Ramp and Stair at Slope Bank of Halua Pump Canal including all cost of material (excluding Cement ), labour, T and P used complete in all respects as per drawing provided by department. as directed by Engineer in Charge.",,,,,,,,,,,,,,,,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Varanasi||Executive Engineer (MLCD) Varanasi,,,,,,"598,056",,2024-02-20,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Varanasi||Executive Engineer (MLCD) Varanasi
2024_UPIDM_887405_1,07/WM/IWDB/2023-24 LOT04,"Manufacturing /casting and providing of Nut, Housing  and handle (as per BOQ and drawing) F.O.R. at Irrigation Work Shop Division Bareilly.",,,,,,,,,,,,,,,,U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E  Irrigation Workshop Circle - I Kanpur||W M Irrigation Workshop Division - Bareilly,,,,,,"1,689,600",,2024-02-27,U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E  Irrigation Workshop Circle - I Kanpur||W M Irrigation Workshop Division - Bareilly
2024_UPIDM_887405_1,07/WM/IWDB/2023-24 LOT04,"Manufacturing /casting and providing of Nut, Housing  and handle (as per BOQ and drawing) F.O.R. at Irrigation Work Shop Division Bareilly.",,,,,,,,,,,,,,,,U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E  Irrigation Workshop Circle - I Kanpur||W M Irrigation Workshop Division - Bareilly,,,,,,"1,689,600",,2024-02-27,U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E  Irrigation Workshop Circle - I Kanpur||W M Irrigation Workshop Division - Bareilly
2024_UPIDM_887427_1,07/WM/IWDB/2023-24 LOT05,"Dismantling of old existing Gate, Erection of new gate of Gomati barrage",,,,,,,,,,,,,,,,U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E  Irrigation Workshop Circle - I Kanpur||W M Irrigation Workshop Division - Bareilly,,,,,,"2,223,000",,2024-02-27,U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E  Irrigation Workshop Circle - I Kanpur||W M Irrigation Workshop Division - Bareilly
