Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date,Department
2019_CEDPW_388674_3,2672(1)/8 Kam e_Tendering/2019-20 Dated 21-09-2019,"Construction of Bhitthi Gaon to Gaddipurwa Kadari link road Km. 1, 2 Under Unconnected Habitation in Distt. Shrawasti",,,,,,,,,,,,,,,,Chief Engineer Devipatan (Gonda) Zone PWD Gonda||SE Bahraich - Shravasti Circle PWD Bahraich,,,,,,"8,711,408",,2020-01-13,Chief Engineer Devipatan (Gonda) Zone PWD Gonda||SE Bahraich - Shravasti Circle PWD Bahraich
2019_CEDPW_388674_3,2672(1)/8 Kam e_Tendering/2019-20 Dated 21-09-2019,"Construction of Bhitthi Gaon to Gaddipurwa Kadari link road Km. 1, 2 Under Unconnected Habitation in Distt. Shrawasti",,,,,,,,,,,,,,,,Chief Engineer Devipatan (Gonda) Zone PWD Gonda||SE Bahraich - Shravasti Circle PWD Bahraich,,,,,,"8,711,408",,2020-01-13,Chief Engineer Devipatan (Gonda) Zone PWD Gonda||SE Bahraich - Shravasti Circle PWD Bahraich
2019_CEDPW_388674_3,2672(1)/8 Kam e_Tendering/2019-20 Dated 21-09-2019,"Construction of Bhitthi Gaon to Gaddipurwa Kadari link road Km. 1, 2 Under Unconnected Habitation in Distt. Shrawasti",,,,,,,,,,,,,,,,Chief Engineer Devipatan (Gonda) Zone PWD Gonda||SE Bahraich - Shravasti Circle PWD Bahraich,,,,,,"8,711,408",,2020-01-13,Chief Engineer Devipatan (Gonda) Zone PWD Gonda||SE Bahraich - Shravasti Circle PWD Bahraich
2015_GNIDA_15927_6,GM/PLNG/HORT/15/256 DATED 23.06.2015,"Maintenance of old landscaping works around Administrative Building between central circle and boundary wall in G.B. University for one year, Greater Noida","Maintenance of old landscaping works around Administrative Building between central circle and boundary wall in G.B. University for one year, Greater Noida",Works,Open Tender,Fixed-rate,Miscellaneous Works,No,No,NA ,30-Jun-2015 09:00 AM,NA ,90.0,No ,No,Offline,14-Jul-2015 11:00 AM,Greater Noida Industrial Development Authority,GREATER NOIDA,201308.0,2.0,"18,21,497",Aadesh Government Contractor,"1,804,192.72",Accepted-AOC,2020-01-08,Greater Noida Industrial Development Authority
2015_GNIDA_17091_20,GM/PLNG/HORT/15/357 DATED 24.07.2015,"Construction of Hut and pathway in park (Block-A and C) at sector Xu-III, Greater Noida","Construction of Hut and pathway in park (Block-A and C) at sector Xu-III, Greater Noida",Works,Open Tender,Fixed-rate,Miscellaneous Works,No,No,NA ,05-Aug-2015 09:00 AM,NA ,90.0,No ,No,Offline,19-Aug-2015 11:00 AM,Greater Noida Industrial Development Authority,GREATER NOIDA,201308.0,2.0,"47,43,835",M/S ASHIRWAD CONSTRUCTION,"3,792,696.43",Rejected-Finance,2020-01-07,Greater Noida Industrial Development Authority
2015_GNIDA_21822_8,GM/PLNG/HORT/15/786-787 DATED 10.12.2015,"Construction of boundary wall of green belt along 24 Mtr wide road at Block-G and repairing and painting of wall of internal green belt at sector Gamma-II, Greater Noida","Construction of boundary wall of green belt along 24 Mtr wide road at Block-G and repairing and painting of wall of internal green belt at sector Gamma-II, Greater Noida",Works,Open Tender,Fixed-rate,Miscellaneous Works,No,No,NA ,16-Dec-2015 09:00 AM,NA ,90.0,No ,No,Offline,30-Dec-2015 11:00 AM,Greater Noida Industrial Development Authority,GREATER NOIDA,201308.0,2.0,"9,03,797",M/S SHIV MAHIMA CONSTRUCTION,"576,170.39",Rejected-Finance,2020-01-08,Greater Noida Industrial Development Authority
2016_GNIDA_35869_11,GM/PLNG/HORT/2016/2126-2127 DATED 11.11.2016,Plantation of trees and shrubs along both side service road of 60M wide link road to NH-24 from Balak Inter College to Bisrakh Hanuman Mandir and balance part at service road upto 130M x 60M junction with one year maintenance,Plantation of trees and shrubs along both side service road of 60M wide link road to NH-24 from Balak Inter College to Bisrakh Hanuman Mandir and balance part at service road upto 130M x 60M junction with one year maintenance,Works,Open Tender,Fixed-rate,Miscellaneous Works,No,No,NA ,18-Nov-2016 09:00 AM,NA ,90.0,No ,No,Offline,01-Dec-2016 11:00 AM,Greater Noida Industrial Development Authority,GREATER NOIDA,201308.0,2.0,"28,57,321",M/S MANOJ CONSTRUCTION CO,"2,031,555.02",Rejected-Finance,2020-01-08,Greater Noida Industrial Development Authority
2016_GNIDA_35869_6,GM/PLNG/HORT/2016/2126-2127 DATED 11.11.2016,"Construction of boundary wall of internal green belt in Block-C opposite of Village Abadi at sector Sigma-II, Greater Noida","Construction of boundary wall of internal green belt in Block-C opposite of Village Abadi at sector Sigma-II, Greater Noida",Works,Open Tender,Fixed-rate,Miscellaneous Works,No,No,NA ,17-Nov-2016 09:00 AM,NA ,90.0,No ,No,Offline,30-Nov-2016 11:00 AM,Greater Noida Industrial Development Authority,GREATER NOIDA,201308.0,2.0,"21,87,548",M/S NARENDRA KUMAR,"1,672,598.84",Rejected-Finance,2020-01-08,Greater Noida Industrial Development Authority
2017_DVVNL_125178_1,140/EDC(M)2017-18,Providing Cash Collection Van,"Providing Cash Van/Mobile Cash Counter as per following specification, under E.D.S.D.-Farah, E.D.D.-Ist, Mathura",Works,Open Tender,Item Rate,Electrical Works,No,No,NA ,16-Dec-2017 12:00 PM,NA ,180.0,No ,No,Offline,28-Dec-2017 02:00 PM,Dakshinanchal Vidyut Vitran Nigam Ltd.,Mathura,281001.0,2.0,"15,00,000",Shri Krishna Construction Company,"1,485,000",Rejected-Finance,2020-01-29,Dakshinanchal Vidyut Vitran Nigam Ltd.
2017_DVVNL_125239_1,141/EDC(M)/2017-18,Providing Cash Collection Van,"Providing Cash Van/Mobile Cash Counter as per following specification, under E.D.S.D.-Baldev, E.D.D.-Ist, Mathura",Works,Open Tender,Item Rate,Electrical Works,No,No,NA ,16-Dec-2025 07:33 PM,NA ,180.0,No ,No,Offline,28-Dec-2017 02:00 PM,Dakshinanchal Vidyut Vitran Nigam Ltd.,Mathura,281001.0,2.0,"15,00,000",Shri Krishna Construction Company,"1,485,000",Rejected-Finance,2020-01-28,Dakshinanchal Vidyut Vitran Nigam Ltd.
