Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date,Department
2024_GDAUP_940589_1,653/Horticulture/2024 Date 16-07-2024 (S.n.-3),Horticulture development and one year maintenance of 03 nos park at Pocket-D Madhuban Bapudam Yojna.,,,,,,,,,,,,,,,,Ghaziabad Development Authority,,,,,,"1,303,184.74",,2025-01-01,Ghaziabad Development Authority
2024_DOLBU_968523_1,TS/257/NNN/T.N/2023-24,RFP for Establishment of Community and Web Radio Station,,,,,,,,,,,,,,,,Directorate of Local Bodies UP,,,,,,"4,794,086",,2025-01-10,Directorate of Local Bodies UP
2024_DOLBU_966665_1,TC/223/NNN/TN/2024-25,REQUEST FOR PROPOSAL for Selection of Consulting Firm for setting up Project Management Unit,,,,,,,,,,,,,,,,Directorate of Local Bodies UP,,,,,,"61,800,000",,2025-01-01,Directorate of Local Bodies UP
<NA>,,sr work of jasarana auncha road to nagla durjan road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-13,
<NA>,,sr work ghiror kurawali road to madhan gopal ki madhaiya road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-13,
<NA>,,sr work of shikohabad mainpuri ghiror to nahili road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-28,
<NA>,,sr work of shikohabad mainpuri ghiror to nahili road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-28,
<NA>,,Special Repair work of Farah Parkham to Nagla Chandrabhan road in Distt. Mathura,,,,,,,,,,,,,,,,,,,,,,,,2025-01-21,
<NA>,,Special Repair work of Pitamgarh link road in Distt. Mathura,,,,,,,,,,,,,,,,,,,,,,,,2025-01-20,
<NA>,,Special Repair work of Kanchanpura link road in Distt. Mathura,,,,,,,,,,,,,,,,,,,,,,,,2025-01-31,
<NA>,,Special Repair work of PBMB to Chimla Road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-20,
<NA>,,Special Repair work of Sureer Sikandarpur to Bhagat Nagariya Road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-28,
<NA>,,Renuwal Work at Eka Etah Road to Ninawali Gadia Prasadpur Nagla Ramia Road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-28,
<NA>,,"Renewal work with PC on Parkham main road to Andar tak road (VR) KM 1 (455), 2 (265) in Distt. Mathura",,,,,,,,,,,,,,,,,,,,,,,,2025-01-30,
<NA>,,"Renewal work with PC on Shahapur to Jhandipur road (VR) KM 1, 2, 3 (200) in Distt. Mathura",,,,,,,,,,,,,,,,,,,,,,,,2025-01-30,
<NA>,,Special Repair work of Rajsthan Seem to Sancholi road in Distt. Mathura,,,,,,,,,,,,,,,,,,,,,,,,2025-01-22,
<NA>,,Construction of Prayagraj district to Rajapur Om Nagar in D Yadavs house to Mandakini Mishras house in Mohan Thakurs house,,,,,,,,,,,,,,,,,,,,,,,,2025-01-10,
<NA>,,Construction of Prayagraj district to Rajapur Om Nagar in D Yadavs house to Mandakini Mishras house in Mohan Thakurs house,,,,,,,,,,,,,,,,,,,,,,,,2025-01-10,
<NA>,,Patch repair work in VR various roads under AE-II work area.,,,,,,,,,,,,,,,,,,,,,,,,2025-01-15,
<NA>,,Road Signage work of Bindki Guneer road ODR,,,,,,,,,,,,,,,,,,,,,,,,2025-01-15,
<NA>,,Renewal of Kohandaur Chandauka Road KM3 To Manikanth Link Road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-13,
<NA>,,Renewal of Patti Raja Bazar Road KM5 To Fatehpur Patel Basti Link Road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-13,
<NA>,,Renewal of Kohandaur Chandauka Road KM3 To Manikanth Link Road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-13,
<NA>,,Renewal of Patti Raja Bazar Road KM5 To Fatehpur Patel Basti Link Road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-31,
<NA>,,Renewal of Kansha Patti Mahdaha Bela Chanda Link Road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-31,
<NA>,,Renewal of Bela Link Road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-31,
<NA>,,Renewal of Pura Link Road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-31,
<NA>,,Renewal of Didhuie Varikala Road KM3 To Dindhuie Chauhan Basti Link Road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-31,
<NA>,,Renewal of Rampur Bela To Kalhuganj Kansha Patti Link Road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-31,
<NA>,,Renewal of Patti Raja Bazar Road KM5 To Fatehpur Patel Basti Link Road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-31,
<NA>,,Renewal of Sarshikash Road ka Pura bhaag Link Road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-31,
<NA>,,Renewal of Pure Bansidhar Link Road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-31,
<NA>,,Renewal of Naudera Jagatpur Bhojemau Kailideeh Link Road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-31,
<NA>,,Renewal of Silaudhi Mukya Basti Link Road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-31,
<NA>,,Renewal of Silaudhi Mukya Basti Link Road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-31,
<NA>,,Renewal of Sultanpur Damdam To Sultanpur Saroj Basti Link Road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-31,
<NA>,,Renewal of Sadhopur Link Road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-31,
<NA>,,Renewal of Sadhopur Link Road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-31,
<NA>,,Renewal of Sadhopur Link Road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-31,
<NA>,,Renewal of Fatanpur Beerapur To Bashiraha Pashiyan Basti Link Road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-31,
<NA>,,Renewal of Sadhopur Link Road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-31,
<NA>,,Renewal of Sadhopur Link Road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-31,
<NA>,,Renewal with general repair work of Tonaha to purva to Dhavada Jayanti ka purva link road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-22,
<NA>,,Renewal with General Repair of Sakadha to Sapah link road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-28,
<NA>,,Renewal with general repair of Ashokpur saeganj road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-22,
<NA>,,Renewal with General Repair of Sakadha to Sapah link road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-22,
<NA>,,Renewal with General Repair of Khapara Khanderva to Sikandarpur Aaema road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-28,
<NA>,,Renewal with general repair of Mooratganj to Naugira link road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-28,
<NA>,,Renewal with General Repair of Patti Parvejabad to Lalpur road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-22,
<NA>,,Renewal with general repair of Ashokpur saeganj road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-22,
<NA>,,Renewal with General Repair of Chayal Jalalpur Sana road to Harduva hote hue Ramdayal road se Bhikhari ka purva road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-22,
<NA>,,Renewal with General Repair of Chhota Naugeera road to Bada Naugeera road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-22,
<NA>,,Renewal with General Repair of Chayal Jalalpur Sana road to Harduva hote hue Ramdayal road se Bhikhari ka purva road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-23,
<NA>,,Renewal with General Repair of GT road KM-164 to Chhoti Dhanni,,,,,,,,,,,,,,,,,,,,,,,,2025-01-23,
<NA>,,Renewal with General Repair of GT road KM-164 to Chhoti Dhanni,,,,,,,,,,,,,,,,,,,,,,,,2025-01-23,
<NA>,,Renewal with General Repair of Bheetee school to Railway line,,,,,,,,,,,,,,,,,,,,,,,,2025-01-23,
<NA>,,Renewal with General Repair of Charava lepit Satah to Meeran road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-23,
<NA>,,Renewal with General Repair of Chayal Jalalpur Sana road to Harduva hote hue Ramdayal road se Bhikhari ka purva road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-23,
<NA>,,Renewal with General Repair of Charava lepit Satah to Meeran road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-23,
<NA>,,Renewal with General Repair of Chak Aaema Link road,,,,,,,,,,,,,,,,,,,,,,,,2025-01-23,
<NA>,,Renewal with General Repair of Baleepur Tata road to KM-4 Tyubevel to Shukln Purva,,,,,,,,,,,,,,,,,,,,,,,,2025-01-23,
