Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department,year_month
2024_UPIDC_902230_1,11/EE/2023-24,"Providing and Fixing Outlet in Akodhi Dy. Between Km 8.200 to km 14.520, Barauli Mr. Between Km 0.000 to km 2.685, BHOGANIPUR Dy. Between Km 17.600 to km 24.390 , NONAPUR MR. Between Km 0.000 to km 3.800, Sijaur Mr. Between Km 0.000 to km 3.600, SIKA","Providing and Fixing Outlet in Akodhi Dy. Between Km 8.200 to km 14.520, Barauli Mr. Between Km 0.000 to km 2.685, BHOGANIPUR Dy. Between Km 17.600 to km 24.390 , NONAPUR MR. Between Km 0.000 to km 3.800, Sijaur Mr. Between Km 0.000 to km 3.600, SIKA",Works,Open Tender,Item Rate,Civil Works,No,No,NA ,22-Feb-2024 11:00 AM,NA ,90.0,No ,No,Online,28-Feb-2024 02:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||BDLGC, etawah",Etawah,206001.0,2.0,"32,00,000",M/S BHAGWATI TRADERS,"2,831,590.422",Accepted-AOC,12-Mar-2024,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||BDLGC, etawah",unknown
2024_UPIDC_902230_2,11/EE/2023-24,"Providing and Fixing Outlet in ATWA Dy. Between Km 4.800 to km 10.100, BAROUR Dy. Between Km 4.800 to km 10.800, GOPALPUR MR. Between Km 0.000 to km 3.200 and MAWAR MR. Between Km 0.000 to km 3.100 in Kanpur Dehat","Providing and Fixing Outlet in ATWA Dy. Between Km 4.800 to km 10.100, BAROUR Dy. Between Km 4.800 to km 10.800, GOPALPUR MR. Between Km 0.000 to km 3.200 and MAWAR MR. Between Km 0.000 to km 3.100 in Kanpur Dehat",Works,Open Tender,Item Rate,Civil Works,No,No,NA ,22-Feb-2024 11:00 AM,NA ,90.0,No ,No,Online,28-Feb-2024 02:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||BDLGC, etawah",Etawah,206001.0,2.0,"22,00,000",OM SHIV ENTERPRISES,"2,173,690",Accepted-AOC,06-Mar-2024,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||BDLGC, etawah",unknown
2024_UPIDC_902230_3,11/EE/2023-24,Providing and Fixing Boundry Piller in Bismarak Dy. and Mr. in Kanpur Dehat,Providing and Fixing Boundry Piller in Bismarak Dy. and Mr. in Kanpur Dehat,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,22-Feb-2024 11:00 AM,NA ,90.0,No ,No,Online,28-Feb-2024 02:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||BDLGC, etawah",Etawah,206001.0,2.0,"6,80,000",OM SHIV ENTERPRISES,"674,000",Not Admitted-Fee/PreQual/Technical,06-Mar-2024,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||BDLGC, etawah",unknown
2024_UPIDC_902641_1,06/SE/2023-24,Work of construction of studs for the protection of village Bairagipur and Dabkaha and others located on the right bank of Sharda river under Tehsil Biswa in Sitapur district from the erosion of Sharda river. (Lot-1),Work of construction of studs for the protection of village Bairagipur and Dabkaha and others located on the right bank of Sharda river under Tehsil Biswa in Sitapur district from the erosion of Sharda river. (Lot-1),Works,Open Tender,Item Wise,Civil Works,No,No,NA ,23-Feb-2024 10:00 AM,23-Feb-2024 10:00 AM ,90.0,No ,No,Online,05-Mar-2024 02:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur",Sitapur,261001.0,2.0,"4,40,52,000",M/S SRI RAJ BAHADUR SINGH,"24,863,090.42",Rejected-Finance,14-Mar-2024,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur",unknown
2024_UPIDC_902641_2,06/SE/2023-24,Strengthening work of Bhainsar Dhai Ghat embankment located on the left bank of river Ganga in Tehsil-Kalan under Shahjahapur district from km 0.000 to km 14.560 (Lot-2),Strengthening work of Bhainsar Dhai Ghat embankment located on the left bank of river Ganga in Tehsil-Kalan under Shahjahapur district from km 0.000 to km 14.560 (Lot-2),Works,Open Tender,Item Wise,Civil Works,No,No,NA ,23-Feb-2024 10:00 AM,23-Feb-2024 10:00 AM ,90.0,No ,No,Online,05-Mar-2024 02:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur",Shahjahanpur,242001.0,2.0,"3,25,55,000",SHRI MAHRAJ JI CONSTRUCTION,"20,497,709.2",Rejected-Finance,15-Mar-2024,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur",unknown
2024_UPIDC_903435_1,05/EE/I.D.I. Karwi/2023-24,Construction of Precast R.C. Ready made Boundary wall with precast Cement Concrete Wall post at Lauri Inspection House Chitrakoot Lot 1.,Construction of Precast R.C. Ready made Boundary wall with precast Cement Concrete Wall post at Lauri Inspection House Chitrakoot Lot 1.,Works,Open Tender,Item Wise,Civil Works,No,No,NA ,23-Feb-2024 02:00 PM,NA ,90.0,No ,No,Online,01-Mar-2024 04:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||Irrigation Works Circle, Banda||ID-1, karvi",Mau,210205.0,2.0,"19,47,000",M/s M.K. CONTRECTOR,"1,235,302.567",Accepted-AOC,13-Mar-2024,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||Irrigation Works Circle, Banda||ID-1, karvi",unknown
2024_UPIDC_903513_1,05/EE/I.D.I. Karwi/2023-24,"Construction of Precast R.C. Ready made Boundary wall with precast Cement Concrete Wall post at Bamburi Inspection House, Chitrakoot Lot 2","Construction of Precast R.C. Ready made Boundary wall with precast Cement Concrete Wall post at Bamburi Inspection House, Chitrakoot Lot 2",Works,Open Tender,Item Wise,Civil Works,No,No,NA ,23-Feb-2024 03:00 PM,NA ,90.0,No ,No,Online,01-Mar-2024 04:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||Irrigation Works Circle, Banda||ID-1, karvi",Mau,210205.0,2.0,"16,49,000",M/s M.K. CONTRECTOR,"1,047,505.692",Accepted-AOC,13-Mar-2024,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||Irrigation Works Circle, Banda||ID-1, karvi",unknown
2024_UPIDC_903644_1,05/EE/I.D.I. Karwi/2023-24,Restoration of Amwa Minor from km. 0.000 to km. 1.600 in Distt. Chitrakoot Lot 3.,Restoration of Amwa Minor from km. 0.000 to km. 1.600 in Distt. Chitrakoot Lot 3.,Works,Open Tender,Item Wise,Civil Works,No,No,NA ,23-Feb-2024 03:10 PM,NA ,90.0,No ,No,Online,01-Mar-2024 04:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||Irrigation Works Circle, Banda||ID-1, karvi",Mau,210205.0,2.0,"9,82,000",M/s M.K. CONTRECTOR,"589,897.91",Accepted-AOC,13-Mar-2024,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||Irrigation Works Circle, Banda||ID-1, karvi",unknown
2024_UPIDC_903982_1,Tender Notice No. 15/EE/2023-24,"Tender Notice No. 15/EE/2023-24, Lot No. 01","Painting of piers 10,11,12,13,14 and both Abutment and spillway girder slab base 1,2,3,10,11,12,13,14 and 15 at Obra Dam.",Works,Open Tender,Item Wise,Civil Works,No,No,NA ,24-Feb-2024 10:00 AM,NA ,90.0,No ,No,Online,05-Mar-2024 03:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Obra(Sonbhadra)||ODD, obra",Obra Sonebhadra,231219.0,2.0,,M/s Sahil Enterprises,"1,824,049.3",Not Admitted-Fee/PreQual/Technical,13-Mar-2024,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Obra(Sonbhadra)||ODD, obra",unknown
2024_UPIDC_904049_1,Tender Notice No. 16/EE/2023-24,"Tender Notice No. 16/EE/2023-24, Lot No. 01",Repairing and pre mix carpeting with hot mix plant of road from observatory post to police line tiraha and police line tiraha to power house of obra dam.,Works,Open Tender,Item Wise,Civil Works,No,No,NA ,24-Feb-2024 10:00 AM,NA ,90.0,No ,No,Online,06-Mar-2024 03:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Obra(Sonbhadra)||ODD, obra",Obra Sonebhadra,231219.0,2.0,,M/S INDRAJEET SINGH,"1,829,360",Rejected-AOC,15-Mar-2024,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Obra(Sonbhadra)||ODD, obra",unknown
