Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department
2025_YEIDA_1062773_15,YEA/GM(PROJECT)/2025/397 DT-01/08/2025,Providing and laying water supply system for industrial sector -29(part-B) Yeida . WC-04,Providing and laying water supply system for industrial sector -29(part-B) Yeida . WC-04,Works,Open Tender,Fixed-rate,Civil Works,No,No,NA ,06-Aug-2025 06:55 PM,NA ,90.0,No ,No,Online,21-Aug-2025 11:00 AM,Yamuna Expressway Industrial Development Authority,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,2.0,"5,73,81,365",H.P. BUILDERS PRIVATE LIMITED,"49,330,760.11",Accepted-AOC,10-Sep-2025,Yamuna Expressway Industrial Development Authority
2025_UPPRC_1003675_2,13/GM-4/UPPCL/2024-25 Dated 03-02-2025,TOURISM DEVELOPMENT WORKS OF HANUMAN GARHI TEMPLE AT VILLAGE MANGA GARHI IN DISTRICT- HATHRAS. (U.P.),TOURISM DEVELOPMENT WORKS OF HANUMAN GARHI TEMPLE AT VILLAGE MANGA GARHI IN DISTRICT- HATHRAS. (U.P.),Works,Open Tender,Percentage,Miscellaneous Works,No,No,NA ,07-Feb-2025 06:00 PM,11-Feb-2025 11:00 AM ,90.0,No ,No,Offline,18-Feb-2025 03:00 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,Village Manga Garhi Hathras,204101.0,2.0,"56,49,690",M/S SURYA BUILDERS,"5,584,719.4",Accepted-AOC,13-Mar-2025,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra
2025_UPPRC_1012142_2,20/GM-4/UPPCL/2024-25 Dated 25-02-2025,Reconstruction of Bus Station Kagarol in District-Agra (U.P.),Reconstruction of Bus Station Kagarol in District-Agra (U.P.),Works,Open Tender,Percentage,Civil Works - Buildings,No,No,NA ,01-Mar-2025 09:00 AM,04-Mar-2025 11:00 AM ,90.0,No ,No,Offline,11-Mar-2025 03:00 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,Kagarol Agra,253119.0,2.0,"1,41,39,480",M/S MITTAL CONSTRUCTION CO.,"13,219,000.78",Rejected-Finance,08-May-2025,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra
2025_UPPRC_1029643_1,04/GM-4/UPPCL/2025-26 Dated 16-04-2025,TOURISM DEVELOPMENT WORK OF VIDHAN SABHA BARAULI BLOCK CHANDOS AT BHOJTAAL IN DISTRICT- ALIGARH (U.P.),TOURISM DEVELOPMENT WORK OF VIDHAN SABHA BARAULI BLOCK CHANDOS AT BHOJTAAL IN DISTRICT- ALIGARH (U.P.),Works,Open Tender,Percentage,Civil Works - Buildings,No,No,NA ,17-Apr-2025 06:55 PM,19-Apr-2025 11:00 AM ,90.0,No ,No,Offline,29-Apr-2025 03:00 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,Bhojtal Aligarh,282001.0,2.0,"93,92,430",JAI AMBEY CONSTRUCTION AND SUPPLIERS,"9,316,351.4",Accepted-AOC,05-May-2025,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra
2025_UPPRC_1035968_4,05/GM-4/UPPCL/2025-26 Dated 01-05-2025,"ADDITIONAL CONSTRUCTION OF HALL IN EMERGENCY BUILDING, OPD BUILDING AND FALSE CEILING WORK IN SURGERY DEPARTMENT AT S.N. MEDICAL COLLAGE, AGRA (U.P)","ADDITIONAL CONSTRUCTION OF HALL IN EMERGENCY BUILDING, OPD BUILDING AND FALSE CEILING WORK IN SURGERY DEPARTMENT AT S.N. MEDICAL COLLAGE, AGRA (U.P)",Works,Open Tender,Percentage,Civil Works - Buildings,No,No,NA ,12-Apr-2025 05:40 PM,NA ,90.0,No ,No,Offline,25-May-2026 05:59 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,S.N Medical College Agra,282005.0,2.0,"77,24,339",KRISHANGINI ENTERPRISES,"7,593,025.65",Rejected-Finance,17-Jun-2025,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra
2025_UPPRC_1040691_1,06/GM-4/UPPCL/2025-26 Dated 08-05-2025,"TOURISM DEVELOPMENT WORKS AT SHIV MANDIR NEAR PANDIT DEENDAYAL GAU ANUSANDHAN VIGYAAN KENDRA, AT FARAH IN DISTRICT MATHURA (U.P.)","TOURISM DEVELOPMENT WORKS AT SHIV MANDIR NEAR PANDIT DEENDAYAL GAU ANUSANDHAN VIGYAAN KENDRA, AT FARAH IN DISTRICT MATHURA (U.P.)",Works,Open Tender,Percentage,Civil Works - Buildings,No,No,NA ,19-May-2025 06:30 PM,20-May-2025 11:00 AM ,90.0,No ,No,Offline,27-May-2025 03:00 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,Farah Mathura,281122.0,2.0,"5,16,71,116",M/S GRC INFRATECH,"51,381,757.93",Accepted-AOC,25-Jun-2025,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra
2025_UPTCL_1071756_2,16-ETC-I(A)/ 2025-2026,16-ETC-I(A)/ 2025-2026,"Carriage of material from 132 KV S/S Jhusi, 220 KV S/S Phulpur and 132 KV S/S Gauriganj to 132 KV S/S Patti, under Electy. Trans. Division- Pratapgarh.",Works,Open Tender,Item Rate,Electrical Works,No,No,NA ,10-Oct-2025 06:00 PM,NA ,120.0,No ,No,Offline,17-Oct-2025 01:00 PM,UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TE) East Allahabad||S.E. ETC- I Allahabad,Pratapgarh,230001.0,2.0,"68,000",B.R. ENTERPRISES,"67,940",Accepted-AOC,03-Nov-2025,UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TE) East Allahabad||S.E. ETC- I Allahabad
2025_UPPRC_1047134_9,14/GM-4/UPPCL/2025-26 Dated 29.05.2025,TOURISM DEVELOPMENT WORK OF BAJRANG ASHARAM AT BHOOD NAGRIYA BLOCK NARKHI IN DISTRICT-FIROZABAD (U.P.),TOURISM DEVELOPMENT WORK OF BAJRANG ASHARAM AT BHOOD NAGRIYA BLOCK NARKHI IN DISTRICT-FIROZABAD (U.P.),Works,Open Tender,Percentage,Civil Works - Buildings,No,No,NA ,23-Jun-2025 06:15 PM,NA ,90.0,No ,No,Offline,30-Jun-2025 03:00 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,Bhood Nagriya Firozabad,283204.0,2.0,"84,14,238",M/S Pragati Enterprises,"8,379,740.38",Accepted-AOC,21-Aug-2025,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra
2025_UPPRC_1029639_2,03/GM-4/UPPCL/2025-26 Dated 15-04-2025,RECONSTRUCTION OF BUS STATION MANT IN DISTRICT- MATHURA (U.P.),RECONSTRUCTION OF BUS STATION MANT IN DISTRICT- MATHURA (U.P.),Works,Open Tender,Percentage,Civil Works - Buildings,No,No,NA ,03-Jun-2025 06:55 PM,NA ,90.0,No ,No,Offline,10-Jun-2025 03:00 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,Mant Mathura,281202.0,2.0,"1,30,57,433",P N INFRAVENTURE PRIVATE LIMITED,"12,140,801.49",Rejected-Finance,23-Jul-2025,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra
2025_UPPRC_1003675_3,13/GM-4/UPPCL/2024-25 Dated 03-02-2025,TOURISM DEVELOPMENT WORK OF HANUMAN TEMPLE VILLAGE RASEMAR IN DISTRICT- MAINPURI. (U.P.),TOURISM DEVELOPMENT WORK OF HANUMAN TEMPLE VILLAGE RASEMAR IN DISTRICT- MAINPURI. (U.P.),Works,Open Tender,Percentage,Miscellaneous Works,No,No,NA ,14-Feb-2026 06:00 PM,NA ,90.0,No ,No,Offline,24-Feb-2025 02:00 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,Vill. Rasemar Mainpuri,205604.0,2.0,"1,01,76,505",M K INDIA INFRAESTATE PRIVATE LIMITED,"10,120,534.31",Rejected-Finance,20-Mar-2025,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra
