Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department,year_month
2025_UPIDC_1083178_11,05/AE-1/2025-26,Earth work in silt clearance/Scarping of Mansukha Mr. form km 0.000 km 3.500,Earth work in silt clearance/Scarping of Mansukha Mr. form km 0.000 km 3.500,Works,Open Tender,Item Rate,Civil Works - Canal,No,No,NA ,06-Nov-2025 10:00 AM,,NA ,90.0,No ,No,Online,12-Nov-2025 03:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||SCD-1 Balrampur",Shrawasti,271805.0,2.0,"87,000",MISHRA ARYAN CONSTRUCTION,"86,193",Accepted-AOC,16-Jan-2026,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||SCD-1 Balrampur",unknown
2025_UPPAN_1090197_1,"3470/PAN/ET/25-26, DT. 12-11-2025",CONSTRUCTION OF CEMENT CONCRETE PAVEMENT AS INTERNAL CAMPUS ROAD MAIN GATE TO ADESH KAKSH AT RESERVE POLICE LINE FATEHPUR U.P.,CONSTRUCTION OF CEMENT CONCRETE PAVEMENT AS INTERNAL CAMPUS ROAD MAIN GATE TO ADESH KAKSH AT RESERVE POLICE LINE FATEHPUR U.P.,Works,Open Tender,Percentage,Civil Works,No,No,NA ,13-Nov-2025 11:00 AM,,NA ,30.0,No ,No,Online,26-Nov-2025 11:30 AM,UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,RESERVE POLICE LINE FATEHPUR U.P.,212601.0,2.0,"31,58,000",ANSH ENTERPRISES,"2,488,188",Rejected-Finance,01-Jan-2026,UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,unknown
2026_CEMBD_1106853_9,115/E-Ten/25-26_Dt_14-01-26,Patch repair work on Village roads under the Assistant Engineer-Vth,Patch repair work on Village roads under the Assistant Engineer-Vth,Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,17-Jan-2026 10:00 AM,,21-Jan-2026 12:00 PM ,90.0,No ,No,Online,24-Jan-2026 12:30 PM,Chief Engineer Moradabad Zone PWD Moradabad UP||RAMPUR CIRCLE PWD RAMPUR||PROVINCIAL DIVISION PWD RAMPUR,Rampur,244901.0,2.0,"25,00,000",M/S ABDUL WAHAB CONTRACTOR,"1,462,725",Rejected-Finance,30-Jan-2026,Chief Engineer Moradabad Zone PWD Moradabad UP||RAMPUR CIRCLE PWD RAMPUR||PROVINCIAL DIVISION PWD RAMPUR,unknown
2025_UPIDC_1063632_38,03/AEIV/2025-26,"Cleaning of Chocked Sewer Line Resi. No. 22 to P A Block no. 18 at Canal Colony Cantt Road, Lucknow. (Lot No.38)","Cleaning of Chocked Sewer Line Resi. No. 22 to P A Block no. 18 at Canal Colony Cantt Road, Lucknow. (Lot No.38)",Works,Open Tender,Item Rate,Civil Works,No,No,NA ,08-Aug-2025 03:00 PM,,NA ,90.0,No ,No,Online,18-Aug-2025 03:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",Canal Colony Lucknow,226001.0,2.0,,Manoj Kumar Yadav,"161,250",Accepted-AOC,01-Sep-2025,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",unknown
2025_REDUP_1100687_3,730/RED/Account/Tender Notice Dt 10.12.2025,Construction of Teen Shed Jaswant Nagar Kabristan Block Jaswant Nagar Etawah,Construction of Teen Shed Jaswant Nagar Kabristan Block Jaswant Nagar Etawah,Works,Open Tender,Percentage,Civil Works,No,No,NA ,20-Dec-2025 05:15 PM,,NA ,90.0,No ,No,Online,08-Jan-2026 12:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE ETAWAH,Etawah,206001.0,2.0,"10,31,000",KRISHNA TRADERS,"1,029,463.81",Accepted-AOC,22-Jan-2026,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE ETAWAH,unknown
2025_SCIDC_1102207_1,70/EE/Jhansi/ET/2025-26,"Janpad Jhansi ke vikaskhand Chirgaon ke gram Bajhera me Composite School se Gaushala ki or 100 mtr Apex/Nali ka nirman karya (under scheme S.N. 2025-26) Hon ble Shri Anurag Sharma Ji, MP Jhansi-Lalitpur","Janpad Jhansi ke vikaskhand Chirgaon ke gram Bajhera me Composite School se Gaushala ki or 100 mtr Apex/Nali ka nirman karya (under scheme S.N. 2025-26) Hon ble Shri Anurag Sharma Ji, MP Jhansi-Lalitpur",Works,Open Tender,Percentage,Civil Works - Others,No,No,NA ,29-Dec-2025 11:00 AM,,NA ,90.0,No ,No,Offline,05-Jan-2026 02:00 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Banda,Gram Bajhera Block Chirgaon Jhansi,284301.0,2.0,,MAA LAXMI CONSTRUCTION,"419,685",Accepted-AOC,20-Jan-2026,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Banda,unknown
2025_UPIDM_1069982_1,"Tender Notice No-02/EEMLCD/MZP/2025-26, Lot- 03","Tender Notice No-02/EEMLCD/MZP/2025-26, Lot- 03",Construction of stone lining and earth work in main canal reach from 1.250 Km to 1.300 Km and T-Point of Rampur Minor and Rampur DY Minor Length 100 Mtr. at Hargarh Ist Pump Canal.,Works,Open Tender,Item Wise,Civil Works,No,No,NA ,01-Sep-2025 02:00 PM,,NA ,90.0,No ,No,Online,25-Sep-2025 03:00 PM,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Mirzapur||Executive Engineer(MLCD) Mirzapur,"Vill-Hargarh, Block-Chhanbey, Dist-Mirzapur",231001.0,2.0,,ANAND KUMAR YADAV,"892,456",Accepted-AOC,18-Nov-2025,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Mirzapur||Executive Engineer(MLCD) Mirzapur,unknown
2025_UPIDC_1084540_6,04/AE-2/2025-26,Earth work in silt clearance/Scarping of Sahdei Mr. form km 0.000 km 2.600,Earth work in silt clearance/Scarping of Sahdei Mr. form km 0.000 km 2.600,Works,Open Tender,Item Rate,Civil Works - Canal,No,No,NA ,08-Nov-2025 10:00 AM,,NA ,90.0,No ,No,Online,14-Nov-2025 03:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||SCD-1 Balrampur",Shrawasti,271805.0,2.0,"41,000",Jagdish Prasad Tewari Contractor,"40,028",Accepted-AOC,13-Jan-2026,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||SCD-1 Balrampur",unknown
2025_SCIDC_1097070_2,24/DISTTLIBRARY/ETAH/25-26,"CONSTRUCTION OF 01 NO. HALL AND 01 NO. TOILET AT GOVT. DISTRICT LIBRARY, ETAH (U.P.).","CONSTRUCTION OF 01 NO. HALL AND 01 NO. TOILET AT GOVT. DISTRICT LIBRARY, ETAH (U.P.).",Works,Open Tender,Percentage,Civil Works,No,No,NA ,20-Dec-2025 12:15 PM,,NA ,180.0,No ,No,Offline,27-Dec-2025 01:00 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,ETAH,207001.0,2.0,"43,90,000",M/S PANDIT ENTERPRISES,"4,021,240",Rejected-AOC,21-Jan-2026,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,unknown
2025_UPIDC_1063632_10,03/AEIV/2025-26,"Maintenance and Repairing of Type-IV Residence No 11/4 at New Parikalp Vihar Colony, Telibagh, Lucknow.(Lot No.10)","Maintenance and Repairing of Type-IV Residence No 11/4 at New Parikalp Vihar Colony, Telibagh, Lucknow.(Lot No.10)",Works,Open Tender,Item Rate,Civil Works,No,No,NA ,08-Aug-2025 03:00 PM,,NA ,90.0,No ,No,Online,18-Aug-2025 03:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",new Parikalp Vihar colony,226002.0,2.0,,M/S ASHOKA ENTERPRISES,"162,734.41",Rejected-AOC,01-Sep-2025,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",unknown
2026_RDUP_1106153_1,1027 Date 12-01-2026 Work - 20,vikaas khand kaaryaalay mein pramukh bhavan ka phaals siling env tails kaary,vikaas khand kaaryaalay mein pramukh bhavan ka phaals siling env tails kaary,Works,Open Tender,Percentage,Civil Works,No,No,NA ,14-Jan-2026 11:00 AM,,NA ,90.0,No ,No,Offline,24-Jan-2026 04:00 PM,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Murli Chhapra,KP MURLICHHAPRA,277204.0,2.0,"9,99,000",NATIONAL TRADING COMPANY,"998,400.6",Rejected-AOC,28-Jan-2026,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Murli Chhapra,unknown
2026_SCIDC_1104966_1,128/EE/SRE/E-TENDER/2025-26,"Under Vidhayak Nidhi Yojna (Shri Jaswant Saini ji, MLC) Construction of CC Road and Side Drain work from Chatar Singh Rana house to Sanjay shop at Vill Umri Majbata Block Nanota, District- Saharanpur","Under Vidhayak Nidhi Yojna (Shri Jaswant Saini ji, MLC) Construction of CC Road and Side Drain work from Chatar Singh Rana house to Sanjay shop at Vill Umri Majbata Block Nanota, District- Saharanpur",Works,Open Tender,Percentage,Civil Works,No,No,NA ,09-Jan-2026 12:00 PM,,NA ,90.0,No ,No,Offline,15-Jan-2026 12:00 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,District Saharanpur,247001.0,2.0,"12,56,738",ANKIT KUMAR CONTRACTOR,"1,256,109",Accepted-AOC,05-Feb-2026,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,unknown
2026_DOLBU_1103458_1,172/nala nirman/2025-26/4,NAGAR PANCHAYAT ERACH KE MUHALLA MAHAVEERGANJ ME CHAUDHARI KE KUWA SE JUNGLE KI OR NALA NIRMAN KA KARY,NAGAR PANCHAYAT ERACH KE MUHALLA MAHAVEERGANJ ME CHAUDHARI KE KUWA SE JUNGLE KI OR NALA NIRMAN KA KARY,Works,Open Tender,Percentage,Civil Works,No,No,NA ,02-Jan-2026 12:00 PM,,NA ,90.0,No ,No,Offline,13-Jan-2026 09:00 AM,Directorate of Local Bodies UP||Nagar Panchayat Earich Jhansi,WORK,284302.0,2.0,28.0,MANJU ENTERPRISES,"2,361,272.45",Rejected-AOC,13-Jan-2026,Directorate of Local Bodies UP||Nagar Panchayat Earich Jhansi,unknown
2025_REDUP_1102218_7,"853/RED/Etender(23)/2025-26, Dt. 09.12.2025",Nagar Panchayat Kaisarganj ke Ward no.-10 (Dihwa) me Harish Chandra ke makan se Tarun Verma ke plot tak interlocking nirman karya_07,Nagar Panchayat Kaisarganj ke Ward no.-10 (Dihwa) me Harish Chandra ke makan se Tarun Verma ke plot tak interlocking nirman karya_07,Works,Open Tender,Fixed-rate,Civil Works,No,No,NA ,29-Dec-2025 12:00 PM,,NA ,90.0,No ,No,Online,08-Jan-2026 12:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,Bahraich,271801.0,2.0,"2,16,000",M/S MANISH KUMAR CONTRACTOR,"254,758.73",Accepted-AOC,16-Jan-2026,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,unknown
2025_UPIDC_1085715_76,02/AE-II/2025-26,Earth Work in Silt Clearance and Scraping of Tilahua Mr. from Km. 0.000 to Km. 3.900 and Jagjivanpur Mr. from Km. 0.000 to Km. 2.000,Silt Clearance and Scraping,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,10-Nov-2025 11:00 AM,,NA ,90.0,No ,No,Online,17-Nov-2025 11:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-32, azamgarh",AZAMGARH,276001.0,2.0,"1,23,000",M/S LALCHAND YADAV,"119,656.5",Accepted-AOC,14-Jan-2026,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-32, azamgarh",unknown
2025_SCIDC_1103026_1,119/EE/SRE/E-TENDER/2025-26,"Under Vidhayak Nidhi Yojna (Shri Umar Ali Khan ji, MLC) Construction of CC Road and Drain work From Jaivir house to Nepal son of Amardas Plot at Vill Malayan Block Muzaffarabad, District- Saharanpur","Under Vidhayak Nidhi Yojna (Shri Umar Ali Khan ji, MLC) Construction of CC Road and Drain work From Jaivir house to Nepal son of Amardas Plot at Vill Malayan Block Muzaffarabad, District- Saharanpur",Works,Open Tender,Percentage,Civil Works,No,No,NA ,31-Dec-2025 12:00 PM,,NA ,90.0,No ,No,Offline,06-Jan-2026 11:00 AM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,District Saharanpur,247001.0,2.0,"3,65,584",Happy Flex and Contractor,"365,474",Rejected-Finance,15-Jan-2026,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,unknown
2025_UPIDC_1085715_62,02/AE-II/2025-26,Earth Work in Silt Clearance and Scraping of Bhormau Mr. from Km. 0.000 to Km. 1.700 and Kaneri Mr. from Km. 0.000 to Km. 2.100,Silt Clearance and Scraping,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,10-Nov-2025 11:00 AM,,NA ,90.0,No ,No,Online,17-Nov-2025 11:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-32, azamgarh",AZAMGARH,276001.0,2.0,"80,000",M/S LALCHAND YADAV,"77,473.75",Accepted-AOC,14-Jan-2026,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-32, azamgarh",unknown
2025_REDUP_1100097_6,1906/RED/VN-Rudhauli/2025-26 Dt. 26.11.2025,Dubauli Kante Khaira Marg Gram Tusyal mein hazi umar P.M.V. se nafes ke ghar tak marg ke dono taraf RCC nali nirman karya,Dubauli Kante Khaira Marg Gram Tusyal mein hazi umar P.M.V. se nafes ke ghar tak marg ke dono taraf RCC nali nirman karya,Works,Open Tender,Percentage,Civil Works,No,No,NA ,29-Dec-2025 03:00 PM,,NA ,90.0,No ,No,Online,05-Jan-2026 12:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE BASTI,WORKS,272001.0,2.0,"21,12,000",KAMLESH CHAUDHARY,"2,110,727.62",Accepted-AOC,20-Jan-2026,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE BASTI,unknown
2025_REDUP_1100658_4,716/RED/Account/Tender Notice Dt 08.12.2025,Construction of Interlocking Vill Gora Rahin Hardoi Marg to Gora Block Basrehar Distt Etawah,Construction of Interlocking Vill Gora Rahin Hardoi Marg to Gora Block Basrehar Distt Etawah,Works,Open Tender,Percentage,Civil Works,No,No,NA ,20-Dec-2025 04:55 PM,,NA ,90.0,No ,No,Online,08-Jan-2026 12:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE ETAWAH,Etawah,206001.0,2.0,"20,76,000",M/S NAGENDRA SINGH CONTRACTOR,"2,074,468.46",Accepted-AOC,22-Jan-2026,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE ETAWAH,unknown
2025_REDUP_1096554_13,1333/RED DEORIA/E-TENDER/2025-26. DATED 04.11.2025,VIKAS KHAND RAMPUR KARKHANA KE GRAMSABHA BAIKUNTHPUR ME RAJSWA GRAM PURUSHOTTAMPUR ME GAUTAM SINGH KE GHAR SE GULAB GUPTA KE GHAR TAK CC ROAD KA NIRMAN KARYA,VIKAS KHAND RAMPUR KARKHANA KE GRAMSABHA BAIKUNTHPUR ME RAJSWA GRAM PURUSHOTTAMPUR ME GAUTAM SINGH KE GHAR SE GULAB GUPTA KE GHAR TAK CC ROAD KA NIRMAN KARYA,Works,Open Tender,Percentage,Civil Works,No,No,NA ,06-Dec-2025 10:00 AM,,NA ,120.0,No ,No,Online,15-Dec-2025 02:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,DEORIA,274001.0,2.0,"12,44,000",M/s Amar Mani Tripathi,"1,053,483.2",Accepted-AOC,13-Jan-2026,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,unknown
2025_UPIDC_1086402_21,04/AE-III/2025-26,Earth Work in Silt Clearance/Scraping of Firojpur Mr. from Km. 0.000 to Km. 2.600 and Km. 2.600 to Km. 7.600,Silt Clearance/Scraping,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,29-Oct-2025 10:00 AM,,NA ,90.0,No ,No,Online,06-Nov-2025 12:30 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-32, azamgarh",AZAMGARH,276001.0,2.0,"1,40,000",arvind kumar yadav,"163,328.1",Rejected-Finance,28-Jan-2026,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-32, azamgarh",unknown
2025_UPIDC_1063632_3,03/AEIV/2025-26,Repairing of Chequered Tile Flooring at Dr. Ram Manohar Lohiya Transit Hostel Telibagh Lucknow. (Lot No.03),Repairing of Chequered Tile Flooring at Dr. Ram Manohar Lohiya Transit Hostel Telibagh Lucknow. (Lot No.03),Works,Open Tender,Item Rate,Civil Works,No,No,NA ,08-Aug-2025 03:00 PM,,NA ,90.0,No ,No,Online,18-Aug-2025 03:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",Transit hostel telibagh,226002.0,2.0,,Manoj Kumar Yadav,"163,401.09",Accepted-AOC,01-Sep-2025,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",unknown
2025_YEIDA_1068568_11,YEA/GM(PROJECT)/2025/408 DT-20/08/2025,"Construction of Boundary Wall of PHC in Village- Fatehpur Atta, YEA WC-06","Construction of Boundary Wall of PHC in Village- Fatehpur Atta, YEA WC-06",Works,Open Tender,Fixed-rate,Civil Works,No,No,NA ,26-Aug-2025 06:55 PM,,NA ,90.0,No ,No,Online,23-Sep-2025 11:00 AM,Yamuna Expressway Industrial Development Authority,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,2.0,"25,05,990",ANAND CONSTRUCTION,"1,715,350.31",Rejected-Finance,05-Jan-2026,Yamuna Expressway Industrial Development Authority,unknown
