Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date,Department
2020_DOLBU_433045_24,929/npp/nirman/2019-20 dt-07-02-2020,Construction of drainage and interlocking road from ward house of Bombam Samosa Wale to Meera Savita house in Ward No. 16 Nehru Nagar.,,,,,,,,,,,,,,,,Directorate of Local Bodies UP||Nagar Palika Parishad Gangaghat Unnao,,,,,,"871,195.68",,2020-04-29,Directorate of Local Bodies UP||Nagar Palika Parishad Gangaghat Unnao
2020_DOLBU_433045_3,929/npp/nirman/2019-20 dt-07-02-2020,Construction of both side drain and interlocking road from ward Kishinpal Rathore house to SN Chauhan house in ward no 06 Gandhi Nagar.,,,,,,,,,,,,,,,,Directorate of Local Bodies UP||Nagar Palika Parishad Gangaghat Unnao,,,,,,"329,482.24",,2020-04-29,Directorate of Local Bodies UP||Nagar Palika Parishad Gangaghat Unnao
2020_DOLBU_437232_12,940/npp/nirman/2019-20 dt-18-02-2020,"Construction work of CC Road, platform, etc. in front of Ward No. 08 Balughat / Anand Ghat.",,,,,,,,,,,,,,,,Directorate of Local Bodies UP||Nagar Palika Parishad Gangaghat Unnao,,,,,,"844,623.33",,2020-04-12,Directorate of Local Bodies UP||Nagar Palika Parishad Gangaghat Unnao
2020_DOLBU_437232_4,940/npp/nirman/2019-20 dt-18-02-2020,"In Ward No. 24, Brahmnagar Western, construction work of drain and interlocking from Lakshmi Devi to Jagdev and Rinku Trivedi and Jagdev to Ayodhya house.",,,,,,,,,,,,,,,,Directorate of Local Bodies UP||Nagar Palika Parishad Gangaghat Unnao,,,,,,"1,339,229",,2020-04-18,Directorate of Local Bodies UP||Nagar Palika Parishad Gangaghat Unnao
2020_DOLBU_437232_4,940/npp/nirman/2019-20 dt-18-02-2020,"In Ward No. 24, Brahmnagar Western, construction work of drain and interlocking from Lakshmi Devi to Jagdev and Rinku Trivedi and Jagdev to Ayodhya house.",,,,,,,,,,,,,,,,Directorate of Local Bodies UP||Nagar Palika Parishad Gangaghat Unnao,,,,,,"1,339,229",,2020-04-18,Directorate of Local Bodies UP||Nagar Palika Parishad Gangaghat Unnao
2020_DOLBU_433043_16,928/npp/nirman/2019-20 dt-07-02-2020,Construction of both side drain and color interlocking road from Kanhaiya Lal Kashyap house in Srinagar to ward No 27 in Ward No 27.,,,,,,,,,,,,,,,,Directorate of Local Bodies UP||Nagar Palika Parishad Gangaghat Unnao,,,,,,"949,029.76",,2020-04-10,Directorate of Local Bodies UP||Nagar Palika Parishad Gangaghat Unnao
2020_DOLBU_433043_16,928/npp/nirman/2019-20 dt-07-02-2020,Construction of both side drain and color interlocking road from Kanhaiya Lal Kashyap house in Srinagar to ward No 27 in Ward No 27.,,,,,,,,,,,,,,,,Directorate of Local Bodies UP||Nagar Palika Parishad Gangaghat Unnao,,,,,,"949,029.76",,2020-04-10,Directorate of Local Bodies UP||Nagar Palika Parishad Gangaghat Unnao
2020_DOLBU_433043_25,928/npp/nirman/2019-20 dt-07-02-2020,Construction of both side drain and color interlocking road from house of Jai Singh Yadav to house of Raj Kumar Shukla in Ward No. 04 Kanchan Nagar.,,,,,,,,,,,,,,,,Directorate of Local Bodies UP||Nagar Palika Parishad Gangaghat Unnao,,,,,,"1,510,978.19",,2020-04-20,Directorate of Local Bodies UP||Nagar Palika Parishad Gangaghat Unnao
2020_UPRNS_421160_1,123/EE/BASTI PRAKHAND/E TENDER/DATE 04.01.2020,Labour Tender of Bahuddesiya Hall in G I C Campus in District Basti UP,Construction of Bahuddesiya Hall in G I C Campus in District Basti UP,Works,Open Tender,Percentage,Civil Works,No,No,NA ,08-Jan-2020 10:00 AM,NA ,60.0,No ,No,Offline,21-Jan-2020 12:00 PM,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,Basti,272001.0,2.0,"5,52,270","M/s Himanshu Construction Company, Azamgarh","551,994",Accepted-AOC,2020-04-11,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited
2020_PVVNL_431811_1,05/19-20,Providing 1 no. diesel vehicle for ETD Shamli,Providing 1 no. diesel vehicle for ETD Shamli,Works,Open Tender,Lump-sum,Electrical Works,No,No,NA ,06-Feb-2020 12:40 PM,NA ,90.0,No ,No,Offline,25-Feb-2020 11:00 AM,Paschimanchal Vidyut Vitran Nigam Ltd.,ETD SHAMLI,247776.0,2.0,"3,00,000",mahtab car serice shamli,"246,000",Accepted-AOC,2020-04-01,Paschimanchal Vidyut Vitran Nigam Ltd.
