Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date,Department
2023_UPJNM_872291_1,270/ Nivida /13 dated 18-12-2023,Construction and complete development of 200/180 M Deep  300x200 mm dia size New Tube Wells with all connected works under Kumbh Mela 2025 in District Prayagraj 05 Nos for package-3.,,,,,,,,,,,,,,,,"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Allahabad)||Construction Circle (E/M) Prayagraj",,,,,,"10,191,088",,2024-06-15,"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Allahabad)||Construction Circle (E/M) Prayagraj"
2023_UPJNM_872275_1,270/ Nivida/ 13 dated 18-12-2023,Construction and complete development of 200/180 M Deep  300x200 mm dia size New Tube Wells with all connected works under Kumbh Mela 2025 in District Prayagraj 05 Nos for package-2.,,,,,,,,,,,,,,,,"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Allahabad)||Construction Circle (E/M) Prayagraj",,,,,,"10,211,749",,2024-06-15,"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Allahabad)||Construction Circle (E/M) Prayagraj"
2023_UPJNM_872284_1,270/Nivida/13 dated 18-12-2023,Construction and complete development of 200/180 M Deep 300x200 mm dia size Rebore Tube Wells with all connected works under Kumbh Mela 2025 in District Prayagraj. 05 Nos for package-4.,,,,,,,,,,,,,,,,"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Allahabad)||Construction Circle (E/M) Prayagraj",,,,,,"9,970,014",,2024-06-15,"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Allahabad)||Construction Circle (E/M) Prayagraj"
2023_UPJNM_861805_1,227 /NIVIDA /12 DATED 10-11-2023,Construction and complete development of 200/180 mtr. deep 300x200 mm dia size Rebore Tube Wells with all connected works under Kumbh Mela 2025 in District Prayagraj 05 Nos for package-5,,,,,,,,,,,,,,,,"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Allahabad)||Construction Circle (E/M) Prayagraj",,,,,,"10,315,054",,2024-06-15,"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Allahabad)||Construction Circle (E/M) Prayagraj"
2023_UPJNM_861812_1,227/ NIVIDA / 12 DATED 10-11-2023,Construction and complete development of 200/180 mtr. deep 300x200 mm dia  size Rebore Tube Wells with all connected works under Kumbh Mela 2025 in District Prayagraj 05 Nos for package-6.,,,,,,,,,,,,,,,,"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Allahabad)||Construction Circle (E/M) Prayagraj",,,,,,"10,296,459",,2024-06-15,"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Allahabad)||Construction Circle (E/M) Prayagraj"
2023_CEUCZ_852958_17,2622/1A/2023-24 DATED 09.10.2023,Pure Ghata link road,,,,,,,,,,,,,,,,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow||Provincial Division, Raebarelli",,,,,,"1,066,442.84",,2024-06-24,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow||Provincial Division, Raebarelli"
2023_CEUCZ_852958_17,2622/1A/2023-24 DATED 09.10.2023,Pure Ghata link road,,,,,,,,,,,,,,,,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow||Provincial Division, Raebarelli",,,,,,"1,066,442.84",,2024-06-24,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow||Provincial Division, Raebarelli"
2023_CEUCZ_852958_17,2622/1A/2023-24 DATED 09.10.2023,Pure Ghata link road,,,,,,,,,,,,,,,,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow||Provincial Division, Raebarelli",,,,,,"1,066,442.84",,2024-06-24,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow||Provincial Division, Raebarelli"
2024_UPRNS_913621_1,522/E-TENDER/UPRNSS/2023-24,CONSTRUCTION OF BLOCK PUBLIC HEALTH UNIT AT CHC KANNAUJ AT DISTT-KANNAUJ,,,,,,,,,,,,,,,,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,,,,,,"4,810,185",,2024-06-07,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I
2024_REDUP_918833_1,1239/RED/E-Tender/2023-24 Date 15-03-2024,Nagar Palika Parishad Fatehpur ke antargat Railway yard sampark marge se manoj Tripathi ke makan tak cc road nirman,,,,,,,,,,,,,,,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE FATEHPUR,,,,,,"1,264,992",,2024-06-20,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE FATEHPUR
