Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date,Department
2024_YEIDA_913215_1,YEIDA/PLNG/1055/2024 DT-05/03/2024,Request for Proposal (RFP) For Selection of Consultant for Preparation of Master plan 2031 for New Agra Urban Centre YEIDA(Phase 2),,,,,,,,,,,,,,,,Yamuna Expressway Industrial Development Authority,,,,,,"17,493,226",,2024-07-24,Yamuna Expressway Industrial Development Authority
2024_YEIDA_913215_1,YEIDA/PLNG/1055/2024 DT-05/03/2024,Request for Proposal (RFP) For Selection of Consultant for Preparation of Master plan 2031 for New Agra Urban Centre YEIDA(Phase 2),,,,,,,,,,,,,,,,Yamuna Expressway Industrial Development Authority,,,,,,"17,493,226",,2024-07-24,Yamuna Expressway Industrial Development Authority
2024_YEIDA_918156_1,YEA/PLNG/1144/2024 DT-15/03/2024,"Appointment of Consultant Planning, Performance Monitoring, Project Management and Reporting",,,,,,,,,,,,,,,,Yamuna Expressway Industrial Development Authority,,,,,,"1,406,000",,2024-07-24,Yamuna Expressway Industrial Development Authority
2024_UPRNS_913671_1,520/E-TENDER/UPRNSS/2023-24,"CONSTRUCTION OF BARRACK AT CENTRAL JAIL FATEHGARH, DISTT-FARRUKHABAD",,,,,,,,,,,,,,,,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,,,,,,"26,724,249",,2024-07-29,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I
2024_UPRNS_926198_1,969/E.E./UPRNSS/E-TENDER/23-24,"TOILET BLOCK AT RAJKIYA BALIKA INTERMEDIATE COLLEGE NAUGARH , DISTT - CHANDAULI (U.P.)",,,,,,,,,,,,,,,,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II,,,,,,"387,612",,2024-07-04,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II
2024_UPRNS_926209_1,968/E.E./UPRNSS/E-TENDER/23-24,"TOILET BLOCK AT RAJKIYA BALIKA INTERMEDIATE COLLEGE SAYADRAJA , DISTT - CHANDAULI (U.P.)",,,,,,,,,,,,,,,,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II,,,,,,"387,224",,2024-07-04,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Varanasi II
2024_UPRNS_927374_1,11/E-TENDER/2024-25,"CONSTRUCTION OF B.P.H.U. AT KARHAL CHC BUILDING, KARHAL, DISTRICT-MAINPURI (U.P.)",,,,,,,,,,,,,,,,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,,,,,,"4,187,905",,2024-07-08,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited
2024_UPRNS_927862_1,25/E-TENDER/UPRNSS/2024-25 DATE-10.06.2024,"PROPOSED RENOVATION AND INTERIOR WORKS IN SUBHASH HOSTEL AT STATE TAX OFFICERS TRAINING CENTER, GOMTINAGAR, LUCKNOW (U.P.)",,,,,,,,,,,,,,,,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,,,,,,"5,887,107",,2024-07-08,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited
2024_UPRNS_927906_2,241/E-TENDER/UPRNSS/2024-25 DATE-10.06.2024,"PROPOSED WATER PROOFING ON TERRACE OF ADMINISTRATIVE BUILDING FOR CENTRAL CIVIL DEFENCE TRAINING INSTITUTE AT SITAPUR ROAD, DISTT- LUCKNOW (U.P.)",,,,,,,,,,,,,,,,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,,,,,,"904,641",,2024-07-19,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited
2024_UPRNS_927940_2,242/E-TENDER/UPRNSS/2024-25 DATE-10.06.2024,PROPOSED CONSTRUCTION OF NEW TOILET AT GROUND FLOOR FOR JOINT COMMISSIONAR DISTRICT-LUCKNOW (U.P.),,,,,,,,,,,,,,,,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,,,,,,"121,817",,2024-07-19,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited
2024_UPRNS_927957_1,244/E-TENDER/UPRNSS/2024-25 DATE-10.06.2024,"PROPOSED BOUNDARY WALL AT AURANGABAD, DISTRICT-SITAPUR (U.P.)",,,,,,,,,,,,,,,,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,,,,,,"1,149,425",,2024-07-04,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited
2024_REDUP_935769_1,139/NOTICE/2024-25 DATE 10-06-2024,"Wire fencing and gate construction work in Hi-Tech Nursery Agricultural Science Center under construction, Pachpedwa.",,,,,,,,,,,,,,,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BALRAMPUR,,,,,,"1,224,002.88",,2024-07-27,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BALRAMPUR
2024_REDUP_935769_2,139/NOTICE/2024-25 DATE 10-06-2024,"Wire fencing and gate construction work in Hi-Tech Nursery Government Plant, Tilakpur Balrampur under construction.",,,,,,,,,,,,,,,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BALRAMPUR,,,,,,"1,172,669.87",,2024-07-27,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BALRAMPUR
2024_REDUP_936263_1,290/RED/E-Tender(1)/2024-25 Dt. 27.06.2024,Installation of highmast light near house of Jagatjeet Singh in G.P. Bhabbharpur-Huzoorpur-1,,,,,,,,,,,,,,,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,,,,,,"225,221.05",,2024-07-26,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH
2024_REDUP_936263_10,290/RED/E-Tender(1)/2024-25 Dt. 27.06.2024,Installation of highmast light near Jai Mata Temple in G.P. Moglaha-Huzoorpur-10,,,,,,,,,,,,,,,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,,,,,,"225,221.05",,2024-07-26,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH
2024_REDUP_936263_11,290/RED/E-Tender(1)/2024-25 Dt. 27.06.2024,Installation of highmast light near house of Ram Lagan in Panditpurwa of G.P. Katgharakala-Huzoorpur-11,,,,,,,,,,,,,,,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,,,,,,"225,221.05",,2024-07-26,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH
2024_REDUP_936263_1,290/RED/E-Tender(1)/2024-25 Dt. 27.06.2024,Installation of highmast light near house of Jagatjeet Singh in G.P. Bhabbharpur-Huzoorpur-1,,,,,,,,,,,,,,,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,,,,,,"225,221.05",,2024-07-26,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH
2024_REDUP_933206_7,277 date 18.06.2024,GRAM SABHA FEFARA ME FEFARA RAJBHAR BASTI SE HARI.BASTI TAK ENTERLOCKING KARY,,,,,,,,,,,,,,,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE GHAZIPUR,,,,,,"413,412",,2024-07-24,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE GHAZIPUR
2024_REDUP_931394_1,340/08/EE/RED/2024-25 Date 07-06-2024,SSVECA Bareilly. (Alankar Yojna),,,,,,,,,,,,,,,,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE BAREILLY,,,,,,"1,281,698.447",,2024-07-26,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE BAREILLY
