Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date,Department
2024_CEMBD_904510_3,1049-E-Tender Dt. 16-02-2024,Re Construction of Package No 0403,,,,,,,,,,,,,,,,Chief Engineer Moradabad Zone PWD Moradabad UP||MORADABAD CIRCLE PWD MORADABAD||CONSTRUCTION DIVISION 1 PWD MORADABAD,,,,,,"24,185,989.31",,2025-03-15,Chief Engineer Moradabad Zone PWD Moradabad UP||MORADABAD CIRCLE PWD MORADABAD||CONSTRUCTION DIVISION 1 PWD MORADABAD
<NA>,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-14,
<NA>,,Package No.-1 1-Const. of Aaganbadi Kendra P.P. Hardiya Jalal 2- Const. of Aaganbadi Kendra P.P. Mampur 3- Const. of Aaganbadi Kendra P.P. Teduwai Kala 4- Const. of Aaganbadi Kendra P.P. Devlar,,,,,,,,,,,,,,,,,,,,,,,,2025-03-13,
<NA>,,Package No.-1 1-Const. of Aaganbadi Kendra P.P. Hardiya Jalal 2- Const. of Aaganbadi Kendra P.P. Mampur 3- Const. of Aaganbadi Kendra P.P. Teduwai Kala 4- Const. of Aaganbadi Kendra P.P. Devlar,,,,,,,,,,,,,,,,,,,,,,,,2025-03-13,
<NA>,,"Special Repair of Gurchahi L/R Km. 1 to 6(300) in Financial Year 2019-2020. (Block-Payagpur, Vidhansabha-Payagpur)",,,,,,,,,,,,,,,,,,,,,,,,2025-03-20,
<NA>,,Construction of remaining part of Patanpur to Vidokhar Purai Road,,,,,,,,,,,,,,,,,,,,,,,,2025-03-27,
<NA>,,Construction of Narahi Firojpur PWD Road to Daulatpur Badi Mathiya and Kali Maa Place CC Road,,,,,,,,,,,,,,,,,,,,,,,,2025-03-27,
<NA>,,Karachi Pariva Se Rausinghpur Tak CC Se Marg Ke Vishesh Marramat Karya,,,,,,,,,,,,,,,,,,,,,,,,2025-03-27,
<NA>,,Special Repair of Usriya link road in 2021-22,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03,
<NA>,,Reconstruction of V.R.B. at Km. 3.960 of Kailore Minor,,,,,,,,,,,,,,,,,,,,,,,,2025-03-13,
<NA>,,Reconstruction of V.R.B. at Km. 0.400 of Kailore Minor,,,,,,,,,,,,,,,,,,,,,,,,2025-03-21,
<NA>,,Supply and Carriage of Pea Gravel,,,,,,,,,,,,,,,,,,,,,,,,2025-03-21,
<NA>,,Nirichan Bhawan sadar Pratapgarh ke Marrammat karya,,,,,,,,,,,,,,,,,,,,,,,,2025-03-13,
<NA>,,Renewal of Vahtana Rajya Marg No. 25 to Km. 260 to Navipanah Road Km. 8 to Kasmandakala Fatehnagar Laxmankhera mandauli Road Km.1 to Khera Group I,,,,,,,,,,,,,,,,,,,,,,,,2025-03-06,
<NA>,,Pausra uparhar Sampark marg,,,,,,,,,,,,,,,,,,,,,,,,2025-03-10,
<NA>,,7-Gram panchyat Navgawan me Chhigga Garg ke Darwaje se Maiyadeen prajapati ke ghar ki oor CC Road Nirman.,,,,,,,,,,,,,,,,,,,,,,,,2025-03-10,
<NA>,,Ward 60 Muhalla pratapnagar badkai singh ke makan se anil singh ke makan tak cc road aur rcc nali ka nirman,,,,,,,,,,,,,,,,,,,,,,,,2025-03-22,
<NA>,,Vikaskhand pandarikripal ke gram ramwapur govinda me prathmik vidhyalaya se bhola pandey ke ghar tak rabarmold interlcokng karya,,,,,,,,,,,,,,,,,,,,,,,,2025-03-22,
<NA>,,Construction of boundry wall around Toderpur nahar kothi in district hardoi (lot-09),,,,,,,,,,,,,,,,,,,,,,,,2025-03-06,
<NA>,,Special Repair of Badobara Road to Pura Sapera Link Road,,,,,,,,,,,,,,,,,,,,,,,,2025-03-23,
<NA>,,Renewal of Chakaudhiya Link Road (Year 2023-24) (Length 0.950 Km),,,,,,,,,,,,,,,,,,,,,,,,2025-03-22,
<NA>,,Repair and maintenance work of Takkar Road residence type I/II/III Agra,,,,,,,,,,,,,,,,,,,,,,,,2025-03-22,
<NA>,,Special Repair work of Remaining Part of Ikthara Road,,,,,,,,,,,,,,,,,,,,,,,,2025-03-22,
<NA>,,Special Repair work of Ayela Bus Station to Lallupura Hokar Rawatpura Road,,,,,,,,,,,,,,,,,,,,,,,,2025-03-23,
<NA>,,Renewal of Remaining part of Rahatikar Agai Road to Agai Road (Year 2023-24) (Length 0.500 Km),,,,,,,,,,,,,,,,,,,,,,,,2025-03-23,
<NA>,,Renewal of Chakaudhiya Link Road (Year 2023-24) (Length 0.950 Km),,,,,,,,,,,,,,,,,,,,,,,,2025-03-22,
<NA>,,Renewal of Jainpur Link Road (Year 2023-24) (Length 0.300 Km),,,,,,,,,,,,,,,,,,,,,,,,2025-03-22,
<NA>,,SR of Andevari To Chintawanpur Link Road,,,,,,,,,,,,,,,,,,,,,,,,2025-03-22,
<NA>,,Harairampur Maurya Basti Link road,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03,
<NA>,,SR Of Jam Inter College to PWD Marg to West Scheduled Basti Marg,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03,
<NA>,,Work of widening and strengthening of Rasda Tirahipur road from Ghazipur border Lakhneshwardih to Baijalpur Mirzapur Pradhanpur Tikadeori Gaura Govindshah temple Pandeypur Sanwara Gopalpur Chintapur Madhopur Naraksh Barreboj Salempur Dihhow up to Sik,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03,
<NA>,,Special repair work of Salempur Dihwa to Veerbhaniya link road,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03,
<NA>,,Special repair work of Salempur Dihwa to Veerbhaniya link road,,,,,,,,,,,,,,,,,,,,,,,,2025-03-29,
<NA>,,Special repair work of Salempur Dihwa to Veerbhaniya link road,,,,,,,,,,,,,,,,,,,,,,,,2025-03-29,
<NA>,,Special repair work of the road from Shamsabad road on Budhanpur Didarganj road to village Sajani via Gosai Pura,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03,
