Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department,year_month
2026_SCIDC_1115941_1,2216 /EE Basti /E-Tender /MLC Nidhi Basti /2025-26 Dated 13-02-2026,Construction of CC Road work at Gram Panchayat Sasna Khanta Me Gupta Ji Ke Ghar Ke Samane Se Ghurhu Ke Ghar Ke Aage Tak Block Bankati Distt Basti. (MLC Nidhi Basti),Construction of CC Road work at Gram Panchayat Sasna Khanta Me Gupta Ji Ke Ghar Ke Samane Se Ghurhu Ke Ghar Ke Aage Tak Block Bankati Distt Basti. (MLC Nidhi Basti),Works,Open Tender,Percentage,Civil Works,No,No,NA ,14-Feb-2026 09:00 AM,,18-Feb-2026 12:00 PM ,90.0,No ,No,Offline,21-Feb-2026 02:00 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Basti,Basti,272001.0,2.0,"21,13,000",GANPATI TRADERS,"2,112,577",Rejected-Finance,11-Mar-2026,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Basti,unknown
2026_SCIDC_1117559_1,0304/EE/GZB/E-TENDER/2025-26,"Construction of C.C Road With Side Drain from Main Road to Aryan Prestige School Behind HRIT College, Distt. Ghaziabad (Vidhayak Nidhi Work)","Construction of C.C Road With Side Drain from Main Road to Aryan Prestige School Behind HRIT College, Distt. Ghaziabad (Vidhayak Nidhi Work)",Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,18-Feb-2026 02:00 PM,12-Mar-2026 04:18 PM,NA ,120.0,No ,No,Offline,27-Feb-2026 11:00 AM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Ghaziabad,"Aryan Prestige School Behind HRIT College, GZB",201003.0,3.0,"20,83,748",M/S DHARAM CONSTRUCTION CO,"2,081,664.25",Not Admitted-PreQual/Technical,20-Mar-2026,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Ghaziabad,unknown
2026_UPIDC_1113784_3,05/SE/2025-26,Restoration and Pucca work of Itwa dy. from km 0.000 to km 4.100.,Restoration and Pucca work of Itwa dy. from km 0.000 to km 4.100.,Works,Open Tender,Item Wise,Civil Works,No,No,NA ,09-Feb-2026 01:45 PM,28-Feb-2026 12:27 PM,NA ,90.0,No ,No,Online,20-Feb-2026 03:30 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad",PRAYAGRAJ,211001.0,2.0,"1,78,44,000",M/S DEVENDRA KUMAR OJHA,"12,416,443.65",Rejected-Technical,16-Mar-2026,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad",unknown
2026_SCIDC_1120083_2,312-3/E.E.E. Bly/E-Tender/BLY/2025-26 Dt. 25.02.2026,"29 Nos. SITC of 30 watt Solar LED Street Light at Various Places in Block Alampur Jafrabad, District Bareilly (MLC Nidhi)","29 Nos. SITC of 30 watt Solar LED Street Light at Various Places in Block Alampur Jafrabad, District Bareilly (MLC Nidhi)",Works,Open Tender,Item Rate,Solar Street Lights,No,No,NA ,13-Mar-2026 04:00 PM,,NA ,90.0,No ,No,Offline,20-Mar-2026 02:00 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Bareilly,Bareilly,243001.0,2.0,"6,17,700",M/S ARVIND KUMAR SINGH,"617,576.46",Accepted-AOC,30-Mar-2026,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Bareilly,unknown
2026_UPIDM_1104356_1,10/Lot-4/E.E./2025-26,construction of CC lining Reach From3.441 to 3.606 Km 165.00 mtr total in main canal and syphon no 06 Both side 50 mtr total 100 mtr at Gurha pump canal block naraini distt banda,construction of CC lining Reach From3.441 to 3.606 Km 165.00 mtr total in main canal and syphon no 06 Both side 50 mtr total 100 mtr at Gurha pump canal block naraini distt banda,Works,Open Tender,Percentage,Civil Works,No,No,NA ,07-Jan-2026 10:00 AM,,NA ,90.0,No ,No,Online,16-Jan-2026 03:00 PM,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Centre)||Superintending Engineer(Tubewell)-Banda||Executive Engineer MLCD Banda,"Naraini, Banda",210001.0,2.0,,KRISHNA BIHARI SINGH,"2,477,740.88",Not Admitted-Fee/PreQual/Technical,17-Mar-2026,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Centre)||Superintending Engineer(Tubewell)-Banda||Executive Engineer MLCD Banda,unknown
2026_SCIDC_1121569_1,147/FZD/MP/25-26,"CONSTRUCTION OF C.C. ROAD FROM UBAN SINGH HOUSE TO MUSLIM BASTI AT VILL. KAPAVALI, GRAM PANCHAYAT NAIPAI, TEHSIL- FIROZABAD.","CONSTRUCTION OF C.C. ROAD FROM UBAN SINGH HOUSE TO MUSLIM BASTI AT VILL. KAPAVALI, GRAM PANCHAYAT NAIPAI, TEHSIL- FIROZABAD.",Works,Open Tender,Percentage,Civil Works,No,No,NA ,02-Mar-2026 11:00 AM,,NA ,180.0,No ,No,Offline,09-Mar-2026 01:00 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Mathura,SIKANDRA AGRA,282007.0,2.0,"59,30,000",M/s PRADEEP KUMAR,"5,929,061.39",Rejected-Technical,16-Mar-2026,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Mathura,unknown
2026_UPIDC_1114296_1,04/EE/2025-26,"Painting of control cabin building, site office building and parapet wall of Adwa Barrage.","Painting of control cabin building, site office building and parapet wall of Adwa Barrage.",Works,Open Tender,Item Rate,Civil Works,No,No,NA ,10-Feb-2026 02:00 PM,,NA ,90.0,No ,No,Online,18-Feb-2026 03:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Bansagar, Allahabad||Ban Sagar CC-2, Mirjapur||BCCD-10, Mirzapur",Mirzapur,231001.0,2.0,,Mahesh Kumar Dubey,"302,700.87",Not Admitted-Fee/PreQual/Technical,16-Mar-2026,"U P Irrigation Department (Civil)||Chief Engineer-Bansagar, Allahabad||Ban Sagar CC-2, Mirjapur||BCCD-10, Mirzapur",unknown
2026_UPIDC_1107383_4,22/SE/DCA/2025-26,"Reconstruction of damaged VRB, Outlets and Repair of Head Regulator and Falls ,strengthening of Damaged bank at various chainages, construction of Protection/Pitching, Khadanja work of Dy and minors of Firozabad Dy system","Reconstruction of damaged VRB, Outlets and Repair of Head Regulator and Falls ,strengthening of Damaged bank at various chainages, construction of Protection/Pitching, Khadanja work of Dy and minors of Firozabad Dy system",Works,Open Tender,Item Wise,Civil Works - Canal,No,No,NA ,11-Feb-2026 02:00 PM,,NA ,90.0,No ,No,Online,17-Feb-2026 03:30 PM,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Drainage Circle, Aligarh",FIROZABAD,283203.0,2.0,"6,85,97,000",BHAMAR SINGH,"61,347,075",Accepted-AOC,28-Feb-2026,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Drainage Circle, Aligarh",unknown
2026_UPIDM_1110327_1,41/EE-LID GKP/17/01/2026,"Supply, Installation, Testing and Commissioning of 500 MM NB S.S. Metalic expansion joints in delivery pipe line at Village Siuria, at KM 10 of Maniram Domingarh Bund on right Bank of river Rohin, Gorakhpur.","Supply, Installation, Testing and Commissioning of 500 MM NB S.S. Metalic expansion joints in delivery pipe line at Village Siuria, at KM 10 of Maniram Domingarh Bund on right Bank of river Rohin, Gorakhpur.",Works,Open Tender,Item Rate,Miscellaneous Works,No,No,NA ,28-Jan-2026 03:35 PM,,NA ,90.0,No ,No,Online,04-Feb-2026 03:00 PM,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell East)||Superintending Engineer (Tubewell) Gorakhpur||Executive Engineer(LID) Gorakhpur,GORAKHPUR,273015.0,2.0,"15,32,000",M/S CHAUDHARI ENGINEERING WORKS,"1,206,000",Rejected-Finance,01-Mar-2026,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell East)||Superintending Engineer (Tubewell) Gorakhpur||Executive Engineer(LID) Gorakhpur,unknown
2026_UPIDC_1104813_1,07/SE/2025-26,Internal Slope Stabilization work between Km 20.000 to Km 20.510 of Meja Jirgo Link Canal,Internal Slope Stabilization work between Km 20.000 to Km 20.510 of Meja Jirgo Link Canal,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,08-Jan-2026 05:00 PM,,NA ,90.0,No ,No,Online,16-Jan-2026 02:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Bansagar, Allahabad||Ban Sagar CC-1, Mirjapur",Mirzapur,231001.0,2.0,,M/s Bansal Construction,"24,036,702.36",Rejected-Finance,18-Mar-2026,"U P Irrigation Department (Civil)||Chief Engineer-Bansagar, Allahabad||Ban Sagar CC-1, Mirjapur",unknown
