Tender ID,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department
2024_REDUP_877500_1,2024_REDUP_877500_1,1514/RED/Tender/2023-24,"Laying of Interlocking from Santalal house to Kasturba Gandhi Vidyalaya via Mannu Yadav house in village Bara Singha of Gram Sabha Pachdevra, Block- Sakran",,,,,,,,,,,,,,,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,,,,,,"1,642,972",,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR
2024_REDUP_877500_2,2024_REDUP_877500_2,1514/RED/Tender/2023-24,"Laying of Interlocking till primary school in Gram Sabha Karaundi Majra Rampur Khurd, Block- Biswan",,,,,,,,,,,,,,,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,,,,,,"1,292,763",,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR
2024_REDUP_876532_1,2024_REDUP_876532_1,21/gra.a.vi./Etender/Fileno 118/23-24,Gram Sabha Bedhan Ganga Ram Purwa Harijan Basti CC Road and Nali Block Kunda,,,,,,,,,,,,,,,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE PRATAPGARH,,,,,,"1,329,166.954",,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE PRATAPGARH
2024_REDUP_876536_1,2024_REDUP_876536_1,21/gra.a.vi./Etender/Fileno 118/23-24,Gram Sabha Bedhan Babura men Ram Vangaman Marg se Patel Basti Amarnath patel ke Ghar tak Inaterlocking Work Block Kunda,,,,,,,,,,,,,,,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE PRATAPGARH,,,,,,"1,843,560.505",,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE PRATAPGARH
2024_REDUP_876658_17,2024_REDUP_876658_17,1257/RED/TENDER/23-24 dt- 06.12.2023,Construction of CC road from bankhandi bhagel to virpaal house in village Vithori,,,,,,,,,,,,,,,,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE AGRA,,,,,,"860,972.07",,,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE AGRA
2024_PWDBL_905508_21,2024_PWDBL_905508_21,396/E-Tender/2023-24 dt. 17.02.2024,Vidhayak niwas-2 (purana) sthit vibhinn aawason me rangai putai va anya marammati karya,,,,,,,,,,,,,,,,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,,,,,,"103,463.45",,,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow
2024_PWDBL_910938_12,2024_PWDBL_910938_12,436/E-Tender/2023-24 dt. 21.02.2024,Vikramaditya Marg stith naya upmantri awas no-01 se 11 tak awaso me civil anurakshan ka  karya,,,,,,,,,,,,,,,,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,,,,,,"217,551",,,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow
2024_PWDBL_903029_15,2024_PWDBL_903029_15,378/E-Tender/2023-24 dt. 15.02.2024,Vishisht atithi greh Dalibag me satah sudharikaran ke sath rangai putai wa anya ati awashyak vibihinn marramati karya.,,,,,,,,,,,,,,,,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,,,,,,"246,640",,,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow
2024_PWDBL_903029_6,2024_PWDBL_903029_6,378/E-Tender/2023-24 dt. 15.02.2024,Rajbhawan colony sthit aawas no 4 me samagri aapoorti va civil anurakshan avem anya ati awashyak vibhinn marammati karya,,,,,,,,,,,,,,,,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,,,,,,"285,293",,,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow
2024_PWDBL_905508_19,2024_PWDBL_905508_19,396/E-Tender/2023-24 dt. 17.02.2024,Vidhayak niwas-2 (purana) sthit aawas no 01 -02 B se 98B me vibhinn civil anurakshan karya,,,,,,,,,,,,,,,,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,,,,,,"179,041.61",,,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow
