Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date,Department
2018_DOLBU_249195_4,457/npp/prakash-2018-19 e tender dt-01-09-2018,Electrification work for street light purpose with Decorative Street Light Fitting Supply Installation Testing Commissioning of Street light Fitting on 7 Mtr. Long Galvanized Octangle Pole at Prince Tender to Shurya Lawn Guest house Shuklaganj Unna,,,,,,,,,,,,,,,,Directorate of Local Bodies UP||Nagar Palika Parishad Gangaghat Unnao,,,,,,"1,436,659.35",,2018-11-26,Directorate of Local Bodies UP||Nagar Palika Parishad Gangaghat Unnao
2018_DOLBU_249195_4,457/npp/prakash-2018-19 e tender dt-01-09-2018,Electrification work for street light purpose with Decorative Street Light Fitting Supply Installation Testing Commissioning of Street light Fitting on 7 Mtr. Long Galvanized Octangle Pole at Prince Tender to Shurya Lawn Guest house Shuklaganj Unna,,,,,,,,,,,,,,,,Directorate of Local Bodies UP||Nagar Palika Parishad Gangaghat Unnao,,,,,,"1,436,659.35",,2018-11-26,Directorate of Local Bodies UP||Nagar Palika Parishad Gangaghat Unnao
2018_DOLBU_249195_5,457/npp/prakash-2018-19 e tender dt-01-09-2018,Electrification work for street light purpose with Decorative Street Light Fitting Supply Installation Testing Commissioning of Street light Fitting on 7 Mtr. Long Galvanized Octangle Pole at Shurya Lawn Guest house to state Bank Shuklaganj Unnao,,,,,,,,,,,,,,,,Directorate of Local Bodies UP||Nagar Palika Parishad Gangaghat Unnao,,,,,,"1,430,533.2",,2018-11-26,Directorate of Local Bodies UP||Nagar Palika Parishad Gangaghat Unnao
2018_DOLBU_249195_6,457/npp/prakash-2018-19 e tender dt-01-09-2018,Electrification work for street light purpose with Decorative Street Light Fitting Supply Installation Testing Commissioning of Street light Fitting on 7 Mtr. Long Galvanized Octangle Pole at state Bank to axis Bank Shuklaganj Unnao,,,,,,,,,,,,,,,,Directorate of Local Bodies UP||Nagar Palika Parishad Gangaghat Unnao,,,,,,"1,433,237.93",,2018-11-26,Directorate of Local Bodies UP||Nagar Palika Parishad Gangaghat Unnao
2018_DOLBU_178159_2,260/npp/samgree-2017-18 dt-28-02-2018,supply and fixing of welcome board (size 50 x 1. 20 meters) Near new ganga bridge,,,,,,,,,,,,,,,,Directorate of Local Bodies UP||Nagar Palika Parishad Gangaghat Unnao,,,,,,"1,496,632.8",,2018-11-10,Directorate of Local Bodies UP||Nagar Palika Parishad Gangaghat Unnao
2018_UPTCL_252869_3,V S T E-Tender No 96/ETC-II(K)/2018/19,Left over work of 132 KV Line,LEFT OVER WORK OF 132KV DC LILO OF NAUBASTA MALWAN II LINE AT GHATAMPUR and OTHER INCOMPLETE LINE OF EMC LTD UNDER ETD II KANPUR,Works,Open Tender,Fixed-rate,Electrical Works,No,No,NA ,28-Sep-2018 03:00 PM,NA ,120.0,No ,No,Offline,04-Oct-2018 03:00 PM,"UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TSC) South Central Jhansi||SE ETC-II, Kanpur",Kanpur,208006.0,2.0,"42,92,000",YASH URJAA VARDHAN PVT. LTD.,"3,618,330",Rejected-AOC,2018-11-02,"UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TSC) South Central Jhansi||SE ETC-II, Kanpur"
2018_SCIDC_218101_1,323/EE/E-TENDER/KANPUR/18-19 dt15.6.18,Electrical Balance works of Trade Tax office at Auraiya,Electrical Balance works of Trade Tax office at Auraiya,Works,Open Tender,Percentage,Electrical Works,No,No,NA ,18-Jun-2018 10:00 AM,NA ,45.0,No ,No,Offline,26-Jun-2018 12:00 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Electrical Division Kanpur,Detail attached in NIT,208017.0,2.0,"18,02,000",Gaurav Construction,"1,792,990",Accepted-AOC,2018-11-05,U.P. State Construction and Infrastructure Development Corporation Ltd.||Electrical Division Kanpur
2018_UPTCL_255656_1,S T E-TENDER NO. 99 /E.T.C-II (K)/2018-19,Work,Work,Works,Open Tender,Fixed-rate,Electrical Works,No,No,NA ,01-Oct-2018 12:00 PM,NA ,120.0,No ,No,Offline,15-Oct-2018 03:00 PM,"UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TSC) South Central Jhansi||SE ETC-II, Kanpur",Kanpur,208020.0,2.0,"1,86,000",sai enterprises,"185,400",Rejected-AOC,2018-11-01,"UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TSC) South Central Jhansi||SE ETC-II, Kanpur"
2018_UPTCL_256389_1,VST No 101ETC-II(K)/2018-19,ERECTION AND COMMISSIONING OF 160 MVA Transformer IInd,ERECTION AND COMMISSIONING OF 160 MVA Transformer-II at 220 KV Substation sarh Kanpur,Works,Open Tender,Fixed-rate,Electrical Works,No,No,NA ,01-Oct-2018 11:30 AM,NA ,120.0,No ,No,Offline,18-Oct-2018 01:00 PM,"UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TSC) South Central Jhansi||SE ETC-II, Kanpur",Kanpur,208006.0,2.0,"8,37,456",Katyani Construction Co.,"661,428",Accepted-AOC,2018-11-01,"UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TSC) South Central Jhansi||SE ETC-II, Kanpur"
2018_UPTCL_262785_2,S T E-TENDERNO. 103 /E.T.C-II (K)/2018-19,FOR PROCUREMENT OF LINE MATERIAL FOR 132 KV SAIFAI-ETGAON LINE UNDER ELECTRICITY TRANSMISSION DIVISION ETAWAH.,FOR PROCUREMENT OF LINE MATERIAL FOR 132 KV SAIFAI-ETGAON LINE UNDER ELECTRICITY TRANSMISSION DIVISION ETAWAH.,Goods,Open Tender,Fixed-rate,Supply of Materials,No,No,NA ,16-Oct-2018 05:00 PM,NA ,45.0,No ,No,Offline,29-Oct-2018 01:00 PM,"UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TSC) South Central Jhansi||SE ETC-II, Kanpur",Etawah,206001.0,2.0,"20,00,000",Gupta Construction Co.,"949,080",Rejected-AOC,2018-11-14,"UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TSC) South Central Jhansi||SE ETC-II, Kanpur"
<NA>,,Construction of both side drains and color interloking road to the house of Sachin Mishra from Motilal house in Ward no. 12.,,,,,,,,,,,,,,,,,,,,,,,,2018-11-10,
