Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"RAPAIR AND RENOVATION WORK OF RAJKIYA PASHUDHAN EVAM KRASHI PRACHHETRA NEELGAON, DISTRICT-SITAPUR(U.P.)",SEE IN TECHNICAL BOQ,Please refer Tender documents. ,NA ,"6,08,000",Repair and Maintenance Works,NA ,Tender,90.0,60.0,SITAPUR,261001.0,NA ,NA ,NA ,LUCKNOW,No ,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,25-Sep-2025 03:00 PM,06-Oct-2025 02:51 PM,25-Sep-2025 03:00 PM,06-Oct-2025 12:00 PM,NA ,NA ,25-Sep-2025 03:00 PM,06-Oct-2025 12:00 PM,08-Oct-2025 01:00 PM,"1,770",UTTAR PRADESH RAJYA NIRMAN SAHKARI SANGH LTD.,Lucknow,No,"12,200",No,fixed,,"EXECUTIVE ENGINEER, UPRNSS UNIT LUCKNOW-2",Lucknow,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Lucknow II,752/UPRNSS/E-TENDER/2025-26 DATE 23-09-2025,2025_UPRNS_1077310_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,EXECUTIVE ENGINEER,"UPRNSS Unit Lucknow-2, 4/612, Sector-4, Gomti Nagar Vistar, Lucknow",1,BG - Bank Guarantee,AOC,A.K. SINGH(E.E.),Internal,"Vijay Bahadur Singh (Accountant), Saroj Kumar Verma(AE), Gajendra Singh(JE)",VIJAY BAHADUR SINGH,09-Oct-2025 02:06 PM,finsummary_1968723.pdf (270.13 KB),Technical,03 BIDS ARE ADMITTED,VIJAY BAHADUR SINGH,08-Oct-2025 12:03 PM,,A.K. SINGH(E.E.),Internal,"Vijay Bahadur Singh (Accountant), Saroj Kumar Verma(AE), Gajendra Singh(JE)",VIJAY BAHADUR SINGH,08-Oct-2025 12:06 PM,08-Oct-2025 01:00 PM,techsummary_1968723.pdf (1111.13 KB),Finance,FINANCE,VIJAY BAHADUR SINGH,08-Oct-2025 02:25 PM,,BOQ Comparative Chart,1.0,5583743.0,SINGH CONSTRUCTION,INR,"607,878.4",Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Lucknow II,2025_UPRNS_1077310_1,752/UPRNSS/E-TENDER/2025-26 DATE 23-09-2025,"RAPAIR AND RENOVATION WORK OF RAJKIYA PASHUDHAN EVAM KRASHI PRACHHETRA NEELGAON, DISTRICT-SITAPUR(U.P.)",1,5586083,M/S ANAND ENTERPRISES,06-Oct-2025 09:55 AM,Rejected-AOC,Due to High Rate Quoted,17-Oct-2025 12:09 PM,10-Oct-2025,"INR 607,878.4",60.0,VIJAY BAHADUR SINGH,17-Oct-2025 12:09 PM,Neelgaon_25.pdf (251.00 KB),TENDER AWARDED TO M/S SINGH CONSTRUCTION,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5586513,SILVER LEAF ENGINEERS,06-Oct-2025 11:14 AM,Rejected-Technical,TECHNICAL NOT QUALIFIED,08-Oct-2025 12:06 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5583743,SINGH CONSTRUCTION,05-Oct-2025 01:08 PM,Accepted-AOC,Due to Low Rate Quoted,17-Oct-2025 12:09 PM,,,,,,,,AOC
