Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC","Construction of service road and drain of 45mtr. Wide road along pocket - B in sector -20,YEA. WC-02","Construction of service road and drain of 45mtr. Wide road along pocket - B in sector -20,YEA. WC-02",Please refer Tender documents. ,NA ,"1,79,25,668",Civil Works,NA ,Tender,90.0,279.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,"2ND FLOOR ,YEIDA OFFICE",No ,No,"2,975",Nil,Nil,No,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/354 DT-19/06/2025,2025_YEIDA_1051199_9,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,24-Jun-2025 04:00 PM,07-Jul-2025 11:00 AM,24-Jun-2025 04:00 PM,04-Jul-2025 05:00 PM,NA ,NA ,24-Jun-2025 04:00 PM,04-Jul-2025 05:00 PM,17-Sep-2025 12:00 PM,"3,58,600",No,fixed,,Nil,Nil,AOC,Technical,EVALUATION,BHARAM PAL SINGH,17-Sep-2025 11:26 AM,,Committee,Internal,Committee,VIKAS KUMAR,06-Oct-2025 06:12 PM,finsummary_1910853.pdf (439.83 KB),Finance,EVALUATION,VIKAS KUMAR,06-Oct-2025 06:04 PM,,BOQ Comparative Chart,Committee,Internal,Committee,BHARAM PAL SINGH,17-Sep-2025 11:34 AM,17-Sep-2025 12:00 PM,techsummary_1910853.pdf (878.08 KB),06-Oct-2025,"INR 16,930,793.86",279.0,BHARAM PAL SINGH,08-Oct-2025 04:09 PM,AOC354_9.pdf (692.00 KB),aoc,1,5289733,A H CONSTRUCTIONS,04-Jul-2025 04:22 PM,Rejected-Technical,DISQUALIFIED,17-Sep-2025 11:34 AM,Yamuna Expressway Industrial Development Authority,2025_YEIDA_1051199_9,YEA/GM(PROJECT)/2025/354 DT-19/06/2025,"Construction of service road and drain of 45mtr. Wide road along pocket - B in sector -20,YEA. WC-02",1.0,5286177.0,M/S RPS ASSOCIATES,INR,"16,930,793.86",AOC
,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5289240,M/S A.N.Construction,04-Jul-2025 12:13 PM,Rejected-Technical,DISQUALIFIED,17-Sep-2025 11:34 AM,,,,,,,,,,AOC
,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5288092,M/S R G Builders,03-Jul-2025 08:24 PM,Rejected-Finance,L3,06-Oct-2025 06:12 PM,,,,,,,,,,AOC
,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5286177,M/S RPS ASSOCIATES,04-Jul-2025 02:38 PM,Accepted-AOC,L1,08-Oct-2025 04:10 PM,,,,,,,,,,AOC
,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5288962,PARAS CONSTRUCTION,04-Jul-2025 02:14 PM,Rejected-Technical,DISQUALIFIED,17-Sep-2025 11:34 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5289511,PRADHAN CONTRACTOR,04-Jul-2025 04:41 PM,Rejected-Technical,DISQUALIFIED,17-Sep-2025 11:34 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5288850,SHRI HARI BUILDERS,04-Jul-2025 03:10 PM,Rejected-Finance,L2,06-Oct-2025 06:12 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5288903,tryambak construction,04-Jul-2025 01:50 PM,Rejected-Technical,DISQUALIFIED,17-Sep-2025 11:34 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5289843,ZUBER CONSTRUCTIONS,04-Jul-2025 04:35 PM,Rejected-Technical,DISQUALIFIED,17-Sep-2025 11:34 AM,,,,,,,,,,AOC
