S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1,5470939,09AEEFS5290J1ZJ,23-Aug-2025 09:08 AM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 01:54 PM,1.0,5474479.0,M/S KRISHNA TRADERS,INR,"1,377,970.05",UP STATE WAREHOUSING CORPORATION,2025_UPSWC_1064397_1,2025082423.0,Repair of UPSWC Godowns at Konch(Jalaun),16-Sep-2025,"INR 1,377,970.05",90.0,Satakshi Nandan,29-Oct-2025 01:54 PM,konch.pdf (544.00 KB),Work Award,Sachiv,Internal,"Junior Office Assistant, Junior Engineer, Senior Account Officer, Dy. Manager Finance, Manager Finance, Incharge Excutive Engineer",Satakshi Nandan,28-Aug-2025 03:18 PM,29-Aug-2025 02:00 PM,techsummary_1939691.pdf (468.66 KB),Finance,Financial Bid Result,Madan Pal Singh,08-Sep-2025 11:43 AM,finance_1939691.pdf,BOQ Comparative Chart,Sachiv,Internal,"Junior Office Assistant, Junior Engineer, Senior Account Officer, Dy. Manager Finance, Manager Finance, Incharge Excutive Engineer",Madan Pal Singh,08-Sep-2025 02:26 PM,finsummary_1939691.pdf (467.39 KB),Technical,Technical Bid Result,Satakshi Nandan,28-Aug-2025 12:53 PM,technical_1939691.pdf,AOC,1.0,RTGS - RTGS Payment,Repair of UPSWC Godowns at Konch(Jalaun),Repair of UPSWC Godowns at Konch(Jalaun),Only registered contractor with UPSWC can apply ,NA ,"16,21,141",Civil Works,Maintenance /Construction Work ,Tender,90.0,90.0,Konch(Jalaun),285205.0,Head Office UPSWC ,U.P. State warehousing corporation New Hyderabad Lucknow 226007 ,14-Aug-2025 02:00 PM ,Head Office UPSWC,No ,No,UP STATE WAREHOUSING CORPORATION,2025082423.0,2025_UPSWC_1064397_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,Managing Director UPSWC,U.P. State warehousing corporation New Hyderabad Lucknow 226007,08-Aug-2025 06:00 PM,25-Aug-2025 10:00 AM,08-Aug-2025 06:00 PM,23-Aug-2025 06:00 PM,NA ,NA ,08-Aug-2025 06:00 PM,23-Aug-2025 06:00 PM,29-Aug-2025 02:00 PM,"32,500",No,fixed,,U.P. State warehousing corporation,Lucknow,"1,180",U.P. State warehousing corporation,Lucknow,No,AOC
2,5466312,Ankur Constructions,22-Aug-2025 06:01 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 01:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,AOC
3,5477908,A.T.CONS.,23-Aug-2025 03:51 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 01:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,5447938,BIJNOR CONSTRUCTION and SUPPLIERS,21-Aug-2025 12:11 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 01:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,5462865,JAFARGANJ CONSTRUCTION,19-Aug-2025 11:03 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 01:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,5462566,MAA DURGA CONSTRUCTION,19-Aug-2025 10:00 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 01:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,5475750,MANOHAR LAL AND COMPANY,23-Aug-2025 07:37 AM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 01:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,5475090,M/S A.N CONSTRUCTIONS,22-Aug-2025 10:55 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 01:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,5474479,M/S KRISHNA TRADERS,22-Aug-2025 07:29 PM,Accepted-AOC,Selected From lottery system,29-Oct-2025 01:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,5435103,M/S MAS CONSTRUCTION,15-Aug-2025 10:07 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 01:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
