Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,2025082413,08-Aug-2025 06:00 PM,25-Aug-2025 10:00 AM,08-Aug-2025 06:00 PM,23-Aug-2025 06:00 PM,NA ,NA ,08-Aug-2025 06:00 PM,23-Aug-2025 06:00 PM,29-Aug-2025 02:00 PM,1.0,RTGS - RTGS Payment,Managing Director UPSWC,U.P. State warehousing corporation New Hyderabad Lucknow 226007,UP STATE WAREHOUSING CORPORATION,2025082413.0,2025_UPSWC_1064285_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"2,00,500",No,fixed,,U.P. State warehousing corporation,Lucknow,"1,180",U.P. State warehousing corporation,Lucknow,No,Repair of UPSWC Godowns at ALIGARH,Repair of UPSWC Godowns at ALIGARH,Only registered contractor with UPSWC can apply ,NA ,"1,00,22,606",Civil Works,Maintenance /Construction Work ,Tender,90.0,330.0,Aligarh,200201.0,Head Office UPSWC ,U.P. State warehousing corporation New Hyderabad Lucknow 226007 ,14-Aug-2025 02:00 PM ,Head Office UPSWC,No ,No,AOC,Finance,Financial Bid Result,Madan Pal Singh,08-Sep-2025 12:01 PM,finance_1939515.pdf,BOQ Comparative Chart,Sachiv,Internal,"Junior Office Assistant, Junior Engineer, Senior Account Officer, Dy. Manager Finance, Manager Finance, Incharge Excutive Engineer",Satakshi Nandan,28-Aug-2025 03:07 PM,29-Aug-2025 02:00 PM,techsummary_1939515.pdf (468.66 KB),Technical,Technical Bid Result,Satakshi Nandan,28-Aug-2025 12:23 PM,technical_1939515.pdf,Sachiv,Internal,"Junior Office Assistant, Junior Engineer, Senior Account Officer, Dy. Manager Finance, Manager Finance, Incharge Excutive Engineer",Madan Pal Singh,08-Sep-2025 01:57 PM,finsummary_1939515.pdf (467.39 KB),25-Sep-2025,"INR 8,519,214.99",330.0,Satakshi Nandan,29-Oct-2025 02:11 PM,aligarh.pdf (740.00 KB),Work Award,1,5471158,09AEEFS5290J1ZJ,23-Aug-2025 09:15 AM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:11 PM,1.0,5475253.0,SHAHRUKH KHAN ENGINEERS AND SUPPLIERS,INR,"8,519,214.99",UP STATE WAREHOUSING CORPORATION,2025_UPSWC_1064285_1,2025082413.0,Repair of UPSWC Godowns at ALIGARH,AOC
2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5466158,Ankur Constructions,22-Aug-2025 05:41 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5477643,A.T.CONS.,23-Aug-2025 03:15 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5478216,AVADH KAARYA SOLUTIONS LLP,23-Aug-2025 04:39 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5468381,BIJNOR CONSTRUCTION and SUPPLIERS,21-Aug-2025 11:50 AM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5478515,DILEEP KUMAR GUPTA,23-Aug-2025 05:27 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5462721,JAFARGANJ CONSTRUCTION,19-Aug-2025 10:38 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5477881,J M D ENTERPRISES,23-Aug-2025 03:45 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5475780,MANOHAR LAL AND COMPANY,23-Aug-2025 07:54 AM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5475011,M/S A.N CONSTRUCTIONS,22-Aug-2025 10:33 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:11 PM,,,,,,,,,,AOC
