S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1,5471026,09AEEFS5290J1ZJ,23-Aug-2025 09:35 AM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:05 PM,UP STATE WAREHOUSING CORPORATION,2025_UPSWC_1064333_1,20250824102.0,Repair of UPSWC Godowns at Dhumanganj (Prayagraj),1.0,5475730.0,MANOHAR LAL AND COMPANY,INR,"8,726,188.46",16-Sep-2025,"INR 8,726,188.46",330.0,Satakshi Nandan,29-Oct-2025 02:05 PM,dhuman.pdf (714.00 KB),Work Award,Sachiv,Internal,"Junior Office Assistant, Junior Engineer, Senior Account Officer, Dy. Manager Finance, Manager Finance, Incharge Excutive Engineer",Madan Pal Singh,08-Sep-2025 02:06 PM,finsummary_1939587.pdf (467.39 KB),Technical,Technical Bid Result,Satakshi Nandan,28-Aug-2025 12:43 PM,technical_1939587.pdf,Sachiv,Internal,"Junior Office Assistant, Junior Engineer, Senior Account Officer, Dy. Manager Finance, Manager Finance, Incharge Excutive Engineer",Satakshi Nandan,28-Aug-2025 03:28 PM,29-Aug-2025 02:00 PM,techsummary_1939587.pdf (468.66 KB),Finance,Financial Bid Result,Madan Pal Singh,08-Sep-2025 11:55 AM,finance_1939587.pdf,BOQ Comparative Chart,AOC,08-Aug-2025 06:00 PM,25-Aug-2025 10:00 AM,08-Aug-2025 06:00 PM,23-Aug-2025 06:00 PM,NA ,NA ,08-Aug-2025 06:00 PM,23-Aug-2025 06:00 PM,29-Aug-2025 02:00 PM,Managing Director UPSWC,U.P. State warehousing corporation New Hyderabad Lucknow 226007,"2,05,400",No,fixed,,U.P. State warehousing corporation,Lucknow,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,"1,180",U.P. State warehousing corporation,Lucknow,No,UP STATE WAREHOUSING CORPORATION,20250824102.0,2025_UPSWC_1064333_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,RTGS - RTGS Payment,Repair of UPSWC Godowns at Dhumanganj (Prayagraj),Repair of UPSWC Godowns at Dhumanganj (Prayagraj),Only registered contractor with UPSWC can apply ,NA ,"1,02,66,104",Civil Works,Maintenance /Construction Work ,Tender,90.0,330.0,Dhumanganj (Prayagraj),211001.0,Head Office UPSWC ,U.P. State warehousing corporation New Hyderabad Lucknow 226007 ,14-Aug-2025 02:00 PM ,Head Office UPSWC,No ,No,AOC
2,5466225,Ankur Constructions,22-Aug-2025 05:50 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,5477871,A.T.CONS.,23-Aug-2025 03:46 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,5478327,AVADH KAARYA SOLUTIONS LLP,23-Aug-2025 04:58 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,5468298,BIJNOR CONSTRUCTION and SUPPLIERS,21-Aug-2025 11:30 AM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,5462825,JAFARGANJ CONSTRUCTION,19-Aug-2025 10:56 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,5477900,J M D ENTERPRISES,23-Aug-2025 03:48 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,5462647,MAA DURGA CONSTRUCTION,19-Aug-2025 10:19 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,5475730,MANOHAR LAL AND COMPANY,23-Aug-2025 07:25 AM,Accepted-AOC,Selected From lottery system,29-Oct-2025 02:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,5475070,M/S A.N CONSTRUCTIONS,22-Aug-2025 10:48 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
11,5435134,M/S MAS CONSTRUCTION,15-Aug-2025 10:11 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
12,5466602,M/S RAJESH KUMAR GUPTA,20-Aug-2025 09:46 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
13,5434105,M/s satyavir singh contractor,15-Aug-2025 05:57 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
14,5476882,M/S YASH ENTERPRISES,23-Aug-2025 01:28 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
15,5476440,M/S YUNUS ALI CONTRACTOR,23-Aug-2025 12:36 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
16,5475213,RAVI ASSOCIATES,22-Aug-2025 11:40 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
17,5475325,SARVESH KUMAR SINGH,23-Aug-2025 12:16 AM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
