Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
Yamuna Expressway Industrial Development Authority,2025_YEIDA_1042868_6,YEA/GM(PROJECT)/2025/313 DT-21/05/2025,"Construction of chabutra and boundary wall for shamshan sthal in village -ronija,YEA Wc -06",1.0,5232022.0,Shiva Construction,INR,"3,281,456.8",1.0,5233860.0,M/S HANUMAT BUILDERS,04-Jun-2025 12:58 PM,Rejected-Finance,L4,18-Aug-2025 04:29 PM,09-Oct-2025,"INR 3,281,456.8",120.0,BHARAM PAL SINGH,09-Oct-2025 06:12 PM,313_6.pdf (1135.00 KB),AOC,Committee,Internal,Committee,BHARAM PAL SINGH,31-Jul-2025 03:16 PM,31-Jul-2025 04:00 PM,techsummary_1892631.pdf (505.83 KB),Finance,UNDER EVALUATION,VIKAS KUMAR,18-Aug-2025 03:38 PM,,BOQ Comparative Chart,Committee,Internal,Committee,VIKAS KUMAR,18-Aug-2025 04:29 PM,finsummary_1892631.pdf (373.83 KB),Technical,UNDER EVALUATION,NITENDRA KUMAR ADARSH,31-Jul-2025 10:20 AM,,AOC,"95,500",No,fixed,,Nil,Nil,"1,066",Nil,Nil,No,26-May-2025 06:55 PM,06-Jun-2025 11:00 AM,26-May-2025 06:55 PM,04-Jun-2025 05:00 PM,NA ,NA ,26-May-2025 06:55 PM,04-Jun-2025 05:00 PM,31-Jul-2025 04:00 PM,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC","Construction of chabutra and boundary wall for shamshan sthal in village -ronija,YEA Wc -06","Construction of chabutra and boundary wall for shamshan sthal in village -ronija,YEA Wc -06",Please refer Tender documents. ,NA ,"47,55,045",Civil Works,NA ,Tender,90.0,120.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201310.0,NA ,NA ,NA ,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,1.0,SBI Bank,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/313 DT-21/05/2025,2025_YEIDA_1042868_6,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,GM P,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,AOC
,,,,,,,,,2.0,5232074.0,RAJKAMAL CONTRACTOR and SUPPLIERS,04-Jun-2025 01:58 PM,Rejected-Finance,L2,18-Aug-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3.0,5232022.0,Shiva Construction,04-Jun-2025 02:00 PM,Accepted-AOC,L1,09-Oct-2025 06:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4.0,5220694.0,SHREE RAMSWAROOP ENTERPRISES,02-Jun-2025 06:12 PM,Rejected-Finance,L3,18-Aug-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
