Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
16-Sep-2025,"INR 8,607,260.24",330.0,Satakshi Nandan,29-Oct-2025 12:36 PM,sahib.pdf (636.00 KB),Work Award,1,5470742,09AEEFS5290J1ZJ,23-Aug-2025 09:31 AM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 12:37 PM,UP STATE WAREHOUSING CORPORATION,2025_UPSWC_1064419_1,202508248-B,Repair Work of UPSWC Godowns at Sahibabad (Part-B),1.0,5476654.0,M/S YASH ENTERPRISES,INR,"8,607,260.24",Finance,Financial Bid Result,Madan Pal Singh,08-Sep-2025 11:32 AM,finance_1939713.pdf,BOQ Comparative Chart,Sachiv,Internal,"Junior Office Assistant, Junior Engineer, Senior Account Officer, Dy. Manager Finance, Manager Finance, Incharge Excutive Engineer",Satakshi Nandan,28-Aug-2025 03:39 PM,29-Aug-2025 02:00 PM,techsummary_1939713.pdf (468.66 KB),Technical,Technical Bid Result,Satakshi Nandan,28-Aug-2025 01:02 PM,technical_1939713.pdf,Sachiv,Internal,"Junior Office Assistant, Junior Engineer, Senior Account Officer, Dy. Manager Finance, Manager Finance, Incharge Excutive Engineer",Madan Pal Singh,08-Sep-2025 02:43 PM,finsummary_1939713.pdf (467.39 KB),AOC,1.0,RTGS - RTGS Payment,"2,02,600",No,fixed,,U.P. State warehousing corporation,Lucknow,08-Aug-2025 06:00 PM,25-Aug-2025 10:00 AM,08-Aug-2025 06:00 PM,23-Aug-2025 06:00 PM,NA ,NA ,08-Aug-2025 06:00 PM,23-Aug-2025 06:00 PM,29-Aug-2025 02:00 PM,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,Repair Work of UPSWC Godowns at Sahibabad (Part-B),Repair Work of UPSWC Godowns at Sahibabad (Part-B),Only registered contractor with UPSWC can apply ,NA ,"1,01,26,189",Civil Works,Maintenance /Construction Work ,Tender,90.0,330.0,Sahibabad,201005.0,Head Office UPSWC ,U.P. State warehousing corporation New Hyderabad Lucknow 226007 ,14-Aug-2025 02:00 PM ,Head Office UPSWC,No ,No,"1,180",U.P. State warehousing corporation,Lucknow,No,UP STATE WAREHOUSING CORPORATION,202508248-B,2025_UPSWC_1064419_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Managing Director UPSWC,U.P. State warehousing corporation New Hyderabad Lucknow 226007,AOC
,,,,,,,2,5466342,Ankur Constructions,22-Aug-2025 06:06 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,5477999,A.T.CONS.,23-Aug-2025 04:11 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,5468333,BIJNOR CONSTRUCTION and SUPPLIERS,21-Aug-2025 11:37 AM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,5478547,DILEEP KUMAR GUPTA,23-Aug-2025 05:35 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,5462913,JAFARGANJ CONSTRUCTION,19-Aug-2025 11:12 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,5475103,M/S A.N CONSTRUCTIONS,22-Aug-2025 11:02 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,5466638,M/S RAJESH KUMAR GUPTA,20-Aug-2025 09:52 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,5434046,M/s satyavir singh contractor,15-Aug-2025 05:42 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,5476654,M/S YASH ENTERPRISES,23-Aug-2025 12:53 PM,Accepted-AOC,Selected From lottery system,29-Oct-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,11,5476569,M/S YUNUS ALI CONTRACTOR,23-Aug-2025 12:34 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,12,5475246,RAVI ASSOCIATES,22-Aug-2025 11:49 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,13,5475454,SARVESH KUMAR SINGH,23-Aug-2025 12:58 AM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,14,5475199,S.D ENTERPRISES,22-Aug-2025 11:37 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
