Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Tender Stage
17-Jun-2026,"INR 4,521,839.56",90.0,Pooja Rani,30-Jun-2026 04:45 PM,santsaran.pdf (359.00 KB),Technical,tech,Pooja Rani,31-May-2026 02:01 PM,,SE,Internal,EEDAO,Lalita Verma,02-Jun-2026 05:38 PM,06-Jun-2026 12:00 PM,techsummary_2144176.pdf (272.95 KB),1.0,6134093.0,M/s Shri Sant Saran Singh,INR,"4,521,839.56",SE,Internal,DEOEE,Pooja Rani,16-Jun-2026 06:22 PM,finsummary_2144176.pdf (22.37 KB),Finance,Finance,Lalita Verma,06-Jun-2026 06:01 PM,,BOQ Comparative Chart,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,2026_REDUP_1145967_54,01/SE RED/tender/2026-27 Dt 01-04-2026,Gram bharetha me om prakash ke machine ke railway line ke pas siphan tak sampark marg ka nirman karya,1,6134093,M/s Shri Sant Saran Singh,21-May-2026 05:06 PM,Accepted-AOC,AOC,30-Jun-2026 04:45 PM,AOC,1,Fee/PreQual/Technical,.pdf,sbd,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,01/SE RED/tender/2026-27 Dt 01-04-2026,2026_REDUP_1145967_54,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Gram bharetha me om prakash ke machine ke railway line ke pas siphan tak sampark marg ka nirman karya,Gram bharetha me om prakash ke machine ke railway line ke pas siphan tak sampark marg ka nirman karya,Please refer Tender documents. ,NA ,"45,44,000",Civil Works,NA ,Tender,90.0,90.0,Mirzapur,231001.0,NA ,NA ,NA ,SUPERINTENDING ENGINEER RURAL ENGINEERING DEPARTME,No ,No,SUPRINTENDING ENGINEER,Near Jahanvi Hotel Putlighar Mirzapur,1.0,date,Date,,"91,000",Yes,fixed,,Nil,Nil,09-May-2026 10:00 AM,26-May-2026 12:30 PM,09-May-2026 10:00 AM,25-May-2026 02:00 PM,NA ,NA ,09-May-2026 10:00 AM,25-May-2026 02:00 PM,06-Jun-2026 12:00 PM,"3,214",Nil,Nil,No,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6134143,M/S VINDHYA CONSTRUCTION,21-May-2026 04:41 PM,Rejected-Finance,l2,16-Jun-2026 06:22 PM,AOC,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
