Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,14/GM-4/UPPCL/2026-27 Dated 25-05-2026,2026_UPPRC_1154742_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,22-Jul-2026 02:48 PM,03-Jun-2026 03:00 PM,27-May-2026 04:00 PM,03-Jun-2026 02:00 PM,NA ,NA ,27-May-2026 04:00 PM,03-Jun-2026 02:00 PM,10-Jun-2026 02:00 PM,1.0,SBI Bank,"6,96,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Bid Doc,General Manager (Zone-4) Agra,"H No. A-121, Sec-13, Avas Vikas Colony, Sikandra, Agra",CONSTRUCTION OF 02 NO.ENTRANCE GATE ( FIROZABAD ROAD AND EXPRESSWAY ROAD ) AT BATESHWAR DHAM IN DISTRICT AGRA (U.P),CONSTRUCTION OF 02 NO.ENTRANCE GATE ( FIROZABAD ROAD AND EXPRESSWAY ROAD ) AT BATESHWAR DHAM IN DISTRICT AGRA (U.P),Please refer Tender documents. ,NA ,"3,47,57,032",Miscellaneous Works,NA ,Tender,90.0,270.0,Bateshwar in Distt Agra,283104.0,Office of General Manager (Zone-4) Agra ,"H No. A-121, Sec-13, Avas Vikas Colony, Sikandra, Agra ",29-May-2026 11:00 AM ,General Manager (Zone-4) Agra,No ,No,"17,700",Nil,Nil,No,AOC,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Karmendra Kumar Agrawal General Manager Zone-6 Noida, Sandeep Singh Chaudhary Project Manager Unit-4 Agra, Shravan Kumar Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,09-Jun-2026 04:26 PM,10-Jun-2026 02:00 PM,techsummary_2163028.pdf (1244.84 KB),Finance,Two Financial Bids admitted for Financial Evaluation out of Two Bids,RAJIV KUMAR PANDEY,15-Jun-2026 05:02 PM,,BOQ Comparative Chart,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Karmendra Kumar Agrawal General Manager Zone-6 Noida, Sandeep Singh Chaudhary Project Manager Unit-4 Agra, Shravan Kumar Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,20-Jun-2026 07:31 PM,finsummary_2163028.pdf (115.18 KB),Technical,Two Bids Out of Two Bids Admitted for Technical Valuation,RAJIV KUMAR PANDEY,09-Jun-2026 04:18 PM,,1,6155563,M K INDIA INFRAESTATE PRIVATE LIMITED,31-May-2026 12:27 AM,Accepted-AOC,L1,25-Jun-2026 06:11 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,2026_UPPRC_1154742_1,14/GM-4/UPPCL/2026-27 Dated 25-05-2026,CONSTRUCTION OF 02 NO.ENTRANCE GATE ( FIROZABAD ROAD AND EXPRESSWAY ROAD ) AT BATESHWAR DHAM IN DISTRICT AGRA (U.P),1.0,6155563.0,M K INDIA INFRAESTATE PRIVATE LIMITED,INR,"34,392,083.9",24-Jun-2026,"INR 34,392,083.9",270.0,RAJIV KUMAR PANDEY,25-Jun-2026 06:11 PM,AOC.pdf (44.00 KB),Work Awarded to M/s M.K India Infraestate Pvt. Ltd.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6162144,M/S KAMAKHYA KIRTI ENTERPRISES,02-Jun-2026 01:47 PM,Rejected-Finance,Being Second Lowest,20-Jun-2026 07:31 PM,,,,,,,,,,,,,,,,,AOC
