Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
10-Jun-2026,"INR 997,501",30.0,Vijeta Gupta,10-Jun-2026 05:11 PM,nit.pdf (219.00 KB),Construction of RCC Nala from Radheshyam Pandey house to Dr. A K Singh house at Ward no. 15 Bhagwat Nagar,Directorate of Local Bodies UP||Nagar Palika Parishad Attara Banda,2026_DOLBU_1146395_5,41/npp(2026-27)/26 Atarra Date-05/05/2026,Construction of RCC Nala from Radheshyam Pandey house to Dr. A K Singh house at Ward no. 15 Bhagwat Nagar .,1.0,6146877.0,SURESH KUMAR,INR,"997,501",1,6146272,Santosh Kumar,27-May-2026 04:52 PM,Rejected-AOC,L 2,10-Jun-2026 05:11 PM,Finance,All Documents are Completed.,Vijeta Gupta,10-Jun-2026 02:36 PM,finance_2144147.pdf,BOQ Comparative Chart,eo,Internal,"eo, Je, Accountant",Vijeta Gupta,06-Jun-2026 02:29 PM,06-Jun-2026 02:30 PM,techsummary_2144147.pdf (108.98 KB),Technical,All Documents are Completed.,Vijeta Gupta,06-Jun-2026 02:09 PM,technical_2144147.pdf,eo,Internal,eo je accountant,Vijeta Gupta,10-Jun-2026 05:08 PM,finsummary_2144147.pdf (219.44 KB),AOC,1,Fee/PreQual/Technical,.pdf,All Documents are compulsory.,"1,200",eo,atarra,No,Construction of RCC Nala from Radheshyam Pandey house to Dr. A K Singh house at Ward no. 15 Bhagwat Nagar .,Construction of RCC Nala from Radheshyam Pandey house to Dr. A K Singh house at Ward no. 15 Bhagwat Nagar .,Refer to tender Notice. ,NA ,"9,98,000",Civil Works,NA ,Tender,90.0,30.0,at Atarra,210201.0,NA ,NA ,NA ,In Office,No ,No,"19,960",No,fixed,,eo,atarra,eo,Npp Atarra,1.0,Date Corrigendum,Date,,1.0,RTGS - RTGS Payment,08-May-2026 10:00 AM,29-May-2026 02:00 PM,08-May-2026 10:00 AM,28-May-2026 06:00 PM,NA ,NA ,08-May-2026 10:00 AM,28-May-2026 06:00 PM,06-Jun-2026 02:30 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Attara Banda,41/npp(2026-27)/26 Atarra Date-05/05/2026,2026_DOLBU_1146395_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,,,,,,,,2,6146877,SURESH KUMAR,28-May-2026 10:19 AM,Accepted-AOC,L 1,10-Jun-2026 05:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
