Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Directorate of Local Bodies UP||Nagar Palika Parishad Mohammdi Lakhimpur,NPPM_843_NIRMAN_KARYA WORK 1_2025_26,2026_DOLBU_1130122_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,NPPM_843_NIRMAN_KARYA WORK 1_2025_26,SHAJAHANPUR ROAD PAR PULIYA KE PAAS TRANSFARMER SE PRATHMIK VIDYALAYA KE AAGE TAK RCC NALA NIRMAN WARD 11,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,45.0,NA ,Mohammadi,262804.0,NA ,NA ,NA ,Mohammadi,No ,No,EO MOHAMMADI,NPP Mohammadi,1.0,Fee/PreQual/Technical,.pdf,Tender Fees,"51,000",No,fixed,,EXECUTIVE OFFICER,NAGAR PALIKA PARISHAD MOHAMMADI,1,DD - Demand Draft,"6,018",EXECUTIVE OFFICER,NAGAR PALIKA PARISHAD MOHAMMADI,No,25-Mar-2026 03:00 PM,08-Apr-2026 03:00 PM,25-Mar-2026 03:00 PM,08-Apr-2026 11:30 AM,NA ,NA ,25-Mar-2026 03:00 PM,08-Apr-2026 11:30 AM,10-Apr-2026 03:00 PM,AOC,Technical,Admitted,jagdeo prasad,09-Apr-2026 11:45 AM,,SANDEEP MEHROTRA,Internal,JP MAURYA (EO) SATISH CHANDRA MAURYA (JE) SHIVNNDAN RASHTOGI (ACCOUNTANT),jagdeo prasad,18-Jun-2026 03:05 PM,finsummary_2108269.pdf (309.76 KB),Finance,Admitted,jagdeo prasad,22-Apr-2026 12:41 PM,,BOQ Comparative Chart,SANDEEP MEHROTRA,Internal,JP MAURYA (EO) SATISH MAURYA (JE) SHIV NANDAN RASTOGI (LIPIK),jagdeo prasad,09-Apr-2026 12:03 PM,10-Apr-2026 03:00 PM,techsummary_2108269.pdf (984.40 KB),24-Jun-2026,"INR 2,528,141",45.0,jagdeo prasad,24-Jun-2026 12:55 PM,1.pdf (133.00 KB),WORK ORDER,Directorate of Local Bodies UP||Nagar Palika Parishad Mohammdi Lakhimpur,2026_DOLBU_1130122_1,NPPM_843_NIRMAN_KARYA WORK 1_2025_26,NPPM_843_NIRMAN_KARYA WORK 1_2025_26,1.0,6029977.0,Self,INR,"2,528,141",1.0,6029998.0,MAA GEETA CONSTRUCTION AND SUPPLIERS,05-Apr-2026 08:33 AM,Rejected-Finance,HIGH,18-Jun-2026 03:05 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Bid Document,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6035479.0,M/S DCD CONTRACTOR AND SUPPLIER,07-Apr-2026 09:42 PM,Rejected-Finance,HIGH,18-Jun-2026 03:05 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Security 2 Percent,,,,,,,3,FDR - Fixed Deposit,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6029977.0,Self,05-Apr-2026 07:44 AM,Accepted-AOC,ALL OK,24-Jun-2026 12:55 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid BOQ,,,,,,,4,RTGS - RTGS Payment,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
