Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
15-Jun-2026,"INR 9,684,149",60.0,Kuldeep Kumar Tamar,15-Jun-2026 03:45 PM,05116.pdf (403.00 KB),1,6078832,ARUN CONSTRUCTION CO,30-Apr-2026 11:42 AM,Accepted-AOC,L1,15-Jun-2026 03:45 PM,1.0,6078832.0,ARUN CONSTRUCTION CO,INR,"9,684,149",Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,2026_DOLBU_1136236_5,116/Nirman/2026-27 Date 04.04.2026,Construction of Sports Plaza under Sanjaynagar Flyover.,Technical,Technical,Kuldeep Kumar Tamar,30-Apr-2026 04:31 PM,,ce,Internal,,Kuldeep Kumar Tamar,15-Jun-2026 03:42 PM,finsummary_2121775.pdf (402.54 KB),Finance,Finance,narendra kumar chaudhary,21-May-2026 03:39 PM,,BOQ Comparative Chart,CE,Internal,,Kuldeep Kumar Tamar,19-May-2026 12:55 PM,21-May-2026 03:00 PM,techsummary_2121775.pdf (777.85 KB),AOC,CE,Ghaziabad Nagar Nigam,1.0,SBI Bank,13-Apr-2026 03:00 PM,30-Apr-2026 03:30 PM,13-Apr-2026 03:00 PM,30-Apr-2026 03:00 PM,NA ,NA ,13-Apr-2026 03:00 PM,30-Apr-2026 03:00 PM,21-May-2026 03:00 PM,"3,15,000",No,percentage,3.0%,Nil,Nil,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,116/Nirman/2026-27 Date 04.04.2026,2026_DOLBU_1136236_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,Construction of Sports Plaza under Sanjaynagar Flyover.,Construction of Sports Plaza under Sanjaynagar Flyover.,Please refer Tender documents. ,NA ,"1,05,00,000",Civil Works,NA ,Tender,90.0,NA ,Ghaziabad,201001.0,NA ,NA ,NA ,Ghaziabad Nagar Nigam,No ,No,"6,195",Nil,Nil,No,AOC
,,,,,,2,6080348,Modern engg Associates,30-Apr-2026 02:41 PM,Rejected-Finance,L2,15-Jun-2026 03:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,6077613,M/S SHAKUMBHARY CONSTRUCTION,30-Apr-2026 11:01 AM,Rejected-Technical,all requried not complete,19-May-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,6080165,Sunil Garg and Co,30-Apr-2026 02:34 PM,Rejected-Finance,L3,15-Jun-2026 03:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
