Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Silt Clearance of Gabza Drain from km. 0.000 to km. 10.070 for Year 2026-27(Lot 14),Silt Clearance of Gabza Drain from km. 0.000 to km. 10.070 for Year 2026-27(Lot 14),Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,NA ,Pilibhit,262001.0,NA ,NA ,NA ,Office Sharda Sagar Division Pilibhit,No ,No,1.0,Fee/PreQual/Technical,.pdf,NIT,Executive Engineer,Office Sharda Sagar Division Pilibhit,766.0,Nil,Nil,No,25-May-2026 02:00 PM,30-May-2026 02:30 PM,25-May-2026 02:00 PM,30-May-2026 02:00 PM,NA ,NA ,25-May-2026 02:00 PM,30-May-2026 02:00 PM,01-Jun-2026 02:00 PM,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||V Circle Irrigation Works, Bareilly||SSD, pilibhit",02/E.E/2026-27,2026_UPIDC_1143214_25,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"12,000",No,fixed,,Nil,Nil,AOC,1.0,6154233.0,TYAGI JI CONTRACTOR,INR,"284,462",Finance,Admitted,Praveen Prakash Gautam,01-Jun-2026 02:17 PM,finance_2160571.pdf,BOQ Comparative Chart,EE,Internal,,Praveen Prakash Gautam,12-Jun-2026 12:12 PM,finsummary_2160571.pdf (1071.37 KB),"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||V Circle Irrigation Works, Bareilly||SSD, pilibhit",2026_UPIDC_1143214_25,02/E.E/2026-27,Silt Clearance of Gabza Drain from km. 0.000 to km. 10.070 for Year 2026-27(Lot 14),1,6152565,Lalit Kumar Rajani Thekedar,30-May-2026 12:41 PM,Rejected-AOC,Not Admitted,12-Jun-2026 12:16 PM,12-Jun-2026,"INR 284,462",30.0,Praveen Prakash Gautam,12-Jun-2026 12:16 PM,1859.pdf (120.00 KB),Technical,"04 bids received, in which 03 admitted and rest rejected",Praveen Prakash Gautam,30-May-2026 05:54 PM,technical_2160571.pdf,EE,Internal,,Praveen Prakash Gautam,30-May-2026 05:57 PM,01-Jun-2026 02:00 PM,techsummary_2160571.pdf (1071.37 KB),AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,6153093,NDPSY Enterprises,30-May-2026 06:42 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-May-2026 05:54 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,6148386,SARLA DEVI CONTRACTOR,30-May-2026 11:04 AM,Rejected-AOC,Not Admitted,12-Jun-2026 12:16 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,6154233,TYAGI JI CONTRACTOR,30-May-2026 12:54 PM,Accepted-AOC,Admitted,12-Jun-2026 12:16 PM,,,,,,,,,,,,,,,,,,,AOC
