Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
16-Jun-2026,"INR 17,557,764.48",180.0,SURESH CHANDRA YADAV,16-Jun-2026 06:23 PM,Agr24.pdf (608.00 KB),Enclosed,1.0,6113013.0,M/S ABHINANDAN CONSTRUCTION,INR,"17,557,764.48",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-1 Allahabad,2026_UPPRC_1146076_1,03/UPPCL/GM-1/2026-27/E-TENDER Dated- 04.04.2026,Fire Fighting work at Combined District Hospital District-Sonbhadra (U.P.),1,6113013,M/S ABHINANDAN CONSTRUCTION,13-May-2026 12:48 PM,Accepted-AOC,Accept,16-Jun-2026 06:23 PM,Technical,Enclosed,SURESH CHANDRA YADAV,23-May-2026 04:02 PM,technical_2142976.pdf,"General Manager Zone-1, Prayagraj",Internal,"Project Manager Unit-16, Mirzapur, Accountant Unit-16, Mirzapur, General Manager (Technical), Lucknow",SURESH CHANDRA YADAV,16-Jun-2026 06:19 PM,finsummary_2142976.pdf (607.97 KB),Finance,Enclosed,SURESH CHANDRA YADAV,16-Jun-2026 06:13 PM,finance_2142976.pdf,BOQ Comparative Chart,"General Manager Zone-1, Prayagraj",Internal,"Project Manager Unit-16, Mirzapur, Accountant Unit-16, Mirzapur, General Manager (Technical), Lucknow",SURESH CHANDRA YADAV,23-May-2026 04:06 PM,25-May-2026 04:00 PM,techsummary_2142976.pdf (456.01 KB),AOC,"17,700",Nil,Nil,No,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-1 Allahabad,03/UPPCL/GM-1/2026-27/E-TENDER Dated- 04.04.2026,2026_UPPRC_1146076_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"3,77,000",No,fixed,,Nil,Nil,1.0,SBI Bank,"General Manager, Zone-1, Prayagraj","General Manager, Zone-1, U. P. Projects Corporation Ltd. 230/1A, Mehdaury, Teliyarganj, District-Prayagraj.",07-May-2026 11:00 AM,13-May-2026 03:00 PM,07-May-2026 11:00 AM,13-May-2026 02:00 PM,NA ,NA ,07-May-2026 11:00 AM,13-May-2026 02:00 PM,25-May-2026 04:00 PM,1.0,Fee/PreQual/Technical,.pdf,BIDDOC,Fire Fighting work at Combined District Hospital District-Sonbhadra (U.P.),Fire Fighting work at Combined District Hospital District-Sonbhadra (U.P.),Please refer Tender documents. ,NA ,"1,88,79,000",Miscellaneous Works,NA ,Tender,90.0,180.0,District-Sonbhadra (U.P.),231222.0,NA ,NA ,NA ,Prayagraj,No ,No,AOC
,,,,,,,,,,,,,,,,2,6111681,M/S ADITYA ENTERPRISES,13-May-2026 12:21 PM,Rejected-AOC,Accept,16-Jun-2026 06:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,6112560,M/S GOBIND FIRE SERVICES,13-May-2026 10:14 AM,Rejected-AOC,Accept,16-Jun-2026 06:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,6113174,M/S MANISH SINGH,13-May-2026 01:21 PM,Rejected-AOC,Accept,16-Jun-2026 06:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,6113187,M/s SKV Fire Associate,13-May-2026 01:34 PM,Rejected-AOC,Accept,16-Jun-2026 06:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
