S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,6211294.0,NATIONAL TRADING COMPANY,INR,"551,558.4",Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Murli Chhapra,2026_RDUP_1158273_1,167 Date 05-06-2026 Lot No 6,"vikas khand-murlechhapra ke typ-1, typ-2 va typ-3 awason ke kaya kalp karya",Technical,Bid Opening Summary,SHAKIL AKHTAR ANSARI,22-Jun-2026 06:06 PM,,"SHAKIL AKHTAR ANSARI, BDO, ANIL SINGH RATHAUR, JE RED, AWADHESH KUMAR PANDEY,ADO PANCHAYAT",Internal,"SHAKIL AKHTAR ANSARI, BDO, ANIL SINGH RATHAUR, JE RED, AWADHESH KUMAR PANDEY,ADO PANCHAYAT",SHAKIL AKHTAR ANSARI,27-Jun-2026 06:46 PM,finsummary_2170796.pdf (447.32 KB),"SHAKIL AKHTAR ANSARI, BDO, ANIL SINGH RATHAUR, JE RED, AWADHESH KUMAR PANDEY,ADO PANCHAYAT",Internal,"SHAKIL AKHTAR ANSARI, BDO, ANIL SINGH RATHAUR, JE RED, AWADHESH KUMAR PANDEY,ADO PANCHAYAT",SHAKIL AKHTAR ANSARI,27-Jun-2026 03:05 PM,27-Jun-2026 03:30 PM,techsummary_2170796.pdf (447.32 KB),Finance,Bid Opening Summary,SHAKIL AKHTAR ANSARI,27-Jun-2026 06:26 PM,,BOQ Comparative Chart,1.0,6211990.0,AMIT CONSTRUCTION,22-Jun-2026 12:24 PM,Rejected-AOC,L2,27-Jun-2026 07:07 PM,27-Jun-2026,"INR 551,558.4",90.0,SHAKIL AKHTAR ANSARI,27-Jun-2026 07:07 PM,6.pdf (57.00 KB),AOC,AOC,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Murli Chhapra,167 Date 05-06-2026 Lot No 6,2026_RDUP_1158273_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,500.0,BDO MURLICHHAPRA,MURLICHHAPRA,No,09-Jun-2026 11:00 AM,22-Jun-2026 04:00 PM,09-Jun-2026 11:00 AM,22-Jun-2026 03:00 PM,NA ,NA ,09-Jun-2026 11:00 AM,22-Jun-2026 03:00 PM,27-Jun-2026 03:30 PM,"vikas khand-murlechhapra ke typ-1, typ-2 va typ-3 awason ke kaya kalp karya","vikas khand-murlechhapra ke typ-1, typ-2 va typ-3 awason ke kaya kalp karya",NIT ,NA ,"5,52,000",Civil Works,NA ,Tender,90.0,90.0,KP MURLICHHAPRA,277204.0,NA ,NA ,NA ,BDO OFFICE MURLICHHAPRA,No ,No,1,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,BDO MURLICHHAPRA,BDO OFFICE MURLICHHAPRA,"11,040",No,fixed,,BDO MURLICHHAPRA,MURLICHHAPRA,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6211294.0,NATIONAL TRADING COMPANY,22-Jun-2026 02:07 AM,Accepted-AOC,L1,27-Jun-2026 07:07 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,2.0,Finance,.xls,Finance,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6211329.0,RAM JI SINGH,22-Jun-2026 02:55 AM,Rejected-AOC,L3,27-Jun-2026 07:07 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,AOC
