Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
06-Jun-2026,"INR 14,200",1.0,Office Representative-2,06-Jun-2026 04:26 PM,FORFEIT.pdf (419.00 KB),1.0,5863076.0,M/S ISHWAR SINGH,INR,"14,200",Directorate of Local Bodies UP||Mathura Municipal Corporation,2026_DOLBU_1112190_1,NNMV/WW/1187/SATUA BABA,Sewer line replacement work in Vrindavan using trenchless method,1,5864426,CREATIVE ENTREPRENEURS LLP,12-Feb-2026 01:17 PM,Rejected-Finance,NOT L1,06-Jun-2026 04:14 PM,Finance,8b,Office Representative-3,13-Mar-2026 04:32 PM,,BOQ Comparative Chart,G.M,Internal,,Office Representative-3,12-Mar-2026 04:11 PM,13-Mar-2026 04:15 PM,techsummary_2056922.pdf (472.11 KB),Technical,8b,Office Representative-3,16-Feb-2026 02:30 PM,,GM JAL,Internal,,Office Representative-2,06-Jun-2026 04:14 PM,finsummary_2056922.pdf (448.09 KB),AOC,1.0,SBI Bank,04-Feb-2026 02:00 PM,12-Feb-2026 04:00 PM,04-Feb-2026 02:00 PM,12-Feb-2026 02:00 PM,NA ,NA ,04-Feb-2026 02:00 PM,12-Feb-2026 02:00 PM,13-Mar-2026 04:15 PM,Sewer line replacement work in Vrindavan using trenchless method,AS PER NIT,Please refer Tender documents. ,NA ,"14,19,243",Miscellaneous Works,NA ,Tender,90.0,NA ,NNMV,281003.0,NA ,NA ,NA ,NNMV,No ,No,"14,200",No,fixed,,Nil,Nil,GM JALKAL,NNMV,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCS,Directorate of Local Bodies UP||Mathura Municipal Corporation,NNMV/WW/1187/SATUA BABA,2026_DOLBU_1112190_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,180",Nil,Nil,No,AOC
,,,,,,,,,,,,,,,2,5861823,CTC COMPANY,12-Feb-2026 12:09 PM,Rejected-Finance,NOT L1,06-Jun-2026 04:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,5864870,GANGWAR BROTHERS INFRATECH CO,12-Feb-2026 01:55 PM,Rejected-Finance,NOT L1,06-Jun-2026 04:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,5861500,Gypsum Structural India Pvt Ltd,12-Feb-2026 01:03 PM,Rejected-Finance,NOT L1,06-Jun-2026 04:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,5864125,KUNJAL PROJECT INDIA PRIVATE LIMITED,12-Feb-2026 01:51 PM,Rejected-Finance,NOT L1,06-Jun-2026 04:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,5850086,M/s Core Infra Projects,12-Feb-2026 01:31 PM,Rejected-Finance,NOT L1,06-Jun-2026 04:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,5863076,M/S ISHWAR SINGH,11-Feb-2026 10:03 PM,Accepted-AOC,the Forfeit option is currently inactive on the Etender portal this forfeiture process is being executed through the AOC Award of Contract method,06-Jun-2026 04:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,8,5864383,M/S R P CONSTRUCTIONS,12-Feb-2026 01:58 PM,Rejected-Finance,NOT L1,06-Jun-2026 04:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
