S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,SBI Bank,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,125/Nirman/2026-27 Date 06.06.2026,2026_DOLBU_1158410_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,09-Jun-2026 01:00 PM,16-Jun-2026 03:30 PM,09-Jun-2026 01:00 PM,16-Jun-2026 03:00 PM,NA ,NA ,09-Jun-2026 01:00 PM,16-Jun-2026 03:00 PM,22-Jun-2026 10:00 AM,"1,416",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Tender Notice,CE,Ghaziabad Nagar Nigam,"Work to install a view cutter on the Municipal Corporation land near the Shanti Nagar STP plant in Ward 27, facing north. 135.00 to 180.00 chainage","Work to install a view cutter on the Municipal Corporation land near the Shanti Nagar STP plant in Ward 27, facing north. 135.00 to 180.00 chainage",Please refer Tender documents. ,NA ,"29,96,318",Civil Works,NA ,Tender,90.0,NA ,Ghaziabad,201001.0,NA ,NA ,NA ,Ghaziabad Nagar Nigam,No ,No,"89,890",No,percentage,3.0%,Nil,Nil,AOC,Technical,Technical,narendra kumar chaudhary,17-Jun-2026 01:38 PM,,ce,Internal,,narendra kumar chaudhary,25-Jun-2026 04:34 PM,finsummary_2171058.pdf (425.03 KB),Finance,Finance,narendra kumar chaudhary,22-Jun-2026 11:11 AM,,BOQ Comparative Chart,CE,Internal,,Kuldeep Kumar Tamar,20-Jun-2026 06:15 PM,22-Jun-2026 10:00 AM,techsummary_2171058.pdf (520.89 KB),25-Jun-2026,"INR 2,546,870",7.0,narendra kumar chaudhary,25-Jun-2026 04:37 PM,09125.pdf (425.00 KB),1,6194122,Cotec Builders,14-Jun-2026 10:45 PM,Accepted-AOC,L1,25-Jun-2026 04:37 PM,1.0,6194122.0,Cotec Builders,INR,"2,546,870",Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,2026_DOLBU_1158410_9,125/Nirman/2026-27 Date 06.06.2026,"Work to install a view cutter on the Municipal Corporation land near the Shanti Nagar STP plant in Ward 27, facing north. 135.00 to 180.00 chainage",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6188439,R G Buildtech Engineers Limited,13-Jun-2026 04:44 PM,Rejected-Finance,L2,25-Jun-2026 04:34 PM,,,,,,,,,,AOC
