Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Instrument Type,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
23-May-2026 05:00 PM,23-Jun-2026 11:00 AM,23-May-2026 05:00 PM,22-Jun-2026 05:00 PM,NA ,NA ,23-May-2026 05:00 PM,22-Jun-2026 05:00 PM,27-Jun-2026 02:30 PM,299.0,adhishashi adhikari nagar palika parishad,sandila,No,2-npp sandila me wn4 me eidgah wali puliya ka nirman karya,2-npp sandila me wn4 me eidgah wali puliya ka nirman karya,Please refer Tender documents. ,NA ,"3,00,759",Civil Works,NA ,Tender,90.0,60.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,EO and JE,sandila,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,229/NP/NV/RVA/2026-27,2026_DOLBU_1152354_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,date extend,Date,,"25,500",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,1,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,tech,AOC,eo and je,Internal,,Shiv Kumar,28-Jun-2026 01:30 PM,finsummary_2158720.pdf (400.31 KB),Technical,3 admitted,Shiv Kumar,27-Jun-2026 01:58 PM,,eo and je,Internal,,Shiv Kumar,27-Jun-2026 02:01 PM,27-Jun-2026 02:30 PM,techsummary_2158720.pdf (725.29 KB),Finance,STAR BUILDERS WINNER,Shiv Kumar,28-Jun-2026 01:25 PM,,BOQ Comparative Chart,1.0,6212721.0,FAIZUL HAQ,22-Jun-2026 03:10 PM,Rejected-AOC,L2,28-Jun-2026 01:35 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1152354_1,229/NP/NV/RVA/2026-27,2-npp sandila me wn4 me eidgah wali puliya ka nirman karya,1.0,6192739.0,STAR BUILDERS & SUPPLIERS,INR,"300,458.94",29-Jun-2026,"INR 300,458.94",60.0,Shiv Kumar,28-Jun-2026 01:35 PM,2.pdf (400.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,conditions apply,Other,,,,,,,,2,BC - Bankers Cheque,2.0,Finance,.xls,boq,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6195943.0,M/S SANJAY TIWARI CONTRACTOR,22-Jun-2026 02:48 PM,Rejected-AOC,L2,28-Jun-2026 01:35 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6192739.0,STAR BUILDERS & SUPPLIERS,22-Jun-2026 03:31 PM,Accepted-AOC,L1,28-Jun-2026 01:35 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
