S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Varansi||BD, varanasi",04/EE/BDV/2026-27,2026_UPIDC_1147578_31,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,0.0,Nil,Nil,No,"67,000",Yes,fixed,,Nil,Nil,12-May-2026 10:00 AM,18-May-2026 03:00 PM,12-May-2026 10:00 AM,18-May-2026 02:00 PM,NA ,NA ,12-May-2026 10:00 AM,18-May-2026 02:00 PM,29-May-2026 04:00 PM,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,Executive Engineer,"Executive Engineer, Bandhi Division, Varunapuram Sinchai Colony, Sigra, Varanasi",Correcting internal section of Jhilawa Baraila Drain from Km. 2.800 to Km. 14.000 in Jamalpur Block.,Correcting internal section of Jhilawa Baraila Drain from Km. 2.800 to Km. 14.000 in Jamalpur Block.,Please refer Tender documents. ,NA ,"33,68,000",Civil Works,NA ,Tender,90.0,NA ,Mirzapur,231001.0,NA ,NA ,NA ,"Executive Engineer, Bandhi Division, Varanasi",No ,No,AOC,1.0,Tender Revocation,Tender Revocation,27-May-2026 06:48 PM,TenderRevocation.pdf ,73.87,Technical Opening,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Varansi||BD, varanasi",2026_UPIDC_1147578_31,04/EE/BDV/2026-27,Correcting internal section of Jhilawa Baraila Drain from Km. 2.800 to Km. 14.000 in Jamalpur Block.,1,6121951,M/S MAA VINDHYAWASINI CONSTRUCTION,18-May-2026 11:48 AM,Rejected-Technical,Technical Not Qualified,29-May-2026 03:21 PM,1.0,6124444.0,M/S POOJA ENTERPRISES,INR,"1,863,256.52",Finance,Bid opening summary,SURESH CHANDRA AZAD,03-Jun-2026 01:18 PM,finance_2147107.pdf,BOQ Comparative Chart,Shri Suresh Chandra Azad,Internal,"Shri Sudhir Kumar Pal, E.E., G.C.D.B, Shri Manoj Kumar, DAO, BDV",SURESH CHANDRA AZAD,03-Jun-2026 01:22 PM,finsummary_2147107.pdf (446.85 KB),Shri Suresh Chandra Azad,Internal,"Shri Sudhir Kumar Pal, EE, GCDB, Shri Manoj Kumar, DAO, BDV",SURESH CHANDRA AZAD,29-May-2026 03:21 PM,29-May-2026 04:00 PM,techsummary_2147107.pdf (447.45 KB),Technical,Bid opening summary,SURESH CHANDRA AZAD,29-May-2026 02:17 PM,technical_2147107.pdf,05-Jun-2026,"INR 1,863,256.52",20.0,SURESH CHANDRA AZAD,26-Jun-2026 10:33 PM,lot32.pdf (517.00 KB),L1,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,6124444,M/S POOJA ENTERPRISES,18-May-2026 01:25 PM,Accepted-AOC,L1,26-Jun-2026 10:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,6124502,M/S PRAGATI CONSTRUCTION,18-May-2026 01:48 PM,Rejected-Technical,Technical Not Qualified,29-May-2026 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,6122128,S P CONSTRUCTION COMPANY,18-May-2026 01:27 PM,Rejected-Technical,Technical Not Qualified,29-May-2026 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,6123430,VARLAKSHMI ENTERPRISES,18-May-2026 08:37 AM,Rejected-Finance,L3,03-Jun-2026 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,6121975,VINOD KUMAR SINGH,17-May-2026 04:53 PM,Rejected-Finance,L2,03-Jun-2026 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
