Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"13,098",AS PER LINK PROVIDED IN TENDER DOCUMENT,GHAZIABAD,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENT,1.0,RTGS - RTGS Payment,19-Jan-2026 02:40 PM,17-Feb-2026 11:00 AM,19-Jan-2026 02:40 PM,13-Feb-2026 05:00 PM,NA ,NA ,19-Jan-2026 02:40 PM,13-Feb-2026 05:00 PM,08-Apr-2026 04:30 PM,"8,71,700",No,fixed,,AS PER LINK PROVIDED IN TENDER DOCUMENT,GHAZIABAD,Ghaziabad Development Authority,655/4/PA-T/2025-26 Dt. 16.01.2026 (S.No.-12),2026_GDAUP_1107476_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,VICE CHAIRMAN GHAZIABAD DEVELOPMENT AUTHORITY,GDA OFFICE VIKAS PATH GHAZIABAD,"Strengthening work of (Zonal road No. C-3, 24.00 mt.) wide road from Morti Mode to Raj Empire Society at Rajnagar Extension.","Strengthening work of (Zonal road No. C-3, 24.00 mt.) wide road from Morti Mode to Raj Empire Society at Rajnagar Extension.",Please refer Tender documents. ,NA ,"4,35,81,167",Civil Works,NA ,Tender,90.0,180.0,GHAZIABAD,201001.0,NA ,NA ,NA ,E -TENDER CELL ROOM NO 306C GDA OFFICE,No ,No,AOC,Finance,ALL BIDS OF TENDERS HAS BEEN OPENED AND LOWEST BID SANCTIONED BY COMPETENT AUTHORITY (VC) AS PER RECOMMENDATION OF TENDER COMMITTEE ON DATED 06-04-2026,Sanjeev Kumar,08-Apr-2026 05:11 PM,finance_2043930.pdf,BOQ Comparative Chart,VC,Internal,SECY FC CE-PRABHARI EE-ZONE-01 PA-T,LAVKESH KUMAR,08-Apr-2026 03:10 PM,08-Apr-2026 04:30 PM,techsummary_2043930.pdf (133.91 KB),Technical,ALL BIDS OF TENDERS HAS BEEN OPENED AND SEND TO THE CONCERNED WORKS CIRCLE FOR EVALUATION FOR SANCTION,Sanjeev Kumar,17-Feb-2026 01:20 PM,technical_2043930.pdf,VC,Internal,SECY FC CE-PRABHARI EE-ZONE-01 PA-T,Sanjeev Kumar,08-Jun-2026 11:58 AM,finsummary_2043930.pdf (122.11 KB),08-Jun-2026,"INR 41,567,717.2",180.0,Sanjeev Kumar,08-Jun-2026 12:02 PM,Aoc_1.pdf (122.00 KB),"Strengthening work of (Zonal road No. C-3, 24.00 mt.) wide road from Morti Mode to Raj Empire Society at Rajnagar Extension.",Ghaziabad Development Authority,2026_GDAUP_1107476_1,655/4/PA-T/2025-26 Dt. 16.01.2026 (S.No.-12),"Strengthening work of (Zonal road No. C-3, 24.00 mt.) wide road from Morti Mode to Raj Empire Society at Rajnagar Extension.",1.0,5864540.0,Shri Krishna And Company,INR,"41,567,717.2",1,5867545,ANUJ ASSOCIATES,13-Feb-2026 04:42 PM,Rejected-Finance,APPROVED BY THE EVALUATION COMMITTEE,08-Jun-2026 11:58 AM,AOC
,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5867972,Balaji Infraengineering Pvt.Ltd.,13-Feb-2026 04:42 PM,Rejected-Finance,APPROVED BY THE EVALUATION COMMITTEE,08-Jun-2026 11:58 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5868054,Modern engg Associates,13-Feb-2026 04:52 PM,Rejected-Finance,APPROVED BY THE EVALUATION COMMITTEE,08-Jun-2026 11:58 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5868265,M/S D.A.P.L ASSOCIATES,13-Feb-2026 04:53 PM,Rejected-Finance,APPROVED BY THE EVALUATION COMMITTEE,08-Jun-2026 11:58 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5867572,M/s. Jai Buildes,13-Feb-2026 01:29 PM,Rejected-Technical,VC ORDER,08-Apr-2026 03:10 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5868543,M/S Lal Chand And Company,13-Feb-2026 04:52 PM,Rejected-Technical,VC ORDER,08-Apr-2026 03:10 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5868412,M/S MAHESH CHAND CONTRACTORS,13-Feb-2026 04:55 PM,Rejected-Finance,APPROVED BY THE EVALUATION COMMITTEE,08-Jun-2026 11:58 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5867392,M/s Prashant Builders,13-Feb-2026 12:30 PM,Rejected-Technical,VC ORDER,08-Apr-2026 03:10 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5868478,NP BUILDWELL PRIVATE LIMITED,13-Feb-2026 04:32 PM,Rejected-Technical,VC ORDER,08-Apr-2026 03:10 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5867989,Pundrikaksh Developers Pvt Ltd,13-Feb-2026 04:28 PM,Rejected-Technical,VC ORDER,08-Apr-2026 03:10 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5862976,R G Buildtech Engineers Limited,13-Feb-2026 04:32 PM,Rejected-Technical,VC ORDER,08-Apr-2026 03:10 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5867716,SHARMA CONSTRUCTION CO.,13-Feb-2026 01:42 PM,Rejected-Technical,VC ORDER,08-Apr-2026 03:10 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5864540,Shri Krishna And Company,13-Feb-2026 04:53 PM,Accepted-AOC,APPROVED BY THE EVALUATION COMMITTEE,08-Jun-2026 12:02 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5868239,Sunil Garg and Co,13-Feb-2026 03:32 PM,Rejected-Finance,APPROVED BY THE EVALUATION COMMITTEE,08-Jun-2026 11:58 AM,AOC
