Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
EXECUTIVE ENGINEER,Internal,EE DAO AE,Anil Kumar,09-May-2026 07:51 AM,13-May-2026 10:00 AM,techsummary_2130967.pdf (320.58 KB),03-Jun-2026,"INR 1,023,819.01",90.0,Anil Kumar,25-Jun-2026 03:44 PM,A67.pdf (536.00 KB),AOC,Technical,Technical Summary,Anil Kumar,09-May-2026 06:32 AM,technical_2130967.pdf,1.0,6077896.0,M/S A.P. DEVELOPERS,INR,"1,023,819.01",Finance,Summary,Anil Kumar,29-May-2026 10:14 PM,finance_2130967.pdf,BOQ Comparative Chart,EXECUTIVE ENGINEER,Internal,EE DAO AE,Anil Kumar,29-May-2026 10:46 PM,finsummary_2130967.pdf (633.16 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE MUZAFFARNAGAR,2026_REDUP_1140518_67,18/RED/Tender19/2025-26 Dated 02.04.2026,Gram Kedi me baraj Main road se Hanuman Dham ki or interlocking tiles va nali Nirman karya,1.0,6077896.0,M/S A.P. DEVELOPERS,01-May-2026 01:18 PM,Accepted-AOC,L1,25-Jun-2026 03:43 PM,AOC,766.0,Nil,Nil,No,1.0,SBI Bank,Gram Kedi me baraj Main road se Hanuman Dham ki or interlocking tiles va nali Nirman karya,Gram Kedi me baraj Main road se Hanuman Dham ki or interlocking tiles va nali Nirman karya,Gram Kedi me baraj Main road se Hanuman Dham ki or interlocking tiles va nali Nirman karya ,NA ,"10,25,000",Civil Works,NA ,Tender,90.0,90.0,MUZAFFARNAGAR,251001.0,MUZAFFARNAGAR ,EXECUTIVE ENGINEER RURAL ENGINEERING DEPARTMENT VIKAS BHAWAN 3rd FLOOR MUZAFFARNAGAR ,25-Apr-2026 12:00 PM ,EXECUTIVE ENGINEER RURAL ENGINEERING DEPARTMENT V,No ,No,25-Apr-2026 10:00 AM,04-May-2026 12:30 PM,25-Apr-2026 10:00 AM,02-May-2026 12:00 PM,NA ,NA ,25-Apr-2026 10:00 AM,02-May-2026 12:00 PM,13-May-2026 10:00 AM,EXECUTIVE ENGINEER RURAL ENGINEERING DEPARTMENT,EXECUTIVE ENGINEER RURAL ENGINEERING DEPARTMENT VIKAS BHAWAN 3rd FLOOR MUZAFFARNAGAR,"21,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,NIT,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE MUZAFFARNAGAR,18/RED/Tender19/2025-26 Dated 02.04.2026,2026_REDUP_1140518_67,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6077482.0,PRAVINDRA KUMAR,01-May-2026 11:57 AM,Rejected-Finance,L2,29-May-2026 10:46 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,T1,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC
