S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Drainage Circle, Aligarh||ID, Firozabad",01/EE/2026-27,2026_UPIDC_1141213_8,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,Silt clearance work on the Chuharpur Drain from Km 5.500 to Km 11.200.,Silt clearance work on the Chuharpur Drain from Km 5.500 to Km 11.200.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,15.0,Silt clearance work on the Chuharpur Drain from Km,283203.0,NA ,NA ,NA ,EE ID Firozabad,No ,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,Executive Engineer,"Irrigation Division, Firozabad","54,000",No,fixed,,Nil,Nil,24-Apr-2026 11:30 AM,29-Apr-2026 03:00 PM,24-Apr-2026 11:30 AM,29-Apr-2026 02:00 PM,NA ,NA ,24-Apr-2026 11:30 AM,29-Apr-2026 02:00 PM,30-May-2026 11:00 AM,856.0,Nil,Nil,No,AOC,Finance,Admitted,Dinesh Pratap Singh,01-Jun-2026 12:48 PM,,BOQ Comparative Chart,EE,Internal,"EE ADGC, ACCOUNTANT",Dinesh Pratap Singh,26-May-2026 06:17 PM,30-May-2026 11:00 AM,techsummary_2131149.pdf (372.69 KB),Technical,Admitted,Dinesh Pratap Singh,26-May-2026 02:39 PM,,EE,Internal,"EE ADGC, ACCOUNTANT",Dinesh Pratap Singh,08-Jun-2026 12:55 PM,finsummary_2131149.pdf (252.85 KB),08-Jun-2026,"INR 503,510.5",15.0,Dinesh Pratap Singh,08-Jun-2026 12:58 PM,08.pdf (253.00 KB),1,6077402,KAMLESH KUMAR CONTRACTOR,29-Apr-2026 01:11 PM,Rejected-Technical,REJECT,26-May-2026 06:17 PM,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Drainage Circle, Aligarh||ID, Firozabad",2026_UPIDC_1141213_8,01/EE/2026-27,Silt clearance work on the Chuharpur Drain from Km 5.500 to Km 11.200.,1.0,6076534.0,UPADHYAY CONSTRUCTION,INR,"503,510.5",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6077082,M/S ARVIND KUMAR DUBEY,29-Apr-2026 12:57 PM,Rejected-Finance,L4,08-Jun-2026 12:55 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6076022,M/s PARI ENTERPRISES,29-Apr-2026 01:35 PM,Rejected-Finance,L2,08-Jun-2026 12:55 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6076033,M/s Shree Dauji Enterprises,29-Apr-2026 01:16 PM,Rejected-Finance,L3,08-Jun-2026 12:55 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6076545,NIGAM CONSTRUCTION,29-Apr-2026 09:16 AM,Rejected-Technical,REJECT,26-May-2026 06:17 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6076534,UPADHYAY CONSTRUCTION,29-Apr-2026 11:37 AM,Accepted-AOC,L1,08-Jun-2026 12:58 PM,,,,,,,,,,AOC
