Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,29-Apr-2026 06:00 PM,19-May-2026 11:00 AM,29-Apr-2026 06:00 PM,18-May-2026 05:00 PM,NA ,NA ,29-Apr-2026 06:00 PM,18-May-2026 05:00 PM,26-May-2026 04:00 PM,1.0,SBI Bank,Directorate of Local Bodies UP||Aligarh Municipal Corporation,514(POKHAR)/NNA/2026-27,2026_DOLBU_1143706_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EE,NAGAR NIGAM ALIGARH,"69,60,000",No,fixed,,Nil,Nil,"82,600",Nil,Nil,No,"Work of installation of RCC T wall, stone pitching and electrical pole (light) in pond, new colony pond and Shakti Nagar pond on Gular Road within the limits of Municipal Corporation.","Work of installation of RCC T wall, stone pitching and electrical pole (light) in pond, new colony pond and Shakti Nagar pond on Gular Road within the limits of Municipal Corporation.",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,ALIGARH,202001.0,NA ,NA ,NA ,NAGAR NIGAM ALIGARH,No ,No,AOC,ce,Internal,ee,Rajesh Kumar,26-May-2026 03:51 PM,26-May-2026 04:00 PM,techsummary_2136494.pdf (301.41 KB),Finance,ok,Rajvir Singh,29-May-2026 06:52 PM,,BOQ Comparative Chart,CE,Internal,EE,Rajvir Singh,29-May-2026 06:57 PM,finsummary_2136494.pdf (291.43 KB),Technical,all documents complete,Rajesh Kumar,26-May-2026 03:45 PM,technical_2136494.pdf,1,6118435,A M CONSTRUCTION,17-May-2026 05:34 PM,Rejected-Finance,OK,29-May-2026 06:57 PM,Directorate of Local Bodies UP||Aligarh Municipal Corporation,2026_DOLBU_1143706_1,514(POKHAR)/NNA/2026-27,"Work of installation of RCC T wall, stone pitching and electrical pole (light) in pond, new colony pond and Shakti Nagar pond on Gular Road within the limits of Municipal Corporation.",1.0,6118351.0,M/S AS ASSOCIATES,INR,"69,421,326.94",10-Jun-2026,"INR 69,421,326.94",90.0,Rajvir Singh,10-Jun-2026 04:53 PM,cammetti.pdf (193.00 KB),OK,AOC
2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6118351,M/S AS ASSOCIATES,18-May-2026 08:53 AM,Accepted-AOC,OK,10-Jun-2026 04:53 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,6118376,S K CONSTRUCTION,18-May-2026 08:51 AM,Rejected-Finance,OK,29-May-2026 06:57 PM,,,,,,,,,,,,,,,,,AOC
