Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
02-Jun-2026,"INR 597,424",45.0,Pramod Kumar,06-Jun-2026 12:26 PM,1g.pdf (498.00 KB),1.0,6096541.0,M/S SATAYA BHAN CONTRACTOR,INR,"597,424","U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle, Bulandshahar||MGCCD-14, Garh Mukteshwar",2026_UPIDC_1144240_1,01/EE/2026-27,LOTE-1,1,6098955,JAGDESH PRASAD,08-May-2026 01:13 PM,Rejected-Technical,BID IS REJECTED DUE TO NOT QUALIFIED IN TECHNICAL EVALUATION,15-May-2026 12:21 PM,Finance,ok,Pramod Kumar,01-Jun-2026 06:55 PM,,BOQ Comparative Chart,PRAMOD KUMAR,Internal,,Pramod Kumar,15-May-2026 12:21 PM,15-May-2026 01:00 PM,techsummary_2137803.pdf (450.33 KB),Technical,ACCEPTED,Pramod Kumar,15-May-2026 12:08 PM,,PRAMOD KUMAR,Internal,,Pramod Kumar,01-Jun-2026 07:07 PM,finsummary_2137803.pdf (278.60 KB),AOC,"EE, MGCCD 14, GARHMUKTESHWAR","EE, MGCCD 14, GARHMUKTESHWAR",1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,LOTE-1,1 CONSTRUCTION OF 06 OUTLETS AT LEFT/RIGHT BANK FROM KM. 0.000 TO 3.300 OF BAHJOI BRANCH UNDER PROJECT M. G. C. STAGE-II IN DISTT - AMROHA,Please refer Tender documents. ,NA ,"5,20,000",Civil Works - Canal,NA ,Tender,90.0,90.0,HASANPUR,244241.0,NA ,NA ,NA ,"EE, MGCCD 14, GARHMUKTESHWAR",No ,No,944.0,Nil,Nil,No,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle, Bulandshahar||MGCCD-14, Garh Mukteshwar",01/EE/2026-27,2026_UPIDC_1144240_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"26,000",No,fixed,,Nil,Nil,02-May-2026 11:00 AM,08-May-2026 03:00 PM,02-May-2026 11:00 AM,08-May-2026 02:00 PM,NA ,NA ,02-May-2026 11:00 AM,08-May-2026 02:00 PM,15-May-2026 01:00 PM,AOC
,,,,,,,,,,,,,,,2,6096541,M/S SATAYA BHAN CONTRACTOR,07-May-2026 04:47 PM,Accepted-AOC,AOC IS AWARDED,06-Jun-2026 12:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,6095165,SINGHWAL INDUSTRIES,07-May-2026 10:07 PM,Rejected-Finance,BID IS REJECTED DUE TO L2,01-Jun-2026 07:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
