Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
30-Apr-2026 05:15 PM,22-May-2026 02:00 PM,30-Apr-2026 05:30 PM,22-May-2026 01:00 PM,30-Apr-2026 05:30 PM ,08-May-2026 05:00 PM ,30-Apr-2026 06:00 PM,22-May-2026 01:00 PM,01-Jun-2026 06:10 PM,Supply of Cartridge and Computer Stationary,As per TOR,As Per TOR ,NA ,,Miscellaneous,Printer Toner/Cartridge and Computer Stationary  ,Tender,365.0,30.0,"Uttar Pradesh Vidhan Sabha, Lucknow",226001.0,NA ,NA ,NA ,"Uttar Pradesh Vidhan Sabha, Lucknow",No ,No,UP Vidhansabha,138/V.S./31/Adhi./2009 T.C. III,2026_UPVDS_1143725_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,"1,50,000",No,fixed,,"Principal Secretary, Vidhan Sabha",Lucknow,Principal Secretary,"Uttar Pradesh Vidhan Sabha, Lucknow","2,000","Principal Secretary, Vidhan Sabha",Lucknow,No,1.0,Date Extension,Date,,1.0,Fee/PreQual/Technical,.pdf,TOR,AOC,Principal Secretary,Internal,"Mohammad Mushahid, Neeraj Kumar Sachan, Anuj Kumar Pandey",ANUJ KUMAR PANDEY,01-Jun-2026 06:06 PM,01-Jun-2026 06:10 PM,techsummary_2136552.pdf (677.98 KB),Finance,03 bids received. All bids accepted for financial evaluation.,ANUJ KUMAR PANDEY,01-Jun-2026 06:16 PM,,BOQ Comparative Chart,Principal Secretary,Internal,"Anuj Kumar pandey, Neeraj Kumar Sachan, Mohammad Mushahid",ANUJ KUMAR PANDEY,04-Jun-2026 04:59 PM,finsummary_2136552.pdf (416.67 KB),Technical,05 bids received. All accepted for technical evaluation.,ANUJ KUMAR PANDEY,22-May-2026 03:03 PM,,UP Vidhansabha,2026_UPVDS_1143725_1,138/V.S./31/Adhi./2009 T.C. III,Supply of Cartridge and Computer Stationary,1.0,6106958.0,BAKSHI ENTERPRISES,INR,"454,576.12",1,6113276,AARETCH MARKETING PVT LTD,13-May-2026 05:57 PM,Rejected-Technical,Technically Unqualified for the reason of non-compliance of bid conditions.,01-Jun-2026 06:06 PM,04-Jun-2026,"INR 454,576.12",30.0,ANUJ KUMAR PANDEY,04-Jun-2026 05:02 PM,AOCLetterCartridge.pdf (417.00 KB),Lowest Bidder,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6131331,ACUMEN ENTERPRISES,20-May-2026 02:42 PM,Rejected-Finance,Higher Bidder,04-Jun-2026 04:59 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6106958,BAKSHI ENTERPRISES,21-May-2026 02:12 PM,Accepted-AOC,Lowest Bidder,04-Jun-2026 05:03 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6134167,k s enterprises,21-May-2026 06:38 PM,Rejected-Finance,Higher Bidder,04-Jun-2026 04:59 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6081719,ROYAL PRINT TECHNOLOGY,07-May-2026 04:36 PM,Rejected-Technical,Technically Unqualified for the reason of non-compliance of bid conditions.,01-Jun-2026 06:06 PM,,,,,,,,AOC
