Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
12-Jun-2026,"INR 833,249",45.0,DIVAKAR BHASKAR,12-Jun-2026 02:19 PM,1129505ultra.pdf (765.00 KB),1,6016394,M/s Ultra Construction and Suppliers,28-Mar-2026 02:42 PM,Accepted-AOC,aoc,12-Jun-2026 02:19 PM,1.0,6016394.0,M/s Ultra Construction and Suppliers,INR,"833,249","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1129505_1,1073/AA-2/25-26,Blocking work of small bamba from STP Plant to trilokpur puliya Under Zone-02,Finance,M/s Ultra Construction and Suppliers,DIVAKAR BHASKAR,06-Apr-2026 03:58 PM,,BOQ Comparative Chart,CE,Internal,,DIVAKAR BHASKAR,07-Apr-2026 02:32 PM,finsummary_2106863.pdf (194.18 KB),CE,Internal,,DIVAKAR BHASKAR,06-Apr-2026 10:50 PM,techsummary_2106863.pdf (194.18 KB),AOC,Blocking work of small bamba from STP Plant to trilokpur puliya Under Zone-02,Blocking work of small bamba from STP Plant to trilokpur puliya Under Zone-02,Please refer Tender documents. ,NA ,"9,88,274",Civil Works,NA ,Tender,90.0,45.0,zone 2,208011.0,NA ,NA ,NA ,"OFFICE OF THE CHIEF ENGINEER, KMC",No ,No,"1,180",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Certificateofnon-pending5workasperthecontractonstamppaperofRs.100as perSerialNo.14oftenderconditions,"Kanpur Municipal Corporation, Kanpur, UP",1073/AA-2/25-26,2026_NNKAN_1129505_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,1.0,SBI Bank,"CHIEF ENGINEER, KMC",Motijheel,"98,827",No,percentage,10.0%,Nil,Nil,24-Mar-2026 09:00 AM,28-Mar-2026 04:00 PM,24-Mar-2026 09:00 AM,28-Mar-2026 03:00 PM,NA ,NA ,24-Mar-2026 09:00 AM,28-Mar-2026 03:00 PM,AOC
,,,,,,2,6016440,RITU BUILDERS,28-Mar-2026 02:57 PM,Rejected-Finance,L2,07-Apr-2026 02:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
