Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Construction of ACR room MDM shed and Gard Room of Compsit School Jaitpur nidhiyawa Block Bhiti Ambedkarnagar,Construction of ACR room MDM shed and Gard Room of Compsit School Jaitpur nidhiyawa Block Bhiti Ambedkarnagar,Please refer Tender documents. ,NA ,,Construction Works,Construction of ACR room MDM shed and Gard Room  ,Tender,90.0,180.0,Ambedkarnagar,224122.0,EE office up scidco ,Behind Ram Janaki Mandir Sahabganj Ayodhya ,16-May-2026 11:00 AM ,EE office up scidco,No ,No,1,FDR - Fixed Deposit,EE up scidco Ayodhya,Behind Ram Janaki Mandir Sahabganj Ayodhya,1,Fee/PreQual/Technical,.pdf,Construction of ACR room MDM shed and Gard Room of Compsit School Jaitpur nidhiyawa Block Bhiti,"1,652",online,Ayodhya,No,15-May-2026 09:00 AM,22-May-2026 11:00 AM,15-May-2026 09:10 AM,22-May-2026 09:00 AM,NA ,NA ,15-May-2026 09:30 AM,22-May-2026 09:00 AM,03-Jun-2026 09:00 AM,"55,000",No,fixed,,E E U P Scidco,Ayodhya,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Ayodhya,645/EE/Ayo/E-tender/Comp School/2026-27 Date 14.05.2026,2026_SCIDC_1148629_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC,Technical,Bid opening summary,Jagpal Verma,30-May-2026 02:24 PM,technical_2150142.pdf,EE,Internal,E E Asst Acct,Jagpal Verma,03-Jun-2026 03:38 PM,finsummary_2150142.pdf (329.90 KB),Finance,Financial Bid opening summary,Jagpal Verma,03-Jun-2026 03:34 PM,finance_2150142.pdf,BOQ Comparative Chart,EE,Internal,E E Asst Acct,Jagpal Verma,30-May-2026 02:26 PM,03-Jun-2026 09:00 AM,techsummary_2150142.pdf (1100.46 KB),03-Jun-2026,"INR 2,645,300",180.0,Jagpal Verma,05-Jun-2026 04:19 PM,LOI.pdf (683.00 KB),Construction of ACR room MDM shed and Gard Room of Compsit School Jaitpur nidhiyawa Block Bhiti Ambedkarnagar,1,6133488,M/S ANSH ENTERPRISES,22-May-2026 08:48 AM,Accepted-AOC,ok,05-Jun-2026 04:19 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Ayodhya,2026_SCIDC_1148629_1,645/EE/Ayo/E-tender/Comp School/2026-27 Date 14.05.2026,Construction of ACR room MDM shed and Gard Room of Compsit School Jaitpur nidhiyawa Block Bhiti Ambedkarnagar,1.0,6133488.0,M/S ANSH ENTERPRISES,INR,"2,645,300",AOC
,,,,,,,,,,,,,,,,,,2,RTGS - RTGS Payment,,,2,Finance,.xls,financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6133588,M/S YOGENDRA KUMAR SINGH CONSTRUCTION COMPANY,21-May-2026 03:16 PM,Rejected-Finance,disqualify,03-Jun-2026 03:38 PM,,,,,,,,,,AOC
