Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"1,000",BDO BANSDIH,BANSDIH,No,1,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Bansdih,234 Date 27-05-2026 Lot no 31,2026_RDUP_1155487_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,BDO BANSDIH,BDO OFFICE BANSDIH,gram panchayat devrar mein munna rajbhar ke ghar se rudal rajbhar ke ghar hote hue pi0w0d0 marg tak interlanking karya (134.50 meter),gram panchayat devrar mein munna rajbhar ke ghar se rudal rajbhar ke ghar hote hue pi0w0d0 marg tak interlanking karya (134.50 meter),NIT ,NA ,"7,57,000",Civil Works,NA ,Tender,90.0,90.0,KP BANSDIH,277202.0,NA ,NA ,NA ,BDO OFFICE BANSDIH,No ,No,"15,140",No,fixed,,BDO BANSDIH,BANSDIH,30-May-2026 10:00 AM,15-Jun-2026 12:30 PM,30-May-2026 10:00 AM,13-Jun-2026 05:00 PM,NA ,NA ,30-May-2026 10:00 AM,13-Jun-2026 05:00 PM,17-Jun-2026 05:15 PM,AOC,Technical,Bid Opening Summary,MANOJ KUMAR SHARMA,15-Jun-2026 05:37 PM,,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Bansdih,2026_RDUP_1155487_1,234 Date 27-05-2026 Lot no 31,gram panchayat devrar mein munna rajbhar ke ghar se rudal rajbhar ke ghar hote hue pi0w0d0 marg tak interlanking karya (134.50 meter),"MANOJ KUMAR SHARMA, BDO POOJA YADAV, JE RED, AKHILESH KUMAR SINGH, ACCOUNTANT",Internal,"MANOJ KUMAR SHARMA, BDO POOJA YADAV, JE RED, AKHILESH KUMAR SINGH, ACCOUNTANT",MANOJ KUMAR SHARMA,18-Jun-2026 09:32 PM,finsummary_2164537.pdf (213.28 KB),1.0,6192090.0,SHREYANSH SINGH,INR,"756,394.4",1.0,6192435.0,MAA ENTERPRISES,13-Jun-2026 04:46 PM,Rejected-AOC,L3,19-Jun-2026 11:11 AM,18-Jun-2026,"INR 756,394.4",90.0,MANOJ KUMAR SHARMA,19-Jun-2026 11:11 AM,31.pdf (60.00 KB),AOC,"MANOJ KUMAR SHARMA, BDO POOJA YADAV, JE RED, AKHILESH KUMAR SINGH, ACCOUNTANT",Internal,"MANOJ KUMAR SHARMA, BDO POOJA YADAV, JE RED, AKHILESH KUMAR SINGH, ACCOUNTANT",MANOJ KUMAR SHARMA,17-Jun-2026 05:03 PM,17-Jun-2026 05:15 PM,techsummary_2164537.pdf (213.28 KB),Finance,Bid Opening Summary,MANOJ KUMAR SHARMA,18-Jun-2026 12:58 PM,,BOQ Comparative Chart,AOC
,,,,2,BC - Bankers Cheque,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,6192270.0,SHEKHAR ENTERPRISES,13-Jun-2026 03:52 PM,Rejected-AOC,L2,19-Jun-2026 11:11 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3.0,6192090.0,SHREYANSH SINGH,13-Jun-2026 02:50 PM,Accepted-AOC,L1,19-Jun-2026 11:11 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
