Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,Tender Open,RAM KUMAR TIWARI,24-Apr-2026 04:55 PM,finance_2128722.pdf,BOQ Comparative Chart,"Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1136529_2,867/A.A.3/25-26,Imp. Damage SulabhShauchalay from bakarganj in bakarganj bajar in Ward 36 Zone 03,1.0,6065318.0,S.S.ISHU CONSTRUCTION COMPANY,INR,"422,189",1,6066022,M/S MAA BALA DEVI CONSTRUCTION COMPANY,24-Apr-2026 11:51 AM,Rejected-Finance,L2,04-May-2026 05:32 PM,25-Jun-2026,"INR 422,189",45.0,RAJESH KUMAR,25-Jun-2026 04:19 PM,867.pdf (674.00 KB),Work order,C.E.,Internal,,RAJESH KUMAR,04-May-2026 05:30 PM,techsummary_2128722.pdf (627.23 KB),C.E.,Internal,,RAJESH KUMAR,04-May-2026 05:32 PM,finsummary_2128722.pdf (627.23 KB),AOC,"Kanpur Municipal Corporation, Kanpur, UP",867/A.A.3/25-26,2026_NNKAN_1136529_2,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,"49,669",No,percentage,10.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,Pdf,Imp. Damage SulabhShauchalay from bakarganj in bakarganj bajar in Ward 36 Zone 03,Imp. Damage SulabhShauchalay from bakarganj in bakarganj bajar in Ward 36 Zone 03,Please refer Tender documents. ,NA ,"4,96,693",Civil Works,NA ,Tender,30.0,NA ,Imp. Damage SulabhShauchalay from bakarganj in bak,208040.0,NA ,NA ,NA ,C.E.3,No ,No,C.E.3,Zone 3,1.0,SBI Bank,21-Apr-2026 06:00 PM,24-Apr-2026 04:00 PM,21-Apr-2026 06:00 PM,24-Apr-2026 03:00 PM,NA ,NA ,21-Apr-2026 06:00 PM,24-Apr-2026 03:00 PM,590.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,2,6065318,S.S.ISHU CONSTRUCTION COMPANY,23-Apr-2026 10:28 PM,Accepted-AOC,L1,25-Jun-2026 04:19 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.xls,xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
