S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,6083826.0,ROZY ENTERPRISES,INR,"185,515,243.15",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-7 Lucknow,2026_UPPRC_1142827_1,17/UPPCL/GM-7/E-TENDER/2026-27 Dated-16.04.2026,"Construction of C.M. Modal Composite Vidyalaya (Pri-Primary to Class-12 ) at Block - Chaubeypur Gram- Bani, District- Kanpur Nagar, (Second Tehsil) (U.P.)",1,6083810,PRATAP CONSTRUCTION COMPANY,02-May-2026 05:54 PM,Rejected-AOC,Accepted,25-Jun-2026 09:44 PM,25-Jun-2026,"INR 185,515,243.15",540.0,RAKESH VERMA,25-Jun-2026 09:44 PM,AOC17.pdf (593.00 KB),Enclosed,"General Manager, Zone-7, Lucknow",Internal,"General Manager, Zone-3, Ayodhya, Project Manager, Unit-10, Kanpur, Accountant, Unit-10, Kanpur",RAKESH VERMA,08-May-2026 09:28 PM,11-May-2026 04:00 PM,techsummary_2134294.pdf (2942.77 KB),Finance,Enclosed,RAKESH VERMA,25-Jun-2026 09:34 PM,finance_2134294.pdf,BOQ Comparative Chart,"General Manager, Zone-7, Lucknow",Internal,"General Manager, Zone-3, Ayodhya, Project Manager, Unit-10, Kanpur, Accountant, Unit-10, Kanpur",RAKESH VERMA,25-Jun-2026 09:40 PM,finsummary_2134294.pdf (2942.77 KB),Technical,Enclosed,RAKESH VERMA,08-May-2026 09:25 PM,technical_2134294.pdf,AOC,1,Fee/PreQual/Technical,.pdf,BIDDOC,"44,22,000",No,fixed,,Nil,Nil,"Construction of C.M. Modal Composite Vidyalaya (Pri-Primary to Class-12 ) at Block - Chaubeypur Gram- Bani, District- Kanpur Nagar, (Second Tehsil) (U.P.)","Construction of C.M. Modal Composite Vidyalaya (Pri-Primary to Class-12 ) at Block - Chaubeypur Gram- Bani, District- Kanpur Nagar, (Second Tehsil) (U.P.)",Please refer Tender documents. ,NA ,"22,11,19,000",Civil Works - Buildings,NA ,Tender,90.0,540.0,District-Kanpur Nagar (U.P.),208001.0,NA ,NA ,NA ,Lucknow,No ,No,"General Manager, Zone-7, Lucknow","General Manager, Zone-7, U.P. Projects Corporation Ltd. Lucknow. Gomti Barrage, Left Bank, Gomti Nagar Lucknow.","17,700",Nil,Nil,No,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-7 Lucknow,17/UPPCL/GM-7/E-TENDER/2026-27 Dated-16.04.2026,2026_UPPRC_1142827_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,27-Apr-2026 06:30 PM,04-May-2026 04:00 PM,27-Apr-2026 06:30 PM,04-May-2026 02:00 PM,NA ,NA ,27-Apr-2026 06:30 PM,04-May-2026 02:00 PM,11-May-2026 04:00 PM,AOC
,,,,,,,,,2,6083826,ROZY ENTERPRISES,04-May-2026 11:21 AM,Accepted-AOC,Accepted,25-Jun-2026 09:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
