Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
12-Jun-2026,"INR 1,663,648",180.0,Alok Kumar Srivastava,12-Jun-2026 11:19 AM,dauleshwar.pdf (31.00 KB),1,6138763,PREMA TRADERS,24-May-2026 01:41 PM,Rejected-Finance,high rate bid rejected,11-Jun-2026 04:26 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE KANNAUJ,2026_REDUP_1146906_2,20/RED/Tender/2026-27 Dt 08.04.2026,Construction of Samudayik Kendra at Dauleshwar Mandir Tirwa Nagar Panchayat.,1.0,6138702.0,SHYAM BABU,INR,"1,663,648",Finance,summary,Alok Kumar Srivastava,11-Jun-2026 04:20 PM,,BOQ Comparative Chart,Sri Alok Kumar Srivastava E.E.,Internal,1. Sri Abhishek Kumar A.E. 2- Sri Ankur Kumar DAO,Alok Kumar Srivastava,03-Jun-2026 01:34 PM,03-Jun-2026 03:00 PM,techsummary_2147978.pdf (347.13 KB),Technical,summary,Alok Kumar Srivastava,03-Jun-2026 01:27 PM,,Sri Alok Kumar Srivastava E.E.,Internal,1. Sri Abhishek Kumar A.E. 2- Sri Ankur Kumar DAO,Alok Kumar Srivastava,11-Jun-2026 04:26 PM,finsummary_2147978.pdf (347.13 KB),AOC,"35,000",No,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE KANNAUJ,20/RED/Tender/2026-27 Dt 08.04.2026,2026_REDUP_1146906_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Technical Document,860.0,Nil,Nil,No,Construction of Samudayik Kendra at Dauleshwar Mandir Tirwa Nagar Panchayat.,Construction of Samudayik Kendra at Dauleshwar Mandir Tirwa Nagar Panchayat.,Please refer Tender documents. ,NA ,"16,73,000",Civil Works,NA ,Tender,90.0,180.0,Kannauj,209727.0,NA ,NA ,NA ,Office Vikas Bhawan Kannauj,No ,No,1.0,SBI Bank,13-May-2026 10:05 AM,25-May-2026 03:00 PM,13-May-2026 10:10 AM,25-May-2026 12:00 PM,NA ,NA ,13-May-2026 10:15 AM,25-May-2026 12:00 PM,03-Jun-2026 03:00 PM,Executive Engineer R.E.D. Kannauj,Office Executive Engineer R.E.D. S-6 IInd Floor Vikas Bhawan Kannauj,1.0,Extend of Date,Date,,AOC
,,,,,,2,6138702,SHYAM BABU,24-May-2026 12:59 PM,Accepted-AOC,low rate bid accepted,12-Jun-2026 11:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
