Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
23-Jun-2026,"INR 724,138",90.0,Yogesh Kumar,23-Jun-2026 12:33 PM,1695_3.pdf (440.00 KB),1.0,6046580.0,ALOK KUMAR SINGH,INR,"724,138",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE AMBEDKAR NAGAR,2026_REDUP_1134972_3,1695/EE RED Ambedkarnagar/25-26 Dt 11/03/2026,"Under District Ambedkarnagar, Construction of CC road from the main road of village Kishundaspur, through Monu house, to the front of Sonu Pathak house, Lot No 3",1,6046580,ALOK KUMAR SINGH,14-Apr-2026 04:50 PM,Accepted-AOC,AOC,23-Jun-2026 12:33 PM,Finance,Summary,Shailendra Chaudhary,12-May-2026 10:39 AM,,BOQ Comparative Chart,Er Shailendra Chaudhary EE RED Ambedkarnagar,Internal,"Er Shailendra Chaudhary EE RED Ambedkarnagar, Er Yogesh Kumar AE RED Ambedkarnagar, Mr Anand Swaroop Yadav DAO RED Ambedkarnagar",ANAND SWAROOP YADAV,01-May-2026 03:08 PM,04-May-2026 03:00 PM,techsummary_2119117.pdf (352.17 KB),Technical,Ambedkarnagar,Shailendra Chaudhary,20-Apr-2026 01:17 PM,,Er Shailendra Chaudhary EE RED Ambedkarnagar,Internal,,Shailendra Chaudhary,23-Jun-2026 12:29 PM,finsummary_2119117.pdf (440.37 KB),AOC,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,767.0,Nil,Nil,No,"Under District Ambedkarnagar, Construction of CC road from the main road of village Kishundaspur, through Monu house, to the front of Sonu Pathak house, Lot No 3","Under District Ambedkarnagar, Construction of CC road from the main road of village Kishundaspur, through Monu house, to the front of Sonu Pathak house, Lot No 3",Please refer Tender documents. ,NA ,"6,15,000",Civil Works,NA ,Tender,90.0,90.0,Ambedkarnagar,224001.0,"EE RED, Vikas Bhawan, Ambedkarnagar ","EE RED Ambedkarnagar, Vikas Bhawan, Ambedkarnagar  ",13-Apr-2026 11:00 AM ,"EE RED, Vikas Bhawan, Ambedkarnagar",No ,No,"EE RED, Vikas Bhawan, Ambedkarnagar","EE RED Ambedkarnagar, Vikas Bhawan, Ambedkarnagar","12,300",No,percentage,2.0%,Nil,Nil,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE AMBEDKAR NAGAR,1695/EE RED Ambedkarnagar/25-26 Dt 11/03/2026,2026_REDUP_1134972_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,09-Apr-2026 03:00 PM,18-Apr-2026 03:00 PM,09-Apr-2026 03:00 PM,18-Apr-2026 12:00 PM,NA ,NA ,09-Apr-2026 03:00 PM,18-Apr-2026 12:00 PM,04-May-2026 03:00 PM,AOC
,,,,,,,,,,,,,,,2,6046635,AVICHAL SINGH,14-Apr-2026 04:58 PM,Rejected-Finance,Rejected,23-Jun-2026 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
