Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Directorate of Local Bodies UP||Nagar Palika Parishad Etmadpur Agra,9019/NppEtmadpurPt/2026,2026_DOLBU_1146221_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,E.O,NPP ETMADPUR,"3,561",E.O,NPP ETMADPUR,No,1.0,FDR - Fixed Deposit,1.0,Fee/PreQual/Technical,.pdf,NIT,08-May-2026 03:30 PM,15-May-2026 10:00 AM,08-May-2026 03:30 PM,14-May-2026 05:00 PM,NA ,NA ,08-May-2026 03:30 PM,14-May-2026 05:00 PM,20-Jun-2026 01:50 PM,Construction Work Of Cement Concrete Road In Ward 05 From Lauli Home to Bhoop Singh Acharya to Kabad Godam to Kaji Home.,Construction Work Of Cement Concrete Road In Ward 05 From Lauli Home to Bhoop Singh Acharya to Kabad Godam to Kaji Home.,Please refer Tender documents. ,NA ,"30,17,673",Civil Works,NA ,Tender,90.0,90.0,NPP ETMADPUR,283202.0,NA ,NA ,NA ,NPP ETMADPUR,No ,No,"3,01,767",No,fixed,,E.O,NPP ETMADPUR,AOC,Navodita Sharma,Internal,"E.O, J.E, ACCOUNTANT",Mohammad shameem,20-Jun-2026 05:01 PM,finsummary_2143413.pdf (508.42 KB),Technical,Admitted,Mohammad shameem,20-Jun-2026 01:43 PM,technical_2143413.pdf,Navodita Sharma,Internal,"E.O, J.E, Accountant",Mohammad shameem,20-Jun-2026 01:45 PM,20-Jun-2026 01:50 PM,techsummary_2143413.pdf (456.61 KB),Finance,Admitted,Mohammad shameem,20-Jun-2026 04:55 PM,finance_2143413.pdf,BOQ Comparative Chart,Directorate of Local Bodies UP||Nagar Palika Parishad Etmadpur Agra,2026_DOLBU_1146221_1,9019/NppEtmadpurPt/2026,Construction Work Of Cement Concrete Road In Ward 05 From Lauli Home to Bhoop Singh Acharya to Kabad Godam to Kaji Home.,1.0,6114514.0,M/S GUNJAN CONTRACTOR AND SUPPLIERS,INR,"3,016,164.951",1,6114767,M/s Gauri Contractors and Suppliers,14-May-2026 05:44 PM,Rejected-Finance,HIGH,20-Jun-2026 05:01 PM,20-Jun-2026,"INR 3,016,164.951",90.0,Navodita Sharma,20-Jun-2026 05:08 PM,financiallauli.pdf (508.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,2.0,RTGS - RTGS Payment,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6114514,M/S GUNJAN CONTRACTOR AND SUPPLIERS,13-May-2026 11:36 PM,Accepted-AOC,AOC,20-Jun-2026 05:08 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6114924,M/S MUKESH KUMAR CONTRACTOR,14-May-2026 09:54 AM,Rejected-Finance,HIGHEST,20-Jun-2026 05:01 PM,,,,,,,,AOC
