Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Instrument Type,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Basti,2026_SCIDC_1137776_1,113/EE Basti /E-Tender /Vidhayak Nidhi Basti sadar /2025-26 Dated 16 -04-2026,Construction of Boundary wall work at Ambedakar Park Nagra Baudihar Ke Block Bankati Distt. Basti ( Vidhayak Nidhi Basti sadar),1.0,6064468.0,SURENDRA PRATAP,INR,"1,106,889",1,6066141,S K D CONSTRUCTION,24-Apr-2026 12:32 PM,Rejected-Finance,L2,25-May-2026 05:47 PM,03-Jun-2026,"INR 1,106,889",90.0,Ramesh Bahadur Shahi,03-Jun-2026 11:54 AM,BaudiharLOI.pdf (1101.00 KB),M/s Yadav Construction Found L1,Sri Ramesh Bahadur Shahi EE,Internal,Attached,Ramesh Bahadur Shahi,18-May-2026 10:48 AM,18-May-2026 12:00 PM,techsummary_2124433.pdf (347.12 KB),Finance,SURENDRA PRATAP found L1,Ramesh Bahadur Shahi,25-May-2026 05:43 PM,finance_2124433.pdf,BOQ Comparative Chart,Sri Ramesh Bahadur Shahi EE,Internal,Attached,Ramesh Bahadur Shahi,25-May-2026 05:47 PM,finsummary_2124433.pdf (697.99 KB),Technical,M/s S K D CONSTRUCTION and M/s SURENDRA PRATAP Found,Ramesh Bahadur Shahi,18-May-2026 10:45 AM,technical_2124433.pdf,AOC,1,FDR - Fixed Deposit,1,Fee/PreQual/Technical,.pdf,NIT,"22,500",No,fixed,,UPSCIDCO,BASTI,Construction of Boundary wall work at Ambedakar Park Nagra Baudihar Ke Block Bankati Distt. Basti ( Vidhayak Nidhi Basti sadar),Construction of Boundary wall work at Ambedakar Park Nagra Baudihar Ke Block Bankati Distt. Basti ( Vidhayak Nidhi Basti sadar),As Given in NIT ,NA ,"11,07,000",Civil Works,NA ,Tender,90.0,90.0,Basti,272001.0,"H.No. 1348 Jaypurawa Gandhinagar, near Nagar pali ","H.No. 1348 Jaypurawa Gandhinagar, near Nagar palika Ke Piche , Basti ",22-Jul-2026 03:39 PM ,UPSCIDCO BASTI,No ,No,17-Apr-2026 09:00 AM,25-Apr-2026 02:00 PM,17-Apr-2026 09:00 AM,25-Apr-2026 01:00 PM,17-Apr-2026 09:00 AM ,25-Apr-2026 01:00 PM ,17-Apr-2026 09:00 AM,25-Apr-2026 01:00 PM,18-May-2026 12:00 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Basti,113/EE Basti /E-Tender /Vidhayak Nidhi Basti sadar /2025-26 Dated 16 -04-2026,2026_SCIDC_1137776_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"1,652",UPSCIDCO,BASTI,No,Executive Engineer,"H.No. 1348 Jaypurawa Gandhinagar, near Nagar palika Ke Piche , Basti",AOC
,,,,,,,,,2,6064468,SURENDRA PRATAP,23-Apr-2026 02:07 PM,Accepted-AOC,L1,03-Jun-2026 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,RTGS - RTGS Payment,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
