S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1,6016579,M/s A J Enterprises,28-Mar-2026 03:56 PM,Rejected-Finance,L2,30-Mar-2026 04:52 PM,"Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1131200_1,1079/AA-2/25-26,Improvement of Road and Drain From H/O brij Kishore To H/O RS Yadav in ward 62 Zone02,1.0,6016532.0,M/S ANAND GANGA ENTERPRISES,INR,"837,790",12-Jun-2026,"INR 837,790",45.0,DIVAKAR BHASKAR,12-Jun-2026 06:33 PM,1131200ganga.pdf (670.00 KB),Finance,M/S ANAND GANGA ENTERPRISES,DIVAKAR BHASKAR,30-Mar-2026 04:46 PM,,BOQ Comparative Chart,CE,Internal,,DIVAKAR BHASKAR,30-Mar-2026 04:52 PM,finsummary_2110487.pdf (194.18 KB),CE,Internal,,DIVAKAR BHASKAR,30-Mar-2026 04:48 PM,techsummary_2110487.pdf (194.18 KB),AOC,1.0,SBI Bank,Improvement of Road and Drain From H/O brij Kishore To H/O RS Yadav in ward 62 Zone02,Improvement of Road and Drain From H/O brij Kishore To H/O RS Yadav in ward 62 Zone02,Please refer Tender documents. ,NA ,"9,96,665",Civil Works,NA ,Tender,90.0,45.0,zone 2,208011.0,NA ,NA ,NA ,MOtijheel,No ,No,1.0,Fee/PreQual/Technical/Finance,.xls,boq,"Kanpur Municipal Corporation, Kanpur, UP",1079/AA-2/25-26,2026_NNKAN_1131200_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,CE KMC Kanpur,Motijheel kanpur,"1,180",Nil,Nil,No,28-Mar-2026 03:20 PM,28-Mar-2026 04:30 PM,28-Mar-2026 03:20 PM,28-Mar-2026 04:25 PM,NA ,NA ,28-Mar-2026 03:20 PM,28-Mar-2026 04:25 PM,"99,667",No,percentage,10.0%,Nil,Nil,AOC
2,6016532,M/S ANAND GANGA ENTERPRISES,28-Mar-2026 03:54 PM,Accepted-AOC,aoc,12-Jun-2026 06:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
