Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
C.E.,Internal,,Office Representative-3,06-Mar-2026 02:29 PM,07-Mar-2026 03:00 PM,techsummary_2048188.pdf (392.17 KB),Technical,1bids,Office Representative-3,03-Feb-2026 03:49 PM,,18-Jun-2026,"INR 896,139.56",60.0,Office Representative-3,18-Jun-2026 11:33 AM,6163.pdf (872.00 KB),1.0,5834334.0,Kalpaarav Construction,31-Jan-2026 02:49 PM,Accepted-AOC,L1,18-Jun-2026 11:33 AM,Directorate of Local Bodies UP||Mathura Municipal Corporation,2026_DOLBU_1109035_61,NNMV/NIRMAN/80/01-63,WORK NO. 61 OUT OF 63 WORKS.,C.E. CIVIL,Internal,,Office Representative-3,18-Jun-2026 11:30 AM,finsummary_2048188.pdf (872.09 KB),Finance,1b,Office Representative-3,07-Mar-2026 03:38 PM,,BOQ Comparative Chart,1.0,5834334.0,Kalpaarav Construction,INR,"896,139.56",AOC,WORK NO. 61 OUT OF 63 WORKS.,AS PER NIT,Please refer Tender documents. ,NA ,"9,95,600",Civil Works,NA ,Tender,90.0,60.0,NNMV,281001.0,NA ,NA ,NA ,NNMV,No ,No,C.E. CIVIL,NNMV,27-Jan-2026 03:00 PM,03-Feb-2026 11:00 AM,27-Jan-2026 03:00 PM,02-Feb-2026 11:00 AM,NA ,NA ,27-Jan-2026 03:00 PM,02-Feb-2026 11:00 AM,07-Mar-2026 03:00 PM,1,Fee/PreQual/Technical,.pdf,TENDER DOCS,Directorate of Local Bodies UP||Mathura Municipal Corporation,NNMV/NIRMAN/80/01-63,2026_DOLBU_1109035_61,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,705.0,Nil,Nil,No,1.0,SBI Bank,"99,560",No,percentage,10.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
