Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD - 36 Jaunpur",2026_UPIDC_1149339_1,01/EE/2026-27 Lot 2,EARTH WORK IN CLEARANCE OF MURARA DRAIN FROM KM. 0.000 TO KM. 6.200,1.0,6146133.0,SUSHIL KUMAR SINGH,INR,"131,983.5",1,6147723,KAMAL NARAYAN SINGH,28-May-2026 09:25 AM,Rejected-Finance,L3,12-Jun-2026 12:47 PM,12-Jun-2026,"INR 131,983.5",10.0,Sunil Kumar Gupta,12-Jun-2026 12:50 PM,aoc2.pdf (289.00 KB),sunil kumar gupta,Internal,,Sunil Kumar Gupta,01-Jun-2026 05:35 PM,02-Jun-2026 10:00 AM,techsummary_2151643.pdf (116.78 KB),Finance,ok,Sunil Kumar Gupta,12-Jun-2026 12:45 PM,finance_2151643.pdf,BOQ Comparative Chart,sunil kumar gupta,Internal,,Sunil Kumar Gupta,12-Jun-2026 12:47 PM,finsummary_2151643.pdf (116.78 KB),Technical,ok,Sunil Kumar Gupta,01-Jun-2026 04:52 PM,technical_2151643.pdf,AOC,767.0,Nil,Nil,No,"4,800",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Technical,EXECUTIVE ENGINEER SSK 36 JAUNPUR,EXECUTIVE ENGINEER SSK 36 JAUNPUR,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD - 36 Jaunpur",01/EE/2026-27 Lot 2,2026_UPIDC_1149339_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,21-May-2026 11:00 AM,28-May-2026 02:00 PM,21-May-2026 11:00 AM,28-May-2026 01:00 PM,NA ,NA ,21-May-2026 11:00 AM,28-May-2026 01:00 PM,02-Jun-2026 10:00 AM,1.0,shudhipatra,Other,,1.0,SBI Bank,EARTH WORK IN CLEARANCE OF MURARA DRAIN FROM KM. 0.000 TO KM. 6.200,EARTH WORK IN CLEARANCE OF MURARA DRAIN FROM KM. 0.000 TO KM. 6.200,Please refer Tender documents. ,NA ,"2,40,000",Civil Works,NA ,Tender,90.0,10.0,EXECUTIVE ENGINEER SSK 36 JAUNPUR,222002.0,NA ,NA ,NA ,EXECUTIVE ENGINEER SSK 36 JAUNPUR,No ,No,AOC
,,,,,,,,,2,6145784,RAJNISH CONSTRUCTION WORKS,27-May-2026 02:46 PM,Rejected-Finance,L2,12-Jun-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,6146133,SUSHIL KUMAR SINGH,28-May-2026 10:41 AM,Accepted-AOC,L1,12-Jun-2026 12:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
