Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,373/EE/RED 04-05-2026,2026_REDUP_1151331_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,Lot-1 gram duraudha ts Bandha se rajbhar basti ke tarafh cc worck,Lot-1 gram duraudha ts Bandha se rajbhar basti ke tarafh cc worck,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,NA ,BALLIA,277001.0,NA ,NA ,NA ,EE RED DIV BALLIA,No ,No,"12,000",Yes,fixed,,Nil,Nil,23-May-2026 09:00 AM,28-May-2026 12:30 PM,23-May-2026 09:00 AM,28-May-2026 12:00 PM,NA ,NA ,23-May-2026 09:00 AM,28-May-2026 12:00 PM,03-Jun-2026 09:00 AM,1,Fee/PreQual/Technical,.pdf,Sbd,EE RED DIV BALLIA,EE RED DIV BALLIA,1.0,SBI Bank,856.0,Nil,Nil,No,AOC,Finance,AEDAO,ROLI VISHVKARMA,04-Jun-2026 03:20 PM,finance_2156646.pdf,BOQ Comparative Chart,ee,Internal,AEDAO,Ratnesh Kumar Gond,02-Jun-2026 04:14 PM,03-Jun-2026 09:00 AM,techsummary_2156646.pdf (73.19 KB),Technical,AEDAO,ROLI VISHVKARMA,30-May-2026 03:30 PM,technical_2156646.pdf,ee,Internal,aedao,ROLI VISHVKARMA,29-Jun-2026 04:30 PM,finsummary_2156646.pdf (32.00 KB),29-Jun-2026,"INR 593,150.31",90.0,ROLI VISHVKARMA,29-Jun-2026 05:05 PM,RispansivNonRispansiv.pdf (32.00 KB),AEDAO,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,2026_REDUP_1151331_1,373/EE/RED 04-05-2026,Lot-1 gram duraudha ts Bandha se rajbhar basti ke tarafh cc worck,1.0,6145750.0,MAA XONSTRUCTION AND SUPPLIERS,INR,"593,150.31",1,6145818,DIWAN YADAV,27-May-2026 02:55 PM,Rejected-Finance,2lowest,29-Jun-2026 04:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6145750,MAA XONSTRUCTION AND SUPPLIERS,27-May-2026 02:39 PM,Accepted-AOC,AOC,29-Jun-2026 05:05 PM,AOC
