Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Directorate of Local Bodies UP||Nagar Palika Parishad Gaurabarhaj Deoria,3649/16-05-2026,2026_DOLBU_1149950_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,nit,157.0,EO,Lucknow,Yes,"14,010",Yes,fixed,,EO,NPP GAURA BARHAJ,18-May-2026 03:00 PM,09-Jun-2026 10:00 AM,18-May-2026 03:30 PM,08-Jun-2026 11:00 AM,NA ,NA ,18-May-2026 03:30 PM,08-Jun-2026 11:00 AM,15-Jun-2026 05:00 PM,RAMAKANT YADAV KE MAKAN KE SAMANE NEEM KE PED KA CHABUTARA NIRMAN KARY WARD NO.15,RAMAKANT YADAV KE MAKAN KE SAMANE NEEM KE PED KA CHABUTARA NIRMAN KARY WARD NO.15,Please refer Tender documents. ,NA ,"1,57,000",Civil Works,NA ,Tender,90.0,30.0,NPP GAURA BARHAJ,274601.0,NA ,NA ,NA ,NPP GAURA BARHAJ,No ,No,EO,NPP GAURA BARHAJ,1,DD - Demand Draft,AOC,Technical,technical,Amit Kumar Jaiswal,15-Jun-2026 04:49 PM,technical_2153156.pdf,eo je,Internal,eo je,Amit Kumar Jaiswal,17-Jun-2026 12:18 PM,finsummary_2153156.pdf (105.32 KB),Finance,financial,Amit Kumar Jaiswal,17-Jun-2026 11:53 AM,finance_2153156.pdf,BOQ Comparative Chart,eo je,Internal,eo je,Amit Kumar Jaiswal,15-Jun-2026 04:51 PM,15-Jun-2026 05:00 PM,techsummary_2153156.pdf (98.93 KB),17-Jun-2026,"INR 156,799.04",30.0,Amit Kumar Jaiswal,17-Jun-2026 12:27 PM,03F.pdf (105.00 KB),LOW RATE,1.0,6178028.0,KAMINI ENTERPRISES,08-Jun-2026 08:23 AM,Accepted-AOC,LOW RATE,17-Jun-2026 12:27 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Gaurabarhaj Deoria,2026_DOLBU_1149950_3,3649/16-05-2026,RAMAKANT YADAV KE MAKAN KE SAMANE NEEM KE PED KA CHABUTARA NIRMAN KARY WARD NO.15,1.0,6178028.0,KAMINI ENTERPRISES,INR,"156,799.04",AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6178047.0,M/S MAHI CONSTRUCTION,08-Jun-2026 08:35 AM,Rejected-Finance,HIGH RATE,17-Jun-2026 12:18 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6178003.0,M/S SHYAM ASSOCIATES,08-Jun-2026 08:13 AM,Rejected-Finance,HIGH RATE,17-Jun-2026 12:18 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
