S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,Tender Revocation,Tender Revocation,27-May-2026 06:45 PM,Tender_Revocation.pdf ,125.57,Technical Opening,1,6138929,M/s CHANCHAL ASSOCIATES,25-May-2026 12:54 PM,Rejected-AOC,L2,12-Jun-2026 02:36 PM,"U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Kanpur",2026_UPIDC_1148555_1,01/SE/2026-27,Silt Clearence of Sirsa drain from Km. 26.600 to Km. 53.000,1.0,6140287.0,M/S Vinay Construction,INR,"3,681,895",12-Jun-2026,"INR 3,681,895",30.0,Ram Gopal,12-Jun-2026 02:36 PM,dos.pdf (216.00 KB),Ram Gopal,Internal,,Ram Gopal,29-May-2026 11:54 AM,30-May-2026 11:00 AM,techsummary_2149915.pdf (459.73 KB),Finance,All Admitted,Ram Gopal,30-May-2026 12:10 PM,,BOQ Comparative Chart,Ram Gopal,Internal,,Ram Gopal,12-Jun-2026 02:03 PM,finsummary_2149915.pdf (459.73 KB),Technical,All Bidders Admitted,Ram Gopal,29-May-2026 11:50 AM,technical_2149915.pdf,AOC,"1,59,000",No,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Kanpur",01/SE/2026-27,2026_UPIDC_1148555_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,16-May-2026 11:00 AM,25-May-2026 03:00 PM,16-May-2026 11:00 AM,25-May-2026 01:00 PM,NA ,NA ,16-May-2026 11:00 AM,25-May-2026 01:00 PM,30-May-2026 11:00 AM,1.0,Date,Financial Bid Opening Date Corrigendum,,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,NIT,Suprentending Engineer,Drainage Circle Phoolbagh Kanpur,Silt Clearence of Sirsa drain from Km. 26.600 to Km. 53.000,Silt Clearence of Sirsa drain from Km. 26.600 to Km. 53.000,Please refer tender document ,NA ,,Civil Works - Others,NA ,Tender,90.0,30.0,Etawah,206001.0,NA ,NA ,NA ,Kanpur,No ,No,"2,354",Nil,Nil,No,AOC
,,,,,,,2,6138516,M/S CHANDRAPAL SINGH,25-May-2026 09:38 AM,Rejected-Finance,L5,12-Jun-2026 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,6140520,M/s CHAUDHARI ENTERPRISES,25-May-2026 12:54 PM,Rejected-AOC,L3,12-Jun-2026 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,6139067,M/s Makkhan Singh,25-May-2026 11:09 AM,Rejected-Finance,L4,12-Jun-2026 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,6140287,M/S Vinay Construction,25-May-2026 12:24 PM,Accepted-AOC,L1,12-Jun-2026 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
